Timestep,CoverageScore
0,0.8749
1,0.8785
2,0.8868
3,0.8894
4,0.8862
5,0.8813
6,0.8894
7,0.8875
8,0.9261
9,0.9153
10,0.9355
11,0.9385
12,0.9342
13,0.9404
14,0.9355
15,0.9421
16,0.9394
17,0.9441
18,0.9387
19,0.9404
20,0.9351
21,0.9473
22,0.9436
23,0.9470
24,0.9445
25,0.9406
26,0.9473
27,0.9436
28,0.9417
29,0.9411
30,0.9614
31,0.9628
32,0.9663
33,0.9693
34,0.9705
35,0.9686
36,0.9742
37,0.9714
38,0.9737
39,0.9748
40,0.9755
41,0.9767
42,0.9754
43,0.9712
44,0.9763
45,0.9729
46,0.9725
47,0.9697
48,0.9699
49,0.9705
50,0.9708
51,0.9744
52,0.9733
53,0.9750
54,0.9733
55,0.9739
56,0.9737
57,0.9740
58,0.9793
59,0.9791
60,0.9791
61,0.9825
