iteration,coverage,redundancy,affinity,time
0,0.927079,0.358994,1.426664,0.169417
1,0.920309,0.305803,1.378731,0.701567
2,0.881238,0.412573,1.556409,1.152867
3,0.870986,0.405803,1.602487,1.501427
4,0.889168,0.395358,1.614531,1.855030
5,0.916248,0.387814,1.624446,2.218769
6,0.937331,0.376983,1.632068,2.684712
7,0.871373,0.370793,1.685905,3.136845
8,0.968085,0.617021,1.913287,3.527245
9,0.983366,0.610058,1.887293,4.026817
10,0.984333,0.598066,1.870702,4.629891
11,0.981431,0.583172,1.848640,5.228976
12,0.977563,0.577563,1.846260,5.838838
13,0.976789,0.586074,1.859208,6.469300
14,0.980851,0.588781,1.866299,7.078487
15,0.979884,0.607544,1.889657,7.682010
16,0.981431,0.611025,1.910918,8.291881
17,0.982205,0.626886,1.941512,8.909935
18,0.983172,0.636364,1.968129,9.543253
19,0.985687,0.651644,1.987637,10.161361
20,0.987427,0.662282,2.004701,10.799046
21,0.987041,0.674855,2.022144,11.431262
22,0.987621,0.694004,2.049550,12.100582
23,0.988201,0.709284,2.067136,12.737525
24,0.990135,0.723017,2.086540,13.378781
