Timestep,CoverageScore
0,0.4565
1,0.3474
2,0.3034
3,0.3360
4,0.3896
5,0.4230
6,0.4239
7,0.3764
8,0.3316
9,0.3342
10,0.3175
11,0.3087
12,0.3615
13,0.3826
14,0.4002
15,0.3879
16,0.3527
17,0.3456
18,0.3272
19,0.3395
20,0.3536
21,0.3553
22,0.3712
23,0.3307
24,0.3386
25,0.3465
26,0.3588
27,0.3404
28,0.3316
29,0.3720
30,0.6711
31,0.5690
32,0.5875
33,0.4978
34,0.4987
35,0.5075
36,0.5303
37,0.5664
38,0.6086
39,0.6702
40,0.7062
41,0.6992
42,0.6851
43,0.6711
44,0.6359
45,0.6429
46,0.6192
47,0.6262
48,0.6218
49,0.6245
50,0.6420
51,0.6517
52,0.6526
53,0.6781
54,0.6781
55,0.6675
56,0.6799
57,0.6711
58,0.6746
59,0.6807
60,0.6913
61,0.6983
62,0.6807
63,0.6429
64,0.6157
65,0.6139
66,0.6332
67,0.6526
68,0.6588
69,0.6702
70,0.6649
71,0.6649
72,0.6719
73,0.6781
74,0.6711
75,0.6728
76,0.6640
77,0.6218
78,0.6157
79,0.6104
80,0.6280
81,0.6552
82,0.6658
83,0.6491
84,0.6570
85,0.6438
86,0.6561
87,0.6385
88,0.6420
89,0.6570
90,0.6456
91,0.7590
92,0.7872
93,0.9129
94,0.9411
95,0.9420
96,0.9411
97,0.9332
98,0.9191
99,0.9217
100,0.9173
101,0.9208
102,0.9217
103,0.9173
104,0.9024
105,0.8848
106,0.8663
107,0.8487
108,0.8452
109,0.8434
110,0.8294
111,0.8329
112,0.8399
113,0.8373
114,0.8391
115,0.8487
116,0.8470
117,0.8443
118,0.8347
119,0.8487
120,0.8487
121,0.8522
122,0.8593
123,0.8531
124,0.8540
125,0.8654
126,0.8619
127,0.8663
128,0.8628
129,0.8610
130,0.8646
131,0.8681
132,0.8734
133,0.8769
134,0.8909
135,0.8874
136,0.8909
137,0.8953
138,0.8918
139,0.8901
140,0.8839
141,0.8813
142,0.8874
143,0.9349
144,0.9648
145,0.9727
146,0.9736
147,0.9815
148,0.9789
149,0.9789
150,0.9771
151,0.9727
152,0.9683
153,0.9675
154,0.9683
155,0.9657
156,0.9657
157,0.9727
158,0.9754
159,0.9754
160,0.9745
161,0.9727
162,0.9736
163,0.9727
164,0.9763
165,0.9745
166,0.9736
167,0.9745
168,0.9745
169,0.9710
170,0.9736
171,0.9727
172,0.9683
173,0.9692
174,0.9727
175,0.9727
176,0.9727
177,0.9701
178,0.9657
179,0.9683
180,0.9745
181,0.9763
182,0.9736
183,0.9824
184,0.9798
185,0.9894
186,0.9921
187,0.9956
