iteration,coverage,redundancy,affinity,time
0,0.456464,0.000000,1.000000,0.084113
1,0.347405,0.000000,1.000000,0.255690
2,0.303430,0.000000,1.000000,0.362705
3,0.335972,0.000000,1.000000,0.467484
4,0.389622,0.000000,1.000000,0.572750
5,0.423043,0.000000,1.000000,0.680331
6,0.423923,0.000000,1.000000,0.787319
7,0.376429,0.000000,1.000000,0.893067
8,0.331574,0.000000,1.000000,1.000231
9,0.334213,0.000000,1.000000,1.106949
10,0.317502,0.000000,1.000000,1.213656
11,0.308707,0.000000,1.000000,1.321446
12,0.361478,0.000000,1.000000,1.428972
13,0.382586,0.000000,1.000000,1.537747
14,0.400176,0.000000,1.000000,1.645773
15,0.387863,0.000000,1.000000,1.754660
16,0.352682,0.000000,1.000000,1.863511
17,0.345646,0.000000,1.000000,1.973060
18,0.327177,0.000000,1.000000,2.081740
19,0.339490,0.000000,1.000000,2.191418
20,0.353562,0.000000,1.000000,2.301089
21,0.355321,0.000000,1.000000,2.410775
22,0.371152,0.000000,1.000000,2.521453
23,0.330695,0.000000,1.000000,2.632626
24,0.338610,0.000000,1.000000,2.743775
25,0.346526,0.000000,1.000000,2.857333
26,0.358839,0.000000,1.000000,2.968671
27,0.340369,0.000000,1.000000,3.080124
28,0.331574,0.000000,1.000000,3.191917
29,0.372032,0.000000,1.000000,3.304581
30,0.671064,0.028144,1.041940,3.424077
31,0.569041,0.014952,1.026275,3.555436
32,0.587511,0.013193,1.022455,3.687754
33,0.497801,0.007036,1.014134,3.820850
34,0.498681,0.005277,1.010582,3.953996
35,0.507476,0.007916,1.015598,4.087857
36,0.530343,0.013193,1.024876,4.222308
37,0.566403,0.021988,1.038820,4.357095
38,0.608619,0.030783,1.050578,4.493163
39,0.670185,0.037819,1.056430,4.629738
40,0.706245,0.036939,1.052304,4.766912
41,0.699208,0.029903,1.042767,4.905732
42,0.685136,0.030783,1.044929,5.043964
43,0.671064,0.029024,1.043250,5.182739
44,0.635884,0.031662,1.049793,5.323424
45,0.642920,0.035180,1.054720,5.463371
46,0.619173,0.029024,1.046875,5.605981
47,0.626209,0.024626,1.039326,5.747773
48,0.621812,0.023747,1.038190,5.891575
49,0.624450,0.020229,1.032394,6.035240
50,0.642040,0.025506,1.039726,6.180335
51,0.651715,0.025506,1.039136,6.324341
52,0.652595,0.030783,1.047170,6.468414
53,0.678100,0.030783,1.045396,6.613587
54,0.678100,0.030783,1.045396,6.759053
55,0.667546,0.031662,1.047431,6.905146
56,0.679859,0.034301,1.050453,7.051385
57,0.671064,0.030783,1.045872,7.198911
58,0.674582,0.035180,1.052151,7.347414
59,0.680739,0.032542,1.047804,7.496337
60,0.691293,0.029024,1.041985,7.645806
61,0.698329,0.027265,1.039043,7.795308
62,0.680739,0.028144,1.041344,7.945892
63,0.642920,0.033421,1.051984,8.096629
64,0.615655,0.031662,1.051429,8.249030
65,0.613896,0.031662,1.051576,8.406067
66,0.633245,0.029903,1.047222,8.560937
67,0.652595,0.026385,1.040431,8.714589
68,0.658751,0.028144,1.042724,9.419223
69,0.670185,0.028144,1.041995,9.573301
70,0.664908,0.031662,1.047619,9.728494
71,0.664908,0.031662,1.047619,9.881927
72,0.671944,0.029024,1.043194,10.037001
73,0.678100,0.030783,1.045396,10.193003
74,0.671064,0.033421,1.049803,10.349821
75,0.672823,0.031662,1.047059,10.506727
