iteration,coverage,redundancy,affinity,time
0,0.893819,0.467299,1.643902,0.170919
1,0.912798,0.446012,1.593144,0.596027
2,0.921775,0.446012,1.580412,1.025304
3,0.924853,0.457553,1.599279,1.456920
4,0.932547,0.454476,1.591859,1.890930
5,0.933060,0.463196,1.608026,2.327604
6,0.931008,0.466786,1.619008,2.771814
7,0.931008,0.478841,1.633333,3.211561
8,0.956143,0.641190,1.964056,3.684718
9,0.960246,0.643498,1.943910,4.161739
10,0.961272,0.627597,1.875667,4.635867
11,0.974352,0.621954,1.826007,5.113498
12,0.960759,0.591177,1.779765,5.587976
13,0.970505,0.594511,1.772199,6.063509
14,0.976661,0.590408,1.759979,6.539139
15,0.975635,0.587587,1.755521,7.087946
16,0.972814,0.581944,1.746375,7.635008
17,0.969992,0.581944,1.751719,8.116929
18,0.961016,0.584252,1.760875,8.596737
19,0.958451,0.580662,1.755954,9.081516
20,0.959477,0.579123,1.764501,9.564544
21,0.961016,0.602206,1.811849,10.052814
22,0.964863,0.612465,1.836789,10.541944
23,0.964093,0.619133,1.866720,11.035538
24,0.963580,0.616825,1.877030,11.527935
25,0.968453,0.625032,1.883739,12.026007
26,0.967940,0.617594,1.875199,12.521944
27,0.968966,0.608618,1.858920,13.019335
28,0.967171,0.599384,1.839035,13.518724
29,0.968197,0.601180,1.836026,14.014755
30,0.968197,0.591947,1.813775,14.514096
31,0.967684,0.586304,1.803870,15.013174
32,0.967171,0.576302,1.788915,15.513994
33,0.965889,0.571942,1.777217,16.015274
34,0.963067,0.569890,1.773103,16.520491
35,0.963837,0.564247,1.756253,17.025489
36,0.973583,0.719928,2.110379,17.559495
37,0.975122,0.728905,2.138874,18.110631
38,0.977174,0.696076,2.149081,18.738032
39,0.977687,0.692998,2.163169,19.371028
40,0.976148,0.690946,2.164740,20.007064
41,0.980508,0.701205,2.172116,20.652074
42,0.985381,0.710695,2.181936,21.298490
43,0.988459,0.707874,2.176700,21.931820
44,0.988202,0.710695,2.177264,22.574194
45,0.991793,0.702488,2.161365,23.221725
