x,y,z
387.861,27.2513,-93.9198
71.707,-71.2071,387.024
-63.7177,32.7221,-393.534
236.024,227.339,229.368
-87.4041,327.546,-212.307
-277.496,-207.281,-200.077
-141.777,-25.3842,-373.169
