Timestep,CoverageScore
0,0.8123
1,0.8266
2,0.8365
3,0.8462
4,0.8573
5,0.8613
6,0.8662
7,0.8743
8,0.9011
9,0.9133
10,0.9222
11,0.9263
12,0.9343
13,0.9385
14,0.9408
15,0.9405
16,0.9428
17,0.9438
18,0.9445
19,0.9445
20,0.9426
21,0.9434
22,0.9405
23,0.9389
24,0.9393
25,0.9374
26,0.9317
27,0.9304
28,0.9333
29,0.9306
30,0.9488
31,0.9498
32,0.9457
33,0.9389
34,0.9391
35,0.9397
36,0.9401
37,0.9426
38,0.9385
39,0.9379
40,0.9358
41,0.9337
42,0.9335
43,0.9341
44,0.9362
45,0.9368
46,0.9358
47,0.9370
48,0.9364
49,0.9346
50,0.9335
51,0.9343
52,0.9447
53,0.9511
54,0.9562
55,0.9544
56,0.9519
57,0.9523
58,0.9527
59,0.9490
60,0.9511
61,0.9538
62,0.9527
63,0.9558
64,0.9597
65,0.9635
66,0.9641
67,0.9655
68,0.9666
69,0.9674
70,0.9680
71,0.9680
72,0.9684
73,0.9701
74,0.9711
75,0.9715
76,0.9728
77,0.9725
78,0.9725
79,0.9709
80,0.9744
81,0.9657
82,0.9655
83,0.9668
84,0.9657
85,0.9688
86,0.9717
87,0.9740
88,0.9736
89,0.9732
90,0.9750
91,0.9754
92,0.9736
93,0.9761
94,0.9746
95,0.9758
96,0.9765
97,0.9785
98,0.9767
99,0.9791
100,0.9802
