strategy,n_seeds,final_coverage_mean,final_coverage_std,final_redundancy_mean,final_redundancy_std,final_affinity_mean,final_affinity_std,num_viewpoints_mean,num_viewpoints_std,num_iterations_mean,num_iterations_std,simulation_time_mean,simulation_time_std,coverage_auc_mean,coverage_auc_std,redundancy_auc_mean,redundancy_auc_std,affinity_auc_mean,affinity_auc_std
greedy,1,0.9998,0.0,0.9468,0.0,2.9514,0.0,7.0,0.0,7.0,0.0,16.9404,0.0,12.8176,0.0,7.1706,0.0,24.9617,0.0
