Timestep,CoverageScore
0,0.8894
1,0.8890
2,0.8935
3,0.8982
4,0.8980
5,0.8935
6,0.8969
7,0.8978
8,0.9437
9,0.9448
10,0.9437
11,0.9423
12,0.9403
13,0.9401
14,0.9399
15,0.9365
16,0.9345
17,0.9309
18,0.9294
19,0.9244
20,0.9255
21,0.9246
22,0.9221
23,0.9221
24,0.9231
25,0.9227
26,0.9208
27,0.9201
28,0.9214
29,0.9212
30,0.9429
31,0.9476
32,0.9539
33,0.9590
34,0.9631
35,0.9629
36,0.9644
37,0.9644
38,0.9654
39,0.9659
40,0.9654
41,0.9667
42,0.9663
43,0.9654
44,0.9661
45,0.9659
46,0.9656
47,0.9657
48,0.9667
49,0.9665
50,0.9661
51,0.9657
52,0.9665
53,0.9671
54,0.9665
55,0.9663
56,0.9656
57,0.9667
58,0.9820
