x,y,z
123.312,-347.576,154.872
-93.5095,-291.466,-257.495
209.972,310.033,140.682
-113.363,305.488,-232.005
-334.257,-218.93,18.4851
355.573,45.0527,-177.589
-244.627,-1.60551,316.473
78.7597,346.671,-183.347
