Timestep,CoverageScore
0,0.9369
1,0.9479
2,0.9469
3,0.9490
4,0.9496
5,0.9504
6,0.9521
7,0.9511
8,0.9654
9,0.9673
10,0.9686
11,0.9704
12,0.9719
13,0.9750
14,0.9773
15,0.9719
16,0.9738
17,0.9754
18,0.9779
19,0.9748
20,0.9752
21,0.9750
22,0.9746
23,0.9727
24,0.9744
25,0.9742
26,0.9733
27,0.9725
28,0.9704
29,0.9715
30,0.9729
31,0.9731
32,0.9713
33,0.9750
34,0.9752
35,0.9769
36,0.9790
37,0.9804
38,0.9798
39,0.9781
40,0.9796
41,0.9798
42,0.9806
43,0.9821
44,0.9829
45,0.9823
46,0.9806
47,0.9798
48,0.9804
49,0.9817
50,0.9796
51,0.9808
52,0.9817
53,0.9815
54,0.9813
55,0.9813
56,0.9802
57,0.9800
58,0.9794
59,0.9811
60,0.9825
61,0.9823
62,0.9821
63,0.9817
64,0.9858
65,0.9858
66,0.9861
67,0.9852
68,0.9842
69,0.9838
70,0.9833
71,0.9842
72,0.9844
73,0.9844
74,0.9840
75,0.9842
76,0.9844
77,0.9844
78,0.9854
79,0.9852
80,0.9871
81,0.9867
82,0.9867
83,0.9846
84,0.9852
85,0.9852
86,0.9846
87,0.9848
88,0.9850
89,0.9852
90,0.9850
91,0.9854
92,0.9865
93,0.9856
94,0.9858
95,0.9850
96,0.9858
97,0.9854
98,0.9896
99,0.9904
