step,N,grid_size,k_attr,k_rep,sigma_rep,amp_rep,eta,min_spacing,mean_spacing,max_spacing,mean_force_norm,max_force_norm,mean_potential,var_potential,mean_need,max_need,lambda_max_real,lambda_min_real,spectral_radius_I_plus_etaJ,continuous_stable,discrete_stable,num_eig_pos_real
0,10,100.0,10.0,0.25,20.0,300.0,0.02,6.139581661905237,39.85549827742256,60.902953507863614,280.02941488004296,508.22603925009054,11.22201153372814,254.64237296494636,0.3010848130837252,1.0,21.6687207237626,-54.0571643507268,1.433374414475252,False,False,6
1,10,100.0,10.0,0.25,20.0,300.0,0.02,9.705564248228155,41.03611795422412,65.45484713590275,193.94791492177447,327.9616386043352,6.962325107636368,168.26674965565712,0.19001204169337346,0.9999929666519165,1764.2681491681092,-43.44972838659079,36.285362983362184,False,False,5
2,10,100.0,10.0,0.25,20.0,300.0,0.02,13.78719358906629,41.62783777355922,64.7199138934937,110.53985959313313,211.43358770167234,4.6736069293255875,110.24691327110133,0.12885452076583787,0.9991287589073181,5.116230029947268,-50.034395110199114,1.1023246005989453,False,False,5
3,10,100.0,10.0,0.25,20.0,300.0,0.02,17.441015597236778,41.719831621797596,65.04612655987656,74.5104392114851,178.27464538653302,3.8246864786747277,90.05906918715402,0.10594047124913045,0.9974854588508606,4.387942352769614,-45.82385227012941,1.0877588470553923,False,False,4
4,10,100.0,10.0,0.25,20.0,300.0,0.02,20.54003190001171,41.84684191791399,66.20283073976611,54.65026023211171,143.41457560686675,3.3453867826598165,77.74079963952624,0.09293030328447235,0.9970503449440002,3.7917572091868967,-42.59728517720863,1.0758378567893565,False,False,4
5,10,100.0,10.0,0.25,20.0,300.0,0.02,20.280820287942447,41.87879326442424,66.85978242037136,43.26412807612665,112.43936837094199,3.0074010226203427,68.46684473108257,0.08370464454947937,0.9957823157310486,3.563285430164493,-43.45046471543688,1.07126570860329,False,False,4
6,10,100.0,10.0,0.25,20.0,300.0,0.02,20.176995372947108,41.833370853543606,67.44652379090533,33.68065378999001,79.67717657815572,2.7357518092285367,60.72773453630768,0.0762629127090715,0.9946110248565674,3.4141484785912803,-44.234510515939846,1.0682834863840338,False,False,3
7,10,100.0,10.0,0.25,20.0,300.0,0.02,20.083315164345112,41.76733280723974,67.64543411544409,26.662763875884707,58.94099034979431,2.5144312034610636,54.66458860796124,0.0701752344889861,0.9941271543502808,3.435671760647006,-44.18469934310386,1.0687134352129402,False,False,3
8,10,100.0,10.0,0.25,20.0,300.0,0.02,20.231528164707324,41.68938416136242,67.02754296323839,21.5280801362733,41.95528193860255,2.3561025335957995,49.884756974249555,0.06580611514279021,0.9932705163955688,3.4781892290377385,-44.90052486348368,1.0695637845807549,False,False,3
9,10,100.0,10.0,0.25,20.0,300.0,0.02,20.416950037433498,41.64982830635663,66.64017148785628,18.19826414542088,29.379226509768372,2.219884426096024,45.63814840428878,0.06202138041364887,0.9918105602264404,3.4795015456197853,-44.13935411812218,1.0695900309123958,False,False,3
10,10,100.0,10.0,0.25,20.0,300.0,0.02,20.052144954414473,41.63235048442128,66.39899632550058,15.667998703568651,27.955860045267492,2.081296499321538,41.72085550957769,0.05815990772170222,0.9907397627830505,3.3810538201352816,-44.10384818269064,1.0676210764027056,False,False,3
11,10,100.0,10.0,0.25,20.0,300.0,0.02,19.8640409676888,41.63036666418505,66.71630052195778,13.730383266527502,25.954831885362236,1.9460004529337973,38.177783745440344,0.05438209309256133,0.9887604713439941,3.262241565967636,-45.758734958340604,1.0652448313193528,False,False,3
12,10,100.0,10.0,0.25,20.0,300.0,0.02,19.77669089544988,41.631090678879204,67.1626268398224,12.721010720050753,24.445729713949714,1.8166369880783197,35.057808589332204,0.050766515336984085,0.9866946339607239,3.2242659819286232,-44.183073674044,1.0644853196385724,False,False,3
13,10,100.0,10.0,0.25,20.0,300.0,0.02,19.780180227633902,41.628870537443106,67.03649516359653,11.478501386421708,22.601275901178067,1.6998842969520824,32.37055398504332,0.04750042546533455,0.9844540357589722,3.169624090493988,-43.64855773308941,1.0633924818098797,False,False,3
14,10,100.0,10.0,0.25,20.0,300.0,0.02,19.853908307369966,41.630410572113625,66.91345027435942,11.382048969696854,23.062831266182307,1.5960186547754973,30.0328565497773,0.04459496678996535,0.9824041724205017,3.018861249789951,-43.28867262533152,1.060377224995799,False,False,3
15,10,100.0,10.0,0.25,20.0,300.0,0.02,20.00914337349658,41.636283106105296,66.77884124197647,10.023940982424909,22.137147092889393,1.5000538684553506,27.949058448139496,0.04191238474062515,0.9793596863746643,2.9717806206617463,-42.596807681694266,1.059435612413235,False,False,3
16,10,100.0,10.0,0.25,20.0,300.0,0.02,20.159856620901657,41.64009266178885,67.0642997670023,9.089664090822504,19.92483745480996,1.420283831895699,26.28185790635812,0.03968228617635184,0.9773326516151428,2.8628246565057593,-42.06724375540389,1.0572564931301152,False,False,3
17,10,100.0,10.0,0.25,20.0,300.0,0.02,20.341297291517858,41.64774610243366,67.33294078152416,8.796253587539367,19.20868978020543,1.356422281323832,24.913466090706567,0.03789660403463518,0.9742617011070251,2.7652660391441644,-41.64627613185201,1.0553053207828833,False,False,3
18,10,100.0,10.0,0.25,20.0,300.0,0.02,20.51293267921851,41.65464665802064,67.58548721630869,8.154335089448038,17.853805403613038,1.3003699430212563,23.724202315842135,0.0363298173896249,0.9718683362007141,2.7025196681215045,-41.235987375158494,1.0540503933624301,False,False,3
19,10,100.0,10.0,0.25,20.0,300.0,0.02,20.67477250911259,41.66110448266504,67.82547771695502,7.51535356819745,16.679300155466883,1.2517378627005962,22.692417444769568,0.034970407179564775,0.9702497720718384,2.604992748697415,-41.17161709021234,1.0520998549739482,False,False,3
20,10,100.0,10.0,0.25,20.0,300.0,0.02,20.82689115022968,41.66979580859297,68.05291931331412,7.232035639445591,17.985358086789464,1.2087196571783119,21.79081698870634,0.03376802433389519,0.9681533575057983,2.583174738698595,-40.84300536706525,1.0516634947739718,False,False,3
21,10,100.0,10.0,0.25,20.0,300.0,0.02,20.96879318435941,41.67673300919093,68.27189041692048,6.820269702520231,16.283270615565083,1.168829313945213,20.984548794892586,0.032653886867430926,0.9656389951705933,2.499325166090551,-40.966915739141456,1.049986503321811,False,False,2
22,10,100.0,10.0,0.25,20.0,300.0,0.02,21.101398822028994,41.68285381325644,68.47697957469504,6.354626178736986,14.797714127860408,1.1327829998419,20.263115467136206,0.031647027284667645,0.9625779390335083,2.4691585445331055,-40.82338307870178,1.049383170890662,False,False,2
23,10,100.0,10.0,0.25,20.0,300.0,0.02,21.224827075715563,41.68943848850329,68.69387461357447,6.156611621250329,13.507076142239393,1.100444511412867,19.629212416481543,0.030743769433644104,0.9591146111488342,2.4128723285115865,-40.92959768782078,1.0482574465702317,False,False,2
24,10,100.0,10.0,0.25,20.0,300.0,0.02,21.382613491460443,41.69876132886596,68.8918959415538,6.222486441787722,14.504836990318195,1.0712664023269545,19.082911541647142,0.029929057336741238,0.9558792114257812,2.324030981915128,-40.63330399079369,1.0464806196383025,False,False,2
25,10,100.0,10.0,0.25,20.0,300.0,0.02,21.527063130354026,41.7060533423898,69.07213668675435,5.863098121047669,12.91052527914487,1.0445487093984416,18.59032584690239,0.029183445704356596,0.9529430866241455,2.276303484447861,-40.403369570795405,1.0455260696889572,False,False,2
26,10,100.0,10.0,0.25,20.0,300.0,0.02,21.657257919607783,41.7119233389018,69.23909109356883,5.498422202444784,12.015819162654168,1.0202083084216658,18.1490386468518,0.028503996739153065,0.9495806694030762,2.1967749722026673,-40.70793471302033,1.0439354994440533,False,False,2
27,10,100.0,10.0,0.25,20.0,300.0,0.02,21.772296354467905,41.715181017679,69.39476589613619,5.205606647885855,11.376076584059414,0.9981353920062982,17.748533252912452,0.027887811862822763,0.9457700848579407,2.165407809494505,-40.508984623294445,1.04330815618989,False,False,2
28,10,100.0,10.0,0.25,20.0,300.0,0.02,21.878880768249843,41.713881351027446,69.54298419662754,4.8837992982763705,10.747981358652535,0.9783636826456844,17.376967708725765,0.02733585873838224,0.9415088891983032,2.103570055231886,-40.3661189238678,1.0420714011046377,False,False,2
29,10,100.0,10.0,0.25,20.0,300.0,0.02,21.978418237117992,41.712454820168816,69.68557735301997,4.701030870384215,10.620482504284231,0.9602870158223664,17.028579740966695,0.026831143188461488,0.93816077709198,2.0196198474574936,-40.221222133968155,1.04039239694915,False,False,2
30,10,100.0,10.0,0.25,20.0,300.0,0.02,22.07125408800112,41.711047966753036,69.83047207826473,4.670609837937748,9.993982442724281,0.9432119115715976,16.697693803168075,0.026354445568289628,0.9342682361602783,1.969693355259863,-40.34041950725554,1.0393938671051972,False,False,2
31,10,100.0,10.0,0.25,20.0,300.0,0.02,22.205826334454844,41.711658008172265,69.98567617004426,4.777734348654269,9.431248130652373,0.9261054762468766,16.37406963756928,0.025877171782099247,0.9299852252006531,1.9018832724207886,-40.58184456229516,1.0380376654484158,False,False,2
32,10,100.0,10.0,0.25,20.0,300.0,0.02,22.327116905076608,41.71008248994217,70.0595130221425,4.612851589156754,8.962530397887832,0.9103121721851926,16.07403329814574,0.025436216922430505,0.9256002902984619,1.8720512007006835,-40.39223552913462,1.0374410240140137,False,False,2
33,10,100.0,10.0,0.25,20.0,300.0,0.02,22.437925932423123,41.707005751039645,70.0796787869084,4.470409009808195,8.522616028811035,0.8951443405764218,15.776715080449756,0.025012706306504116,0.9222686886787415,1.8094366536410529,-40.96481392941182,1.036188733072821,False,False,2
34,10,100.0,10.0,0.25,20.0,300.0,0.02,22.540502864843234,41.70364772130487,70.08648582564902,4.422312019449292,8.147158844480325,0.8804908356033647,15.484457639531122,0.024603440846517183,0.9216698408126831,1.7692739954975354,-41.14330838202966,1.0353854799099507,False,False,2
35,10,100.0,10.0,0.25,20.0,300.0,0.02,22.636693699275828,41.69951656115583,70.11395447989953,4.755102188418442,8.005357593003163,0.8647652251007204,15.183175439077456,0.024164494108925356,0.9210420846939087,1.6955607878692442,-41.685551401668334,1.0339112157573849,False,False,2
36,10,100.0,10.0,0.25,20.0,300.0,0.02,22.727643703266384,41.695480560816954,70.12992670302648,4.654001510245773,7.921560447089015,0.8503804161712495,14.895603064043266,0.023762891620328217,0.9202859997749329,1.6455126574367749,-42.15179965436536,1.0329102531487355,False,False,2
37,10,100.0,10.0,0.25,20.0,300.0,0.02,22.814695381484505,41.691493134979524,70.13904277743293,4.583376062212352,7.7095011718968065,0.8358218766601391,14.607670149720848,0.02335650819009108,0.9195308089256287,1.5994873941110155,-42.66582265395809,1.0319897478822204,False,False,2
38,10,100.0,10.0,0.25,20.0,300.0,0.02,22.898734694984746,41.68760632223079,70.14310033479889,4.530318606783402,7.45183470571905,0.821233838316065,14.3177287185839,0.022949290871587192,0.9187120795249939,1.5366183186510287,-42.968096756501396,1.0307323663730206,False,False,2
39,10,100.0,10.0,0.25,20.0,300.0,0.02,22.979531968455028,41.68383144574352,70.14279128359543,4.50094085783696,7.29861856914242,0.8067551161684583,14.024473205221813,0.022545128173798848,0.9178211688995361,1.5235119807922697,-43.37613358397244,1.0304702396158454,False,False,2
40,10,100.0,10.0,0.25,20.0,300.0,0.02,23.108885194872137,41.68226667039186,70.13796209756211,4.634909059308784,8.866936668310476,0.7925092016376312,13.726060891999884,0.02214735477726642,0.916840672492981,1.4995502269887142,-42.815263486577955,1.0299910045397742,False,False,2
41,10,100.0,10.0,0.25,20.0,300.0,0.02,23.229520885107416,41.68076530192127,70.12876550430215,4.606611839198232,8.58411624515311,0.7782239867435106,13.428231333941465,0.021748372950203758,0.9158147573471069,1.475739321479165,-42.49210240698196,1.0295147864295833,False,False,2
42,10,100.0,10.0,0.25,20.0,300.0,0.02,23.34316392107302,41.67815996903663,70.06115084657597,4.610447555589516,8.3617897459129,0.76345457889618,13.12268083827342,0.02133591783916493,0.9147154092788696,1.466186388579776,-42.265144324741414,1.0293237277715954,False,False,2
43,10,100.0,10.0,0.25,20.0,300.0,0.02,23.451106133558508,41.6751970877685,69.96813070582755,4.550474794845636,8.17630274740443,0.7485259673333904,12.80792830784599,0.020919000119817278,0.9134232997894287,1.4545706726517205,-41.998758212346246,1.0290914134530345,False,False,2
44,10,100.0,10.0,0.25,20.0,300.0,0.02,23.55587989513307,41.67253628444027,69.87678836444405,4.535283595282677,8.01552484956436,0.7331549120470024,12.48597575925311,0.020489715799336256,0.9121270179748535,1.4365294790965693,-41.786332425926545,1.0287305895819314,False,False,2
45,10,100.0,10.0,0.25,20.0,300.0,0.02,23.658230371355334,41.670256636559245,69.78695158287006,4.519311683507253,7.855480013010735,0.7174460326872774,12.158434168926322,0.020050951313493274,0.9106024503707886,1.43821303202393,-41.3544889717605,1.0287642606404785,False,False,2
46,10,100.0,10.0,0.25,20.0,300.0,0.02,23.7589987263184,41.66738617573893,69.6983924258388,4.653230191835709,7.7230324921538385,0.701682917317298,11.826314214947454,0.01961070018651046,0.9088290333747864,1.4175857566299028,-41.191641450266985,1.028351715132598,False,False,2
47,10,100.0,10.0,0.25,20.0,300.0,0.02,23.859617245974892,41.665213301853626,69.60963151616613,4.6356005383600145,7.608653867808162,0.6854816276832424,11.483672119830597,0.019158236676966454,0.9067458510398865,1.4115294144084443,-41.38611889954322,1.0282305882881688,False,False,2
