step,N,grid_size,k_attr,k_rep,sigma_rep,amp_rep,eta,min_spacing,mean_spacing,max_spacing,mean_force_norm,max_force_norm,mean_potential,var_potential,mean_need,max_need,lambda_max_real,lambda_min_real,spectral_radius_I_plus_etaJ,continuous_stable,discrete_stable,num_eig_pos_real
0,4,100.0,10.0,0.25,20.0,300.0,0.02,31.047533487062967,44.55049597337873,60.002470620270216,351.6690490297901,506.9404519484816,8.549011549776885,47.60834816247307,0.5767594873284766,1.0,-3.1167012390174498,-63.41178738714688,0.937665975219651,True,True,0
1,4,100.0,10.0,0.25,20.0,300.0,0.02,37.01841152457633,45.71276104856421,59.00549254537653,192.54402906323412,231.2190518238336,7.6048189618194595,45.97849159281813,0.518942790429653,1.0,-4.353471339364111,-65.30453635121793,0.9129305732127178,True,True,0
2,4,100.0,10.0,0.25,20.0,300.0,0.02,41.0892507453365,47.075180258676546,56.06460766788816,157.77614489961869,247.8727960303426,7.242059992976334,44.918617157481584,0.49652715275644876,1.0,-2.650682331897629,-72.76736644837757,0.9469863533620474,True,True,0
3,4,100.0,10.0,0.25,20.0,300.0,0.02,46.74481428005847,49.07085725691028,53.39915794908286,158.91298938196897,277.16778707430444,7.144310368585863,42.68303621724014,0.4932110050766718,1.0,-3.8994803260794577,-72.23444811927052,0.9220103934784109,True,True,0
4,4,100.0,10.0,0.25,20.0,300.0,0.02,49.42046050298785,50.9045773434323,52.01804441826145,123.34336978014494,184.36103769878747,7.099466476388799,41.554254853947214,0.49321100509501464,0.9999999403953552,-7.223250767786188,-71.94781460389603,0.8555349846442762,True,True,0
5,4,100.0,10.0,0.25,20.0,300.0,0.02,50.27973173082857,52.19689315499417,54.87824051948995,86.01593593201166,122.27514384523622,7.077276873011334,41.19116327142485,0.4932110051941259,0.9999995827674866,-7.560900723307601,-71.36692430506734,0.848781985533848,True,True,0
6,4,100.0,10.0,0.25,20.0,300.0,0.02,50.36717185053866,52.97030977794469,57.34027844955237,61.126147174829335,75.42695769128467,7.067213978094517,41.041043046724354,0.4932110052389543,0.9999991655349731,-7.165748839257623,-71.06457120332254,0.8566850232148475,True,True,0
7,4,100.0,10.0,0.25,20.0,300.0,0.02,50.2120361945626,53.458585357221715,59.216518474256524,47.85018271088849,55.49068093174646,7.06190237772755,40.965354498893184,0.49321100532993667,0.999998927116394,-6.892311272045215,-70.93651439691793,0.8621537745590957,True,True,0
8,4,100.0,10.0,0.25,20.0,300.0,0.02,50.082286559040355,53.85330852618625,60.82218218474976,42.62986778812447,48.522823670508146,7.058538888778817,40.91864301107,0.4932110050835999,0.9999988675117493,-6.741207548933252,-70.83974867889782,0.8651758490213349,True,True,0
9,4,100.0,10.0,0.25,20.0,300.0,0.02,49.99832480120447,54.19742715156493,62.14198663629518,35.95736985160609,40.507384832242934,7.056108958188546,40.88533593510696,0.49321100520480304,0.9999988675117493,-6.621843479441597,-70.79391046547431,0.8675631304111681,True,True,0
