gamma,k_attr,k_rep,lambda_max_real_median,lambda_max_real_mean,lambda_max_real_min,lambda_max_real_max,frac_cts_stable_tail,spectral_radius_median,spectral_radius_mean,spectral_radius_max,frac_disc_stable_tail,min_spacing_tail_mean,min_spacing_tail_min
0.001,0.00025,0.25,-0.00020583443466143164,-0.00020587351111471864,-0.0002069782404059554,-0.00020491966682519553,1.0,0.9999958833113067,0.9999958825297779,0.9999959016066635,1.0,42.535361225496516,42.27535418265566
0.0011497569953977356,0.0002874392488494339,0.25,-0.0002366543990692683,-0.00023669956403821546,-0.0002379679875149394,-0.00023560435529294623,1.0,0.9999952669120187,0.9999952660087194,0.9999952879128942,1.0,42.53633045040692,42.27627828655559
0.0013219411484660286,0.00033048528711650716,0.25,-0.0002720887083139978,-0.0002721404751512349,-0.0002735968628009458,-0.0002708835414526987,1.0,0.9999945582258337,0.999994557190497,0.9999945823291709,1.0,42.537441940051956,42.277337578761546
0.0015199110829529332,0.0003799777707382333,0.25,-0.00031276324816624946,0.0007739369444411949,-0.00031456039055376806,0.05402691758613489,0.98,0.9999937447350367,1.0000154787388889,1.0010805383517227,0.98,42.53871886080267,42.278553883737096
0.001747528400007683,0.00043688210000192073,0.25,-0.000359662785134036,-0.0003597313917175756,-0.0003616541648072278,-0.0003580741901623803,1.0,0.9999928067442974,0.9999928053721657,0.9999928385161968,1.0,42.540183489233165,42.27995014521676
0.002009233002565048,0.000502308250641262,0.25,-0.000413522323249506,-0.0004136007637895996,-0.0004158110888813175,-0.00041169364111632705,1.0,0.999991729553535,0.9999917279847242,0.9999917661271777,1.0,42.540418973054855,42.28012016113843
0.0023101297000831605,0.0005775324250207901,0.25,-0.00047542768185385474,-0.0004755200919254114,-0.00047805700108676283,-0.0004733320647933564,1.0,0.9999904914463629,0.9999904895981615,0.9999905333587041,1.0,42.54235365577105,42.28196458828062
0.0026560877829466868,0.0006640219457366717,0.25,-0.0005466003902149146,-0.0005466686546050929,-0.0005496186857646403,-0.0005423125853863413,1.0,0.9999890679921957,0.999989066626908,0.9999891537482922,1.0,42.54457864142134,42.284088471824646
0.0030538555088334154,0.0007634638772083538,0.25,-0.0006284230598504871,-0.0006285009664409091,-0.0006318828843234047,-0.0006234970399040145,1.0,0.999987431538803,0.9999874299806711,0.9999875300592019,1.0,42.547125188413375,42.28651992933986
0.003511191734215131,0.0008777979335537827,0.25,-0.0007224907526462289,-0.000722577144160471,-0.0007264586101290726,-0.0007168264336256516,1.0,0.9999855501849471,0.9999855484571168,0.9999856634713274,1.0,42.55005304613954,42.28931347187234
0.004037017258596553,0.0010092543146491384,0.25,-0.0008306296895499569,0.002483962144093429,-0.0008351780124120095,0.16490734311692723,0.98,0.999983387406209,1.000049679242882,1.0032981468623385,0.98,42.55340980218923,42.29251908048318
0.004641588833612782,0.0011603972084031956,0.25,-0.0009547505519895015,0.003850279075189958,-0.0009601575938680753,0.2393037107107095,0.98,0.9999809049889603,1.0000770055815036,1.0047860742142143,0.98,42.55727271659145,42.29621536809701
0.005336699231206312,0.001334174807801578,0.25,-0.0010978453171509818,-0.0010978998369500271,-0.0011038232065491214,-0.0010892651904326042,1.0,0.9999780430936569,0.9999780420032611,0.9999782146961913,1.0,42.561696794316966,42.300444146066106
0.006135907273413176,0.001533976818353294,0.25,-0.0012618620896287579,0.005650846258714203,-0.00126896360565247,0.3443783647989633,0.98,0.9999747627582074,1.000113016925174,1.0068875672959792,0.98,42.56675322183995,42.30528730825732
0.007054802310718645,0.0017637005776796613,0.25,-0.0014509491647229566,0.005865106343411629,-0.0014587899003417491,0.3643559373133245,0.98,0.9999709810167055,1.0001173021268683,1.0072871187462664,0.98,42.572544255567,42.31083173407435
0.008111308307896872,0.002027827076974218,0.25,-0.0016680458452890143,-0.0016678987665678965,-0.0016769814517286167,-0.001655057004646077,1.0,0.9999666390830942,0.9999666420246688,0.9999668988599071,1.0,42.57778971465785,42.31580759857156
0.0093260334688322,0.00233150836720805,0.25,-0.0019175431336307179,-0.0019172383082005382,-0.001927750247648341,-0.0019026384879344512,1.0,0.9999616491373273,0.999961655233836,0.9999619472302413,1.0,42.5853708333561,42.32308459698908
0.010722672220103232,0.002680668055025808,0.25,-0.0022043027528210156,-0.002203803696952899,-0.0022159717096126015,-0.002187199997413542,1.0,0.9999559139449437,0.999955923926061,0.9999562560000518,1.0,42.59399982359176,42.33137695653299
0.012328467394420659,0.0030821168486051646,0.25,-0.0025340422826759584,-0.0025334453804469782,-0.0025473730594548403,-0.0025143992464153457,1.0,0.9999493191543465,0.9999493310923911,0.9999497120150717,1.0,42.60108961098211,42.338087118356306
0.014174741629268055,0.003543685407317014,0.25,-0.0029143306443346374,-0.00291386753630678,-0.0029298712615451745,-0.0028916675492728075,1.0,0.9999417133871134,0.9999417226492738,0.9999421666490146,1.0,42.58458872516017,42.32108363635458
0.016297508346206444,0.004074377086551611,0.25,-0.0033498597799302317,-0.003349080546083202,-0.003367548444640435,-0.003323872827384326,1.0,0.9999330028044013,0.9999330183890784,0.9999335225434524,1.0,42.59777842008479,42.333779023030395
