step,N,grid_size,k_attr,k_rep,sigma_rep,amp_rep,eta,min_spacing,mean_spacing,max_spacing,mean_force_norm,max_force_norm,mean_potential,var_potential,mean_need,max_need,lambda_max_real,lambda_min_real,spectral_radius_I_plus_etaJ,continuous_stable,discrete_stable,num_eig_pos_real
0,8,100.0,10.0,10.0,20.0,300.0,0.02,9.850090757717354,39.555191672980186,66.56727042535442,2122.717225952607,3585.712234492164,10.604225672747448,179.20599408499606,0.35606070883734253,1.0,450.58019088737194,-333.8837528355787,10.011603817747439,False,False,5
1,8,100.0,10.0,10.0,20.0,300.0,0.02,10.833283915784234,40.26206631203154,65.7322207327446,2078.740740938767,3280.589230959834,8.414540481179852,151.16644128166126,0.28384448966688164,0.9999998807907104,472.1582600201117,-381.0974323072103,10.443165200402234,False,False,5
2,8,100.0,10.0,10.0,20.0,300.0,0.02,13.445080058668799,38.62472584850281,61.875989219902664,1538.4553398002183,2929.6176351106237,8.998507284207808,159.01278308475415,0.30449793409090914,1.0,355.7005701480729,-366.63989178529977,8.11401140296146,False,False,5
3,8,100.0,10.0,10.0,20.0,300.0,0.02,14.727109281031648,39.810515294994595,67.53163285986015,2324.8403427090925,4302.715528147357,9.511712897558306,164.8273015104905,0.32069420849241126,0.9999998211860657,272.8194397753354,-381.87266920398804,6.637453384079761,False,False,5
4,8,100.0,10.0,10.0,20.0,300.0,0.02,3.2384558940862083,39.288991901761506,61.612066881127724,2427.905501164497,4269.683019661029,9.413322344513777,156.9506466439949,0.3205376555495852,0.9999837279319763,1652.2726010520864,-359.4801453142799,34.045452021041726,False,False,5
5,8,100.0,10.0,10.0,20.0,300.0,0.02,10.310274855333851,33.28850420358359,56.54907831228987,2624.338009448527,3885.096709279509,9.585556403756037,158.25525634004507,0.3262141731529361,0.9999997019767761,399.2068130844105,-456.23993094993585,8.98413626168821,False,False,6
6,8,100.0,10.0,10.0,20.0,300.0,0.02,9.643521452959352,39.42788500467612,59.780769203214255,2504.269449156741,4915.871562525792,13.102899630347704,205.32142054235726,0.433626936281449,1.0,574.2473327341204,-370.0930603651272,12.484946654682409,False,False,4
7,8,100.0,10.0,10.0,20.0,300.0,0.02,8.212286724203013,37.739979076310185,65.35132679879243,1851.2961995918367,3464.2389281469123,7.657897554959906,137.0445725111054,0.2601978973118291,0.9999974370002747,645.3427437258024,-432.18119542263935,13.906854874516048,False,False,6
8,8,100.0,10.0,10.0,20.0,300.0,0.02,11.898626176221324,38.65923347579731,56.535154630067545,3142.6293931596315,4807.901203417637,9.948122530158237,158.93109696501122,0.3378782550570595,0.9999998807907104,337.5250375009544,-346.70688036290494,7.750500750019088,False,False,4
9,8,100.0,10.0,10.0,20.0,300.0,0.02,8.458802801779441,34.536780883614,58.56845254003611,2371.110499713547,3018.4807496193835,8.965402786537677,157.75102781137375,0.30166481489643326,0.9999998211860657,699.8583028700307,-429.4541590333026,14.997166057400614,False,False,6
