step,N,grid_size,k_attr,k_rep,sigma_rep,amp_rep,eta,min_spacing,mean_spacing,max_spacing,mean_force_norm,max_force_norm,mean_potential,var_potential,mean_need,max_need,lambda_max_real,lambda_min_real,spectral_radius_I_plus_etaJ,continuous_stable,discrete_stable,num_eig_pos_real
0,8,100.0,25.0,0.01,20.0,300.0,0.02,16.998416203423787,40.287319051161326,65.29193932730323,761.8624956637886,1173.5734400338083,10.604225672747448,179.20599408499606,0.35606070883734253,1.0,13.056022314208986,-138.91585439006218,1.7783170878012435,False,False,4
1,8,100.0,25.0,0.01,20.0,300.0,0.02,17.99717619775019,42.2822152409761,56.55176063085103,482.08342105779275,965.4957208714378,7.5323275093791136,133.41906197475424,0.25615326272109884,0.9999845027923584,3.6678589448204373,-118.9842027217932,1.3905531686579329,False,False,3
2,8,100.0,25.0,0.01,20.0,300.0,0.02,21.63280263018823,43.185437083365095,62.88227237816144,327.84333245002665,417.79358217068153,5.521543434609192,101.69955010400854,0.19082977273477295,0.9999963641166687,0.21339328586889594,-130.93076047574294,1.6194514688515966,False,False,1
3,8,100.0,25.0,0.01,20.0,300.0,0.02,21.279598981315225,43.61692539618699,62.96101890795808,243.92315183334162,320.40429464065465,5.320373976349151,97.74840724529123,0.18492436300611764,0.9999398589134216,-2.080633699707633,-142.27287938763433,1.8454575877526866,True,False,0
4,8,100.0,25.0,0.01,20.0,300.0,0.02,19.085506903962248,43.02117100127412,65.30572463642196,319.77886728389944,384.89854679900367,5.55102771556997,101.36765705368836,0.19294970692028027,0.9999518394470215,1.1019747880243915,-147.13173482628807,1.9426346965257615,False,False,1
5,8,100.0,25.0,0.01,20.0,300.0,0.02,19.977823982779746,41.599712168573376,64.30871057347392,504.6697614515503,578.6597609575972,6.4008887258567,113.63523354462171,0.22146414463357297,0.9999822378158569,7.08634404485419,-154.51647524305093,2.090329504861019,False,False,2
6,8,100.0,25.0,0.01,20.0,300.0,0.02,14.017459672445822,39.41288051216407,63.968358653672304,770.963848345348,899.8200339918709,7.381540288683629,130.65589938047788,0.2525398278267343,0.9999974966049194,6.442550595092882,-150.850853720818,2.0170170744163602,False,False,3
7,8,100.0,25.0,0.01,20.0,300.0,0.02,8.68796282141592,39.4495414268031,58.94004922094,886.9630213587615,1126.7685199065336,8.573562618684498,149.9266580347761,0.29009942446239245,0.9999997019767761,9.97282990182755,-151.58767740535848,2.0317535481071696,False,False,4
8,8,100.0,25.0,0.01,20.0,300.0,0.02,16.584410009790933,39.332645013605976,62.91224493566029,813.1085369220591,959.2809858001016,7.381638960735632,134.94123897222565,0.2505842380908907,0.9999969005584717,22.73679711256837,-81.82456057128223,1.4547359422513675,False,False,4
9,8,100.0,25.0,0.01,20.0,300.0,0.02,13.169175906794047,40.572805686381834,61.041633206692204,895.7977685981912,1222.7329776526722,8.456120343036888,159.2370828928145,0.2838132328026473,0.9999999403953552,20.119159994126967,-172.39870094682908,2.4479740189365815,False,False,4
10,8,100.0,25.0,0.01,20.0,300.0,0.02,15.183601124293235,43.27716021287346,62.218364318051506,461.6236071925449,774.529974013006,7.612225439001752,132.87563727778897,0.26016774797592185,0.9999998807907104,4.397758940678895,-195.52978617697443,2.9105957235394886,False,False,2
11,8,100.0,25.0,0.01,20.0,300.0,0.02,13.212279610673697,43.717466848402445,64.47771327671228,277.9645695808694,405.6301333019633,6.298605216032855,107.95880391950556,0.2190640651127449,0.9999605417251587,0.33026841447188315,-195.27707731846,2.9055415463692,False,False,1
12,8,100.0,25.0,0.01,20.0,300.0,0.02,12.260593413606564,43.03586357938659,64.82704235394269,275.97680093459695,390.6880088872798,6.404600767194854,108.5563334832054,0.22297410207873808,0.9999688863754272,3.245066310681413,-203.94794380687244,3.078958876137449,False,False,1
13,8,100.0,25.0,0.01,20.0,300.0,0.02,12.476351821513973,41.91640393729908,67.74622548564892,390.2249426619327,458.0999091906291,6.471931980258981,109.29229128113955,0.22504901777762135,0.9999820590019226,10.485586148133825,-138.79865515218404,1.7759731030436807,False,False,3
14,8,100.0,25.0,0.01,20.0,300.0,0.02,14.283603191218521,35.97872416367426,65.95405539895782,885.7301797025461,977.022601899809,7.2276814573005845,133.52532325978711,0.24732194933442989,0.9999978542327881,37375.54557356354,-65.40781002595133,748.5109114712708,False,False,5
15,8,100.0,25.0,0.01,20.0,300.0,0.02,13.427572830585472,40.352316301181666,64.16053767566119,1095.4351511046298,1559.6608046002962,10.864081804554544,190.6173508798344,0.3600763674829947,1.0,16.930877726965967,-145.95299659400138,1.9190599318800277,False,False,4
16,8,100.0,25.0,0.01,20.0,300.0,0.02,18.359727644900033,42.575689610278864,63.2915685139656,587.2918051388879,954.4272922845395,7.860944945558746,137.20441544320104,0.2678374270242407,0.999997615814209,8.46327227312867,-177.42547908199438,2.5485095816398875,False,False,2
17,8,100.0,25.0,0.01,20.0,300.0,0.02,18.89125772588121,42.61597376511084,67.26413624173172,397.1128542049693,564.7170064828476,6.792475864103509,113.93131425147457,0.23481266790929048,0.9999925494194031,2.6543286093103307,-154.8978441856163,2.097956883712326,False,False,2
18,8,100.0,25.0,0.01,20.0,300.0,0.02,18.56855408363824,40.874196061900214,65.7416626747095,594.7988516355537,680.020649308296,6.224231848458197,110.53833559270296,0.21434553445702004,0.9999979734420776,10.459032539201576,-135.2498848811331,1.7049976976226624,False,False,2
