gamma,k_attr,k_rep,lambda_max_real,lambda_min_real,spectral_radius,continuous_stable,discrete_stable,num_eig_pos_real,min_spacing,mean_spacing,max_spacing,N
141.74741629268047,35.43685407317012,0.25,40.79516622821446,-219.46547375023408,3.3893094750046817,0,0,4,6.713304257026805,37.420611438559156,61.608516477608575,8
162.97508346206433,40.74377086551608,0.25,31.68167872578589,-182.55800882687902,2.6511601765375805,0,0,5,10.778051907431113,33.370196696691494,65.96065472398696,8
187.3817422860383,46.845435571509576,0.25,61.324947502335256,-255.58750771841954,4.111750154368391,0,0,3,6.607660359842898,36.4141131216039,62.48325873313734,8
215.44346900318865,53.86086725079716,0.25,53.6537833222242,-262.0309623524127,4.240619247048254,0,0,4,6.453950267896267,35.45403081288391,62.84811165222249,8
247.7076355991714,61.92690889979285,0.25,24.941690841505235,-356.7086904624791,6.1341738092495826,0,0,3,8.172243818968926,38.08797538257108,68.83363355809,8
284.8035868435805,71.20089671089512,0.25,34486.98339676934,-504.64469900631804,690.7396679353868,0,0,3,8.904894072272779,41.249745396194896,56.621539757046406,8
327.4549162877732,81.8637290719433,0.25,44.513174209110026,-510.32589685140044,9.206517937028009,0,0,3,10.539904092175911,39.27938523126945,64.01522837746546,8
376.49358067924715,94.12339516981179,0.25,84.67670646568256,-510.8685881941565,9.21737176388313,0,0,3,6.7560458802403724,36.71405604436139,62.14336995163541,8
432.87612810830615,108.21903202707654,0.25,108.84569640753604,-369.692652679159,6.39385305358318,0,0,5,11.70425252341927,33.45706856698814,57.65303075717324,8
497.7023564332114,124.42558910830284,0.25,46954.378949288075,-353.6385727136268,940.0875789857615,0,0,6,12.14614390815854,33.591927903230115,55.80343033865097,8
572.236765935022,143.0591914837555,0.25,41.50394513202984,-805.6030690185771,15.145972983814,0,0,2,14.3123900925906,40.660037421062036,63.83235460925587,8
657.9332246575682,164.48330616439205,0.25,144.46405327882832,-734.3947041588834,13.68789408317767,0,0,5,13.636628807379493,34.194157230440815,56.370169913776664,8
756.463327554629,189.11583188865725,0.25,174.2590887855499,-949.1755779752789,18.00364757443135,0,0,4,2.3409239528323145,35.86603183776411,65.32273422616656,8
869.7490026177834,217.43725065444585,0.25,199.06908809711175,-1212.3488019118777,23.246976038237555,0,0,4,7.421392967442711,39.440984621728866,63.283662317510995,8
1000.0,250.0,0.25,198.4962547873071,-1377.198543136306,26.54397086272612,0,0,4,11.603653785832531,33.66860858030149,62.27798404773892,8
