gamma,k_attr,k_rep,lambda_max_real_median,lambda_max_real_mean,lambda_max_real_min,lambda_max_real_max,frac_cts_stable_tail,spectral_radius_median,spectral_radius_mean,spectral_radius_max,frac_disc_stable_tail,min_spacing_tail_mean,min_spacing_tail_min
0.001,0.00025,0.25,0.11765474333799536,0.11400015735366364,-0.00015440798478191318,0.16131920763319957,0.04,1.00235309486676,1.0022800031470733,1.003226384152664,0.04,49.94175972238397,49.93027206522581
0.0011497569953977356,0.0002874392488494339,0.25,0.11758790080512802,0.11412599457256194,-0.00017752929587760768,0.17080221348938307,0.04,1.0023517580161028,1.0022825198914511,1.0034160442697877,0.04,49.942043482718546,49.93051383664777
0.0013219411484660286,0.00033048528711650716,0.25,0.11750990336019451,0.11303675996227402,-0.0002041168252687892,0.12232258274389887,0.04,1.0023501980672038,1.0022607351992456,1.002446451654878,0.04,49.942355540033525,49.9307928322726
0.0015199110829529332,0.0003799777707382333,0.25,0.11741902775033394,0.11451132722146365,-0.00023468301484906722,0.19837438207750374,0.04,1.0023483805550066,1.0022902265444293,1.00396748764155,0.04,49.94260431906842,49.93101033065942
0.001747528400007683,0.00043688210000192073,0.25,0.11731453084651014,0.11674840557933479,-0.0002698247930531531,0.2177629452851386,0.04,1.0023462906169303,1.0023349681115867,1.0043552589057028,0.04,49.94289066057522,49.93126035177787
0.002009233002565048,0.000502308250641262,0.25,0.11738256529064342,0.11300055932137874,-0.0003102295858737715,0.12786746198868015,0.04,1.002347651305813,1.0022600111864275,1.0025573492397737,0.04,49.94340315190598,49.93156549132443
0.0023101297000831605,0.0005775324250207901,0.25,0.11705729483998774,0.11564082227356544,-0.0003566830262048862,0.27263245868211516,0.04,1.0023411458968,1.0023128164454713,1.0054526491736424,0.04,49.943322771896376,49.931617685521886
0.0026560877829466868,0.0006640219457366717,0.25,0.11689849690992776,0.11777666861075536,-0.00041010798374158634,0.310427716339461,0.06,1.0023417122644735,1.668311324483681,34.297781353413626,0.04,49.94258831680321,49.93066177528773
0.0030538555088334154,0.0007634638772083538,0.25,0.11671867988828791,0.11163252041255944,-0.0004715183797103741,0.2026246653353248,0.06,1.0023343735977657,1.0022326504082513,1.0040524933067065,0.06,49.94169876672027,49.93009010238652
0.003511191734215131,0.0008777979335537827,0.25,0.14059694684756852,0.15166207838980242,0.0773240880773985,0.4360021580499982,0.0,1.0028119389369514,1.003033241567796,1.008720043161,0.0,49.94223818417729,49.93008520897703
0.004037017258596553,0.0010092543146491384,0.25,0.14020112533024365,0.14394504612806952,0.0769809073444593,0.504706243440741,0.0,1.0028040225066048,1.0028789009225614,1.010094124868815,0.0,49.94284309570534,49.93066473295959
0.004641588833612782,0.0011603972084031956,0.25,0.13992178327639648,0.14502101046083637,0.07708180046115236,0.5714963760004017,0.0,1.002798435665528,1.0029004202092169,1.011429927520008,0.0,49.93902474772668,49.92782941804565
0.005336699231206312,0.001334174807801578,0.25,0.13964499942447012,0.14190233005408892,0.1359132223173413,0.25221254742694604,0.0,1.0027928999884894,1.0028380466010818,1.0050442509485389,0.0,49.93879316815881,49.9287288873921
0.006135907273413176,0.001533976818353294,0.25,0.11455366987061087,0.10563130917102956,-0.0009472728170031205,0.11858391357656266,0.08,1.0022910733974122,1.0021126261834206,1.0023716782715313,0.08,49.94025182004865,49.92953952196179
0.007054802310718645,0.0017637005776796613,0.25,0.11414957080305539,0.1030085527623782,-0.0010891199684170772,0.11816683549339468,0.1,1.0022829914160611,1.0020601710552477,1.0023633367098679,0.1,49.93961448292667,49.93071708663611
0.008111308307896872,0.002027827076974218,0.25,0.11368204190312224,0.10257256342247328,-0.001252173841026531,0.11768169372114716,0.1,1.0022736408380624,1.0020514512684493,1.002353633874423,0.1,49.93904099811734,49.93052805871702
0.0093260334688322,0.00233150836720805,0.25,0.1381162517860421,0.13210720706442908,0.07175129619615811,0.14272491578702276,0.0,1.002773186631889,3.0139460049212534,34.5713672975459,0.0,49.93675697467363,49.92780530307538
0.010722672220103232,0.002680668055025808,0.25,0.13754007483110467,0.1305996002279968,0.07498027213728907,0.14217272704783712,0.0,1.0027508014966222,1.00261199200456,1.0028434545409568,0.0,49.93882271255818,49.929532546795116
0.012328467394420659,0.0030821168486051646,0.25,0.13723796572935693,0.1528575570800495,0.074463523770793,0.7389830957582368,0.0,1.002744759314587,1.0030571511416009,1.0147796619151648,0.0,49.94035427693774,49.930991466416536
0.014174741629268055,0.003543685407317014,0.25,0.1121658684913163,0.09465799231885114,-0.002187825342497666,0.11777127751712753,0.16,1.0022433173698264,1.001893159846377,1.0023554255503426,0.16,49.938145470248884,49.929905835969784
0.016297508346206444,0.004074377086551611,0.25,0.11115852429850917,0.0915598900917977,-0.0025153053555623268,0.11680619975283237,0.18,1.00222317048597,1.001831197801836,1.0023361239950566,0.18,49.937293874316595,49.930345948023366
0.01873817422860384,0.00468454355715096,0.25,0.1095176860367059,0.08566526381548507,-0.0028918519255275474,0.11453013554941772,0.22,1.0021903537207342,1.0017133052763096,1.0022906027109884,0.22,49.93625191113165,49.929266086045466
0.021544346900318846,0.0053860867250797115,0.25,0.10822961080027371,0.08239213792495705,-0.0033246045901675547,0.11330664559597438,0.24,1.0021645922160054,1.0016478427584994,1.0022661329119196,0.24,49.937063917585256,49.92962644724346
0.024770763559917114,0.0061926908899792785,0.25,0.13184410975132071,0.13221692123471265,0.1296414851425278,0.13662888078409666,0.0,1.0026368821950264,1.0026443384246941,1.002732577615682,0.0,49.934556723238444,49.93024784346463
0.02848035868435802,0.007120089671089505,0.25,0.13040090702031815,0.11324894167672146,0.06945989826325173,0.13523283383091672,0.0,1.0026080181404065,1.0022649788335345,1.0027046566766182,0.0,49.93428771155825,49.928395018053145
0.03274549162877728,0.00818637290719432,0.25,0.10334831309074377,0.06568365501640494,-0.005051576456655426,0.10916835725870959,0.36,1.002066966261815,1.001313673100328,1.002183367145174,0.36,49.934845116942235,49.92967589266983
0.037649358067924674,0.009412339516981168,0.25,0.12665414522629767,0.10517885529001189,0.06678470811310108,0.13152403670478313,0.0,1.002533082904526,1.0021035771058004,1.0026304807340956,0.0,49.93543202443096,49.930399359919676
0.04328761281083059,0.010821903202707648,0.25,0.12433373685941375,0.12159765818629512,0.06159668355527737,0.12926116486690034,0.0,1.0024982810318768,3.093213873382327,35.88898974635818,0.0,49.932348237336974,49.93004769233579
0.049770235643321115,0.012442558910830279,0.25,-0.00766934724224534,0.042806943330448585,-0.007673920987659152,0.09973495868683228,0.52,0.9998466130551551,1.0008561388666088,1.0019946991737367,0.52,49.933175196047266,49.9304567499117
0.05722367659350217,0.014305919148375543,0.25,0.1193943642537818,0.09949972128935115,0.05723484926724678,0.12381552376955926,0.0,1.0024310730215356,10.759176176915496,36.0973825216036,0.0,49.93325377953864,49.92971150397005
0.06579332246575682,0.016448330616439206,0.25,-0.010134153220559806,0.02439278099348171,-0.010139705831459364,0.09327144660768126,0.66,0.9997973169355888,1.0004878556198695,1.0018654289321536,0.66,49.93284398061421,49.929732346454315
0.07564633275546291,0.018911583188865728,0.25,0.056076237221859754,0.18116878737892772,0.05176681290751118,5.510663259779579,0.0,1.0011234183020115,3.8110377539652207,36.146425451433345,0.0,49.93318315976567,49.93051708932449
0.08697490026177834,0.021743725065444586,0.25,0.11013312267008021,0.11023939478538519,0.11001066004529762,0.1118171299823356,0.0,1.0022026624534015,1.0022047878957077,1.0022363425996468,0.0,49.93261867423503,49.92930221163768
0.1,0.025,0.25,-0.015388707686729307,-0.011678673971068027,-0.01539511906288429,0.07750150207558208,0.96,0.9996922258462655,0.9997664265205785,1.0015500300415117,0.96,49.931955103400405,49.92956839333949
0.11497569953977356,0.02874392488494339,0.25,-0.01768443582881872,-0.017684512292145252,-0.017690944490033035,-0.01767830093435758,1.0,0.9996463112834236,0.999646309754157,0.9996464339813128,1.0,49.93327379040582,49.93061680678231
0.13219411484660287,0.03304852871165072,0.25,0.04014499030106075,1.0267004146447904,0.03952304084599863,24.70955406699119,0.0,1.0008028998060212,1.0205340082928958,1.4941910813398238,0.0,49.93177154190566,49.927884485723865
0.1519911082952933,0.037997777073823326,0.25,-0.023351812069254445,1.1209072093324506,-0.02335890141620016,28.585606793209465,0.96,0.9995329637586149,1.0224181441866491,1.5717121358641895,0.96,49.932278417963026,49.92969369711337
0.1747528400007685,0.04368821000019212,0.25,-0.02682564505306452,-0.02682583096984178,-0.026831615468319258,-0.026820538708882527,1.0,0.9994634870989387,0.9994634833806032,0.9994635892258223,1.0,49.933410356291716,49.93170484801488
0.2009233002565048,0.0502308250641262,0.25,-0.030807371420409554,-0.030807612316518032,-0.030814055409364254,-0.030801335763141233,1.0,0.9993838525715919,0.9993838477536697,0.9993839732847372,1.0,49.93240256240311,49.93028282944091
0.23101297000831603,0.05775324250207901,0.25,0.016390659129572528,0.016397954738271926,0.016158501447611603,0.016648681319866975,0.0,1.0003278131825915,1.0003279590947656,1.0003329736263973,0.0,49.932553769647065,49.92976276281209
0.26560877829466867,0.06640219457366717,0.25,0.05962858661380435,0.059631631144665194,0.05957892929735652,0.05969048267405404,0.0,1.001192571732276,1.0011926326228933,1.0011938096534811,0.0,49.93281877074678,49.93201979349512
0.30538555088334157,0.07634638772083539,0.25,-0.04670661777553671,-0.04670647516648042,-0.0467082537485126,-0.046704717205141286,1.0,0.9990658676444892,0.9990658704966704,0.9990659056558971,1.0,49.933185584708845,49.932609481069306
