step,N,grid_size,k_attr,k_rep,sigma_rep,amp_rep,eta,min_spacing,mean_spacing,max_spacing,mean_force_norm,max_force_norm,mean_potential,var_potential,mean_need,max_need,lambda_max_real,lambda_min_real,spectral_radius_I_plus_etaJ,continuous_stable,discrete_stable,num_eig_pos_real
0,2,100.0,10.0,0.25,20.0,300.0,0.01,24.62690495695186,24.62690495695186,24.62690495695186,274.73821381839105,275.54648257577077,5.952556234621067,8.45767181379657,0.7982433398172832,1.0,15689.322322102584,-31.405430092083325,157.89322322102583,False,False,1
1,2,100.0,10.0,0.25,20.0,300.0,0.01,30.9797380186622,30.9797380186622,30.9797380186622,317.83800927937136,318.1351527722193,5.815269706447467,8.931145257640349,0.7801481487871188,1.0,-9.561950934123452,-31.412706000348095,0.9043804906587655,True,True,0
2,2,100.0,10.0,0.25,20.0,300.0,0.01,37.51843997152476,37.51843997152476,37.51843997152476,327.04246460947246,327.35034750922443,5.6690617669566565,9.320753839277021,0.7621155312913467,1.0,-13.488375324676271,-47.991842490436945,0.8651162467532373,True,True,0
3,2,100.0,10.0,0.25,20.0,300.0,0.01,42.98111954834587,42.98111954834587,42.98111954834587,273.6353845783698,273.7907367090705,5.551148491134394,9.510179147854362,0.748903472955576,1.0,-17.13990290518588,-60.720946933723226,0.8286009709481412,True,True,0
4,2,100.0,10.0,0.25,20.0,300.0,0.01,46.50510535336543,46.50510535336543,46.50510535336543,178.65627117069397,183.6525560947941,5.5128884112457515,9.363216669122913,0.7466055031164975,1.0,-16.912969500124294,-59.463218237303664,0.830870304998757,True,True,0
5,2,100.0,10.0,0.25,20.0,300.0,0.01,48.70577955198538,48.70577955198538,48.70577955198538,116.34987806007793,119.243835972815,5.502886406538157,9.30830409659061,0.7466055030806884,1.0,-16.793013543152213,-58.58021251667772,0.8320698645684779,True,True,0
6,2,100.0,10.0,0.25,20.0,300.0,0.01,50.1606391568688,50.1606391568688,50.1606391568688,95.88632363009698,99.13379784693402,5.498560567010043,9.285582148167128,0.7466055029543776,1.0,-16.908455643896005,-57.65839793499008,0.83091544356104,True,True,0
7,2,100.0,10.0,0.25,20.0,300.0,0.01,50.98816294326414,50.98816294326414,50.98816294326414,80.14163529614137,92.4869833971354,5.495542159498508,9.266485029537902,0.7466055031179891,1.0,-17.036219581259935,-56.825694747169436,0.8296378041874006,True,True,0
8,2,100.0,10.0,0.25,20.0,300.0,0.01,51.912121264655546,51.912121264655546,51.912121264655546,80.72508670564912,87.20796501586787,5.4929051405051785,9.248272214589935,0.7466055032087668,1.0,-17.220334434421364,-55.922274654067564,0.8277966556557863,True,True,0
9,2,100.0,10.0,0.25,20.0,300.0,0.01,52.67765035571829,52.67765035571829,52.67765035571829,91.99103839648896,96.67630755626855,5.490077491375949,9.228656715910716,0.7466055030568234,1.0,-17.46283735879801,-54.83325274849793,0.8253716264120199,True,True,0
10,2,100.0,10.0,0.25,20.0,300.0,0.01,53.447317716004584,53.447317716004584,53.447317716004584,102.64881720519921,105.88744585930334,5.486578993511973,9.203937665748738,0.7466055030607015,1.0,-17.758949650395653,-53.57837226701514,0.8224105034960435,True,True,0
11,2,100.0,10.0,0.25,20.0,300.0,0.01,54.236586586954225,54.236586586954225,54.236586586954225,110.44865091764788,112.67637992487438,5.482318037000134,9.173904721273953,0.7466055030455611,1.0,-18.10208826312714,-52.20743949159786,0.8189791173687286,True,True,0
12,2,100.0,10.0,0.25,20.0,300.0,0.01,55.19493500371084,55.19493500371084,55.19493500371084,115.4970463528226,117.02196906900757,5.4773577299983005,9.13913405720536,0.7466055030137642,1.0,-18.48329776491024,-50.77090545506033,0.8151670223508976,True,True,0
13,2,100.0,10.0,0.25,20.0,300.0,0.01,56.233468947949696,56.233468947949696,56.233468947949696,118.14984602005701,119.19788953412807,5.471816697675035,9.100552894500785,0.7466055028976001,1.0,-18.89192413816316,-49.32894038205998,0.8110807586183684,True,True,0
14,2,100.0,10.0,0.25,20.0,300.0,0.01,57.3691614955866,57.3691614955866,57.3691614955866,118.95321583297306,119.6701137536865,5.465835764218484,9.059267741887975,0.746605502927991,1.0,-19.31700575495292,-47.92811849967289,0.8068299424504708,True,True,0
15,2,100.0,10.0,0.25,20.0,300.0,0.01,58.89260068484087,58.89260068484087,58.89260068484087,149.30033585309607,149.78544461371786,5.459508819077355,9.016285383271724,0.7466055029899319,1.0,-19.85061785119834,-46.28413232673735,0.8014938214880166,True,True,0
16,2,100.0,10.0,0.25,20.0,300.0,0.01,60.374154730060056,60.374154730060056,60.374154730060056,135.59578249488953,135.90767636529696,5.451273194485017,8.962319879847646,0.7466055028333736,1.0,-20.29754045728146,-44.95518836467365,0.7970245954271854,True,True,0
17,2,100.0,10.0,0.25,20.0,300.0,0.01,61.740806187446466,61.740806187446466,61.740806187446466,118.97377022891523,119.17870700852129,5.444050882371554,8.917077763102654,0.7466055029607999,1.0,-20.642773772230065,-43.95075670637224,0.7935722622776993,True,True,0
18,2,100.0,10.0,0.25,20.0,300.0,0.01,63.27418858942422,63.27418858942422,63.27418858942422,127.63611658599996,127.77506583581871,5.438135279705512,8.881245073249156,0.7466055033165242,1.0,-20.958492829431567,-43.04952418120361,0.7904150717056844,True,True,0
19,2,100.0,10.0,0.25,20.0,300.0,0.01,64.56787621743656,64.56787621743656,64.56787621743656,103.74959969861082,103.85043506146098,5.432505348599866,8.847757752393296,0.7466055033272779,1.0,-21.17066607318128,-42.45129157115379,0.7882933392681872,True,True,0
20,2,100.0,10.0,0.25,20.0,300.0,0.01,65.67929513726808,65.67929513726808,65.67929513726808,86.6794779361235,86.75422346004893,5.4286452130546055,8.824982532423618,0.7466055033865827,1.0,-21.3161888407083,-42.044942800771686,0.786838111592917,True,True,0
21,2,100.0,10.0,0.25,20.0,300.0,0.01,66.66097752981207,66.66097752981207,66.66097752981207,74.90116663948217,74.95772059894638,5.425965544678549,8.809243130160876,0.7466055030405064,1.0,-21.418157957077604,-41.76074943209298,0.785818420429224,True,True,0
22,2,100.0,10.0,0.25,20.0,300.0,0.01,67.55417470150964,67.55417470150964,67.55417470150964,66.93100425897842,66.97415637911442,5.424101275093545,8.798268593614928,0.7466055030730742,1.0,-21.49022470344644,-41.56366496901822,0.7850977529655356,True,True,0
23,2,100.0,10.0,0.25,20.0,300.0,0.01,68.09132226645444,68.09132226645444,68.09132226645444,39.72861840074583,39.76217123527243,5.4227135961822,8.790246845636045,0.7466055031852769,1.0,-21.52441256209299,-41.46879040486836,0.7847558743790701,True,True,0
24,2,100.0,10.0,0.25,20.0,300.0,0.01,68.71024456805576,68.71024456805576,68.71024456805576,45.341932208212704,45.367859184649824,5.4220928721823975,8.786584376353057,0.7466055033067504,1.0,-21.555481188644638,-41.385092601375916,0.7844451881135537,True,True,0
