step,N,grid_size,k_attr,k_rep,sigma_rep,amp_rep,eta,min_spacing,mean_spacing,max_spacing,mean_force_norm,max_force_norm,mean_potential,var_potential,mean_need,max_need,lambda_max_real,lambda_min_real,spectral_radius_I_plus_etaJ,continuous_stable,discrete_stable,num_eig_pos_real
0,8,100.0,20.5,0.25,20.0,300.0,0.02,14.576593384642663,40.87494176018388,58.186614190149804,340.3203070909076,711.1028352210491,9.587268102685874,157.5169774457586,0.3286691244771643,0.9999979734420776,16.357018436365145,-131.87873399037923,1.6375746798075848,False,False,3
1,8,100.0,20.5,0.25,20.0,300.0,0.02,18.46903027583234,41.944299283605524,64.71167236081244,363.3402715043771,515.2762375074118,7.385146145883437,124.7132349835263,0.2535273810191655,0.9999852776527405,6.5757084790063915,-132.54040668911546,1.6508081337823093,False,False,2
2,8,100.0,20.5,0.25,20.0,300.0,0.02,22.13401937081595,41.07034830463936,57.824431176198736,414.277790493338,537.8780458713674,6.532883090572574,110.90789648034125,0.22500113842059696,0.9999343752861023,10.596089978485152,-98.08445667142524,1.2119217995697031,False,False,3
3,8,100.0,20.5,0.25,20.0,300.0,0.02,20.624283156367813,41.914228003762716,66.65755795520155,416.25130545145635,676.8469788986503,5.4587989851404295,102.98422478320666,0.1864234069771787,0.9999717473983765,5.358937283487892,-110.92143434874339,1.218428686974868,False,False,2
4,8,100.0,20.5,0.25,20.0,300.0,0.02,24.81833316652984,42.055025803817955,65.70122519777848,330.01271754171717,480.14127618225683,4.6020052295238605,85.71289983650306,0.15832975826429843,0.9999192357063293,5.11328665787123,-101.22851641590273,1.1022657331574246,False,False,1
5,8,100.0,20.5,0.25,20.0,300.0,0.02,26.642540742263247,42.263469677206395,63.975485911397804,208.72330607378615,392.86568612028395,3.958681858137381,70.98462971096254,0.13695327339660646,0.999416172504425,5.171641766563739,-118.04746115672988,1.3609492231345977,False,False,1
6,8,100.0,20.5,0.25,20.0,300.0,0.02,26.700722307652377,42.356364809471174,65.3615355413703,138.43577475782027,232.14584962983065,3.6392503419540416,64.35302381503325,0.12639315770323184,0.9994486570358276,1.2580234148382006,-128.13708588129526,1.5627417176259053,False,False,1
7,8,100.0,20.5,0.25,20.0,300.0,0.02,25.38278613874059,42.18845603028034,62.429607083444836,111.37202440258471,183.4591531490665,3.4008391686673325,59.16591875830202,0.11850172272372028,0.9986249208450317,2.8870533825246274,-119.598260501742,1.39196521003484,False,False,1
8,8,100.0,20.5,0.25,20.0,300.0,0.02,26.601638434060394,42.54979894569477,68.23661285664424,135.98115701921853,189.91840820248717,3.3260126484551047,56.186599474039,0.11587009465254325,0.9980900883674622,0.2761082997364559,-116.69157830628495,1.3338315661256992,False,False,1
9,8,100.0,20.5,0.25,20.0,300.0,0.02,25.972676352358228,42.1400616601353,63.2736732870616,187.15758741657766,215.4503821093855,3.5350619434373844,60.33338998404118,0.12314791746223756,0.9993348121643066,0.5447941006147214,-126.03894336348026,1.520778867269605,False,False,1
10,8,100.0,20.5,0.25,20.0,300.0,0.02,25.56411254963215,42.636792265984866,69.99793048975783,245.37715602440923,308.10567160080933,3.614736402719996,59.715004313636825,0.12553957471255311,0.9993585348129272,0.1611950307663286,-126.11963491035655,1.5223926982071312,False,False,1
11,8,100.0,20.5,0.25,20.0,300.0,0.02,25.540043420241442,42.06276691153397,66.47829753322064,309.1338456727337,354.62845703083667,3.9546696719849206,67.75059911266362,0.13708850983457138,0.9996947646141052,-0.9078675971321439,-132.36476687843927,1.6472953375687855,True,False,0
12,8,100.0,20.5,0.25,20.0,300.0,0.02,25.452950056772426,42.47834968382548,68.13095013262627,331.695801204135,428.2911820459203,4.014543969071212,66.9721557578863,0.13864603076225704,0.9996626973152161,1.0008143285484197,-130.24400292558653,1.6048800585117307,False,False,1
13,8,100.0,20.5,0.25,20.0,300.0,0.02,25.999373489807226,42.20956874613008,67.65374840521112,311.3253412502024,376.9053629080716,3.727864945098337,63.05610034989449,0.1289999001875485,0.9995501637458801,-1.4988852859227342,-126.39011424181132,1.5278022848362265,True,False,0
14,8,100.0,20.5,0.25,20.0,300.0,0.02,27.87512107905194,42.423286646816614,70.3996913976594,296.9315050346595,326.70673042059747,3.7274153603997364,63.22910626515142,0.12895814745926248,0.9983401298522949,2.1132352693014056,-104.88545743388764,1.0977091486777528,False,False,1
15,8,100.0,20.5,0.25,20.0,300.0,0.02,27.526177834029166,42.123396162286845,65.10677680991617,334.407923324465,434.5505087162148,3.1850480402261527,57.87688917777376,0.11000557695400062,0.9996176958084106,0.19061958343432128,-110.93754200048986,1.2187508400097973,False,False,1
16,8,100.0,20.5,0.25,20.0,300.0,0.02,28.853144237470122,42.11331121430215,68.675594749417,377.51413102617454,497.40583661726964,3.817229366042431,68.56585751770913,0.13134141115742917,0.9986979961395264,1.0090058790981933,-122.90954190315901,1.4581908380631803,False,False,2
17,8,100.0,20.5,0.25,20.0,300.0,0.02,26.286185740836242,42.36004135717787,67.99945630085733,296.5633992909917,421.54277471403907,3.237045680266995,57.45880739803067,0.11150092075479079,0.9997362494468689,-1.363558483490977,-141.4626627060489,1.8292532541209776,True,False,0
