step,N,grid_size,k_attr,k_rep,sigma_rep,amp_rep,eta,min_spacing,mean_spacing,max_spacing,mean_force_norm,max_force_norm,mean_potential,var_potential,mean_need,max_need,lambda_max_real,lambda_min_real,spectral_radius_I_plus_etaJ,continuous_stable,discrete_stable,num_eig_pos_real
0,8,100.0,10.0,1.0,20.0,300.0,0.02,19.185014863142804,41.27368799170336,58.07756382603149,475.2417221480704,766.7284457985018,10.604225672747448,179.20599408499606,0.35606070883734253,1.0,24.050009640566543,-60.838031003786256,1.4810001928113308,False,False,4
1,8,100.0,10.0,1.0,20.0,300.0,0.02,19.436006833769135,42.50246141645259,59.98501646316307,198.72334160663553,437.8032050888031,6.159679803649394,113.98933661787437,0.21124297722244972,0.9999641180038452,14.104088851503787,-64.60005510936853,1.2820817770300756,False,False,3
2,8,100.0,10.0,1.0,20.0,300.0,0.02,23.758682041020972,42.96187343755788,59.56096780566714,107.50883891486663,243.74919005985802,4.72336612357513,86.43324830477478,0.16400163991524352,0.9999622106552124,6.1750840288292155,-59.50518972849441,1.1235016805765843,False,False,3
3,8,100.0,10.0,1.0,20.0,300.0,0.02,26.105312983785996,43.13762082462574,59.12263579093754,66.61169799992,100.37747938290198,4.596758329127821,84.72168564983028,0.16002925763066134,0.9998472332954407,3.64968074637193,-58.599524133477644,1.0729936149274386,False,False,2
4,8,100.0,10.0,1.0,20.0,300.0,0.02,27.713984399424536,43.16918703352398,59.15143250748734,34.06653299515793,83.81527719207041,4.44254763803757,82.657639667776,0.1547563735510627,0.9997905492782593,3.192465326741165,-57.24952823540112,1.0638493065348233,False,False,2
5,8,100.0,10.0,1.0,20.0,300.0,0.02,29.031040525238403,43.18001086316953,58.806805607210855,28.213809092534742,58.97440967686406,4.368035048095189,81.37181755697983,0.15219296235077995,0.9997755289077759,3.169931570562973,-58.00073760896663,1.0633986314112596,False,False,2
6,8,100.0,10.0,1.0,20.0,300.0,0.02,29.937285058169827,43.15602917232566,59.34824667674798,21.550277592589186,49.18934592304944,4.297144392514571,79.9576372133453,0.1497370015807142,0.9997135400772095,3.1587733852021747,-57.58381139768596,1.0631754677040435,False,False,2
7,8,100.0,10.0,1.0,20.0,300.0,0.02,30.395035250746865,43.10387157065152,60.295694292629044,18.91066611600945,36.705659565536536,4.230255012961547,78.46612803219462,0.14741661774408693,0.9996516108512878,3.1788245620421556,-58.0393701589023,1.0635764912408432,False,False,2
8,8,100.0,10.0,1.0,20.0,300.0,0.02,30.641742291548205,43.04790383888708,61.110488459628556,17.279495442104725,32.699358487681316,4.152812217956195,76.67913756283852,0.1447242334867356,0.9995858669281006,3.110627406114763,-58.429396257894865,1.0622125481222953,False,False,2
9,8,100.0,10.0,1.0,20.0,300.0,0.02,30.915298002245095,42.982623973567435,61.87978790395745,19.634331407145773,29.003734794224574,4.072802645765312,74.81263302325658,0.14194013791263768,0.999515950679779,3.0110398404355205,-58.80096469617481,1.0602207968087105,False,False,2
10,8,100.0,10.0,1.0,20.0,300.0,0.02,31.125685437492866,42.91519826788144,62.614501030138506,19.65650099539691,29.061833668847015,3.979852846905011,72.65821543110266,0.13870749637357113,0.9994270205497742,3.062042442804301,-59.44356631108508,1.061240848856086,False,False,2
11,8,100.0,10.0,1.0,20.0,300.0,0.02,31.33431191819343,42.86070493751033,63.21080474983633,19.64132528319272,26.933752578032326,3.8793964634034164,70.3599176267254,0.13521069135957658,0.9993280172348022,3.031600394583404,-59.62276392691249,1.060632007891668,False,False,2
12,8,100.0,10.0,1.0,20.0,300.0,0.02,31.55667242199078,42.78673809621925,63.941209338121865,21.096060172022696,31.025013279644423,3.7790086794300253,68.10462485844756,0.131717292025804,0.9991796612739563,3.0876209944691153,-60.19501683165593,1.0617524198893824,False,False,2
13,8,100.0,10.0,1.0,20.0,300.0,0.02,31.64075590737156,42.74672733178748,64.45163465377745,20.374286453224048,26.36448902120859,3.665899717127186,65.63796484924136,0.12777683931206635,0.9992123246192932,3.011525359943432,-60.76276317540924,1.0602305071988687,False,False,2
14,8,100.0,10.0,1.0,20.0,300.0,0.02,31.821288307857778,42.67950708150013,65.0878537761871,22.157021004116075,29.61218643745508,3.563162638582659,63.49088224961639,0.12419994662965478,0.9989255666732788,3.068080195265802,-61.4130967505769,1.061361603905316,False,False,2
15,8,100.0,10.0,1.0,20.0,300.0,0.02,31.570364457946244,42.6450967195837,65.61847796734959,20.873782139508293,27.96180868888559,3.443429812483145,61.2550939861799,0.12002922074336157,0.99907386302948,3.2703984500226517,-62.051795435296626,1.065407969000453,False,False,2
16,8,100.0,10.0,1.0,20.0,300.0,0.02,31.676716025952498,42.608130001089464,66.32454159770893,20.22124770461297,25.312552948457224,3.325160077599093,59.22038178921399,0.11590644079988051,0.998783528804779,3.4132435173856255,-59.76135519633195,1.0682648703477124,False,False,2
17,8,100.0,10.0,1.0,20.0,300.0,0.02,31.39434561384352,42.5829237104782,66.74480381198282,20.56544253053663,28.06546492668466,3.2271844381985133,57.675275611987466,0.1124933228785359,0.998841404914856,3.3525344403844572,-60.0760481527243,1.0670506888076892,False,False,2
18,8,100.0,10.0,1.0,20.0,300.0,0.02,31.53961074786367,42.559294354445036,67.30303401692596,19.490933683508192,25.88522281115949,3.148583428141753,56.40816368722512,0.10975864690603876,0.9984035491943359,4235.949233849826,-60.46133410829958,85.71898467699651,False,False,3
19,8,100.0,10.0,1.0,20.0,300.0,0.02,31.23828058002405,42.541105886185655,67.80064031809046,18.38457110147758,26.52662360962339,3.0750341404146084,55.24464270043841,0.10719702395845163,0.998528242111206,3.451824953391815,-59.4049205757363,1.0690364990678363,False,False,2
20,8,100.0,10.0,1.0,20.0,300.0,0.02,31.393554484375194,42.51771514094012,68.2019211467748,17.938283527035665,27.65582570021611,3.0132315729955,54.20233250904557,0.10504468022936289,0.9981995224952698,3.4671658336419955,-59.55357881756527,1.0693433166728399,False,False,2
21,8,100.0,10.0,1.0,20.0,300.0,0.02,31.172583993473804,42.51475750956546,68.69580131251405,16.923535637641653,26.507986947167417,2.9621537516613485,53.2094327715977,0.10326440229465197,0.9983093738555908,3.41196709613554,-60.17362534273465,1.0682393419227108,False,False,2
22,8,100.0,10.0,1.0,20.0,300.0,0.02,31.306447259033693,42.50508892860364,69.05924082118183,16.07926807905948,24.41818343912027,2.9252174496766408,52.42271143325779,0.10197931248209227,0.9979287385940552,3.469855248448147,-60.800746644982304,1.069397104968963,False,False,2
23,8,100.0,10.0,1.0,20.0,300.0,0.02,31.104295567042584,42.504698469390085,69.44335507344665,15.641409447672267,24.044290368392215,2.8956413276239648,51.724118781643654,0.10095073446912327,0.9979139566421509,3.468797356716108,-61.688582786595866,1.069375947134322,False,False,2
24,8,100.0,10.0,1.0,20.0,300.0,0.02,31.202585506576522,42.50417419704725,69.81710256800497,14.807006637178484,22.773769480991366,2.8730074950788147,51.13284523421831,0.10016563713284783,0.9974348545074463,3.459516975491365,-62.53791579531361,1.0691903395098272,False,False,2
25,8,100.0,10.0,1.0,20.0,300.0,0.02,30.992801711901038,42.50353319821265,70.16999936809523,14.848806778774751,22.838599653684316,2.855314988602142,50.62902704772432,0.09955221287604497,0.9975560307502747,3.421443080165929,-63.22829307166442,1.0684288616033186,False,False,2
26,8,100.0,10.0,1.0,20.0,300.0,0.02,31.207190572992076,42.512588270042386,70.4699246577618,14.487181341134505,22.430927125973504,2.841439085742896,50.19042793636441,0.09907279402923763,0.9971668720245361,3.406891591999003,-63.738914163309566,1.0681378318399801,False,False,2
27,8,100.0,10.0,1.0,20.0,300.0,0.02,31.000476060872423,42.508272244997166,70.59227521497915,13.929299462117054,21.624362249253107,2.829361225930619,49.77397296242171,0.09865596706303868,0.9972283840179443,3.3343908852866813,-64.68153566084482,1.0666878177057337,False,False,2
28,8,100.0,10.0,1.0,20.0,300.0,0.02,31.26913190935737,42.50356848736699,70.3359228994553,13.195072715375948,22.388279421258094,2.816760540920151,49.3782626055495,0.0982208655592108,0.9968218207359314,3.2890649789985362,-65.2383014051467,1.0657812995799707,False,False,2
29,8,100.0,10.0,1.0,20.0,300.0,0.02,31.18595545808563,42.5009024423665,70.14078144586456,12.999059057602842,22.79717209222351,2.8072801182437304,49.054035158494415,0.09789418499907378,0.996860146522522,3.187170684501258,-65.53010185417803,1.0637434136900252,False,False,2
30,8,100.0,10.0,1.0,20.0,300.0,0.02,31.322845728747126,42.49240335470461,69.9506897160454,12.803139632547923,22.958260135309008,2.796890999152875,48.73761164020756,0.09753657515256049,0.9962817430496216,3.081609137289996,-65.96380242136772,1.0616321827458,False,False,2
31,8,100.0,10.0,1.0,20.0,300.0,0.02,31.204292702074323,42.49096094947624,69.73577581025933,13.7153047585888,24.576705115861238,2.7821417323621573,48.326364739949106,0.0970262816031103,0.9962407946586609,2.9260211890880923,-66.6503465313393,1.0585204237817618,False,False,2
32,8,100.0,10.0,1.0,20.0,300.0,0.02,31.334594677832524,42.494640600838274,69.64718367306797,13.559925449903591,25.263309541888162,2.763432902161204,47.861011056230204,0.09637859471889566,0.9955841302871704,2.8056318209697526,-67.38231650631684,1.0561126364193951,False,False,2
33,8,100.0,10.0,1.0,20.0,300.0,0.02,31.22740495906815,42.49699985149717,69.50699832816116,14.001823470333429,26.655011286855583,2.7457399067672226,47.42013591866636,0.09576586381053055,0.9954642653465271,2.6200332779553976,-67.9696598822067,1.052400665559108,False,False,2
34,8,100.0,10.0,1.0,20.0,300.0,0.02,31.4649724412102,42.51065760015039,69.41369456074416,14.355320903906982,27.93415556332353,2.7264957726238594,46.9633317364731,0.09509967883342522,0.9949342012405396,2.4867691511528065,-68.39341569537052,1.049735383023056,False,False,2
35,8,100.0,10.0,1.0,20.0,300.0,0.02,31.408297587818208,42.52154861741373,69.32752687139933,14.416492507577885,28.710168588540384,2.704343863127998,46.46017089896064,0.09433205734445167,0.9950125217437744,2.358496909469439,-68.47758198920421,1.0471699381893889,False,False,2
36,8,100.0,10.0,1.0,20.0,300.0,0.02,31.691615814607115,42.54137051066745,69.26434097645695,15.101652402431126,29.797337716119046,2.6789201484140746,45.92060802606317,0.09345064468111493,0.9943100810050964,2.757298768855087,-68.70526824082438,1.0551459753771018,False,False,2
37,8,100.0,10.0,1.0,20.0,300.0,0.02,31.63312236832078,42.56199948461746,69.24013738777428,15.461000707358968,30.513331930487936,2.6436536389960534,45.23805251464817,0.0922257567145104,0.9945060610771179,2.996380284087673,-68.77078720271888,1.0599276056817535,False,False,2
38,8,100.0,10.0,1.0,20.0,300.0,0.02,31.893708843338825,42.58926633258967,69.20413134509654,15.8088758772281,31.452017781272588,2.6101547848879667,44.565921629730894,0.09106341552435297,0.9935042262077332,3.234713249704547,-68.80719590840144,1.064694264994091,False,False,2
39,8,100.0,10.0,1.0,20.0,300.0,0.02,31.854607673801738,42.619586989569186,69.21464628978234,16.988205812222603,34.879161098043916,2.5678482894609376,43.75838086556934,0.0895934379431825,0.9935258030891418,3.5588763641478867,-68.94137483875974,1.0711775272829578,False,False,2
40,8,100.0,10.0,1.0,20.0,300.0,0.02,32.2296091727824,42.66177243609725,69.2115881240848,17.38863566820881,34.34762378498873,2.522295353480126,42.92761726109862,0.08801417089686644,0.9922650456428528,3.9196704321857303,-69.19276580314238,1.0783934086437146,False,False,1
41,8,100.0,10.0,1.0,20.0,300.0,0.02,32.24512669358512,42.703323045508924,69.29179127954077,17.31205025460017,33.82052569640489,2.4679618269323385,42.03302874825944,0.08612673774648087,0.9929965734481812,4.2369003106177825,-68.92972565407545,1.0847380062123557,False,False,1
42,8,100.0,10.0,1.0,20.0,300.0,0.02,32.68351990818131,42.75397891655103,69.32737036758715,17.076662306042795,34.513303442984764,2.416149513207677,41.19735703279384,0.08432634280301299,0.9922620058059692,4.576988768966576,-65.99199662795064,1.0915397753793314,False,False,1
43,8,100.0,10.0,1.0,20.0,300.0,0.02,32.920104634272306,42.812684411934846,69.42016597120782,16.590249775700286,33.652975252332695,2.3602401189662876,40.33222500209292,0.08238189951284282,0.9929802417755127,4.933842253792772,-63.62970137456492,1.0986768450758555,False,False,1
44,8,100.0,10.0,1.0,20.0,300.0,0.02,33.14683209022545,42.858904886995006,69.52952696262783,16.723902612362032,35.293463204240254,2.3044736829809653,39.44120893725003,0.08044241398230516,0.9916613698005676,5.180491153755131,-61.57401088790444,1.1036098230751026,False,False,1
45,8,100.0,10.0,1.0,20.0,300.0,0.02,33.28185472636587,42.90931997513643,69.51124376914512,17.23693614269742,34.069086928777686,2.2496581489648935,38.60129428532732,0.07853630971008359,0.9924862384796143,5.445461190811711,-60.580405657929774,1.1089092238162341,False,False,1
46,8,100.0,10.0,1.0,20.0,300.0,0.02,33.704143724692535,42.969553090645185,69.69624872724579,16.77602949879848,33.52967689293601,2.1975274577468555,37.85737751288334,0.07672254850159768,0.9913840293884277,5.663590173491841,-59.24010906685893,1.1132718034698368,False,False,1
47,8,100.0,10.0,1.0,20.0,300.0,0.02,33.77336888371727,43.0154271326429,69.67763786539761,16.163640187421777,31.663069202828794,2.1447685040499938,37.15572130633529,0.07488448680792105,0.9925838112831116,5.862865265757844,-58.29913482073758,1.1172573053151569,False,False,1
