step,N,grid_size,k_attr,k_rep,sigma_rep,amp_rep,eta,min_spacing,mean_spacing,max_spacing,mean_force_norm,max_force_norm,mean_potential,var_potential,mean_need,max_need,lambda_max_real,lambda_min_real,spectral_radius_I_plus_etaJ,continuous_stable,discrete_stable,num_eig_pos_real
0,8,100.0,10.0,20.0,20.0,300.0,0.02,15.091465591669616,39.23018197742334,63.987839609470164,3961.903038950373,6720.531389130271,10.604225672747448,179.20599408499606,0.35606070883734253,1.0,676.876191393218,-715.545607005693,14.537523827864362,False,False,6
1,8,100.0,10.0,20.0,20.0,300.0,0.02,7.0364788342871964,40.522785888794694,58.10902141241133,3552.680557813381,6147.118342723333,8.682239101443988,161.9570788259148,0.29209408097391615,1.0,1490.5906798319743,-677.0708613141021,30.811813596639485,False,False,4
2,8,100.0,10.0,20.0,20.0,300.0,0.02,1.5285227309564382,39.43441747569049,63.465911085192964,3804.507400713381,6092.317960239256,8.046586105222904,141.3336860872677,0.2756430357784196,0.9999951720237732,7523.818427860562,-723.9707514751523,151.47636855721126,False,False,5
3,8,100.0,10.0,20.0,20.0,300.0,0.02,7.630939417033479,35.40389222411147,68.9621030404882,4540.285540213624,7379.260625411395,8.726567534922728,155.07517854110407,0.2956546441340402,0.9999999403953552,1545.001457213343,-835.2794966641197,31.90002914426686,False,False,6
4,8,100.0,10.0,20.0,20.0,300.0,0.02,15.11556245189469,39.680275144858335,63.29981501298789,5278.725525488602,7418.911553644562,10.72034709723768,182.82748458009385,0.35779317130573907,1.0,508.4474709467211,-679.7698732979686,12.595397465959373,False,False,5
5,8,100.0,10.0,20.0,20.0,300.0,0.02,9.374834401129254,38.23385140145135,56.09769297552677,3401.8756423648524,5488.448953521863,7.410848203517696,134.9221596774325,0.2517529454120763,0.9999998211860657,1056.8440465815327,-725.9355053401433,22.136880931630653,False,False,4
6,8,100.0,10.0,20.0,20.0,300.0,0.02,12.461517608935223,38.104318457519625,58.66826384381287,4453.667700050733,8244.716917263466,8.266614318337659,136.750276542045,0.2812098522834796,0.9999970197677612,770.7614502223983,-764.6138000012725,16.415229004447966,False,False,6
7,8,100.0,10.0,20.0,20.0,300.0,0.02,11.524090238890672,39.842376373966616,66.2762060317815,4553.911299735861,7765.052972277743,10.000799404702697,170.80092725075525,0.33635143297403075,1.0,795.9948868888769,-692.4846183617601,16.91989773777754,False,False,5
8,8,100.0,10.0,20.0,20.0,300.0,0.02,5.495592557578552,42.13528867753922,68.97804259907127,4103.554860965292,6568.453741655769,7.703940736595224,140.2813008217877,0.26141722713432475,0.9999995827674866,2052.571079787273,-618.5139899145017,42.05142159574546,False,False,5
9,8,100.0,10.0,20.0,20.0,300.0,0.02,10.344979837464734,41.334074210957105,65.50111214301633,2679.652373394558,5450.422313288151,7.104947347885195,129.16935758040992,0.2441944779325813,0.9999998807907104,1098.004473802625,-637.7912351069085,22.9600894760525,False,False,6
10,8,100.0,10.0,20.0,20.0,300.0,0.02,5.177588777548163,35.02295804323465,58.50614677576366,4926.37746025706,7839.518031429643,8.80230646117966,140.69513817332484,0.3030811571413912,0.9999549984931946,2349.3938808419357,-917.4932455606079,47.987877616838716,False,False,7
11,8,100.0,10.0,20.0,20.0,300.0,0.02,3.278216027019022,39.68884301054117,62.21208563956028,8173.92881058141,13867.239588617254,12.31657635890062,188.89209440968418,0.4124758616831381,1.0,3551.7468422147035,-691.6779048823817,72.03493684429407,False,False,4
12,8,100.0,10.0,20.0,20.0,300.0,0.02,12.970524268038972,39.69576555817478,58.78452561213374,3874.9051687767924,8181.73042540657,7.415605843182576,135.196601229149,0.25264421219607114,0.9999984502792358,793.3604316266382,-705.4419306598395,16.867208632532765,False,False,5
13,8,100.0,10.0,20.0,20.0,300.0,0.02,2.8317897484691605,35.11620117985731,58.13351524817667,3123.2148273800995,5778.187331230296,8.08046012013407,143.92123943137997,0.2740956055582569,0.9999952912330627,4390.930794984455,-815.7063442218563,88.8186158996891,False,False,6
14,8,100.0,10.0,20.0,20.0,300.0,0.02,2.444701279106899,35.21688452993805,58.073602360061265,8136.780845351405,14376.6039141174,12.067971296513623,173.07424849220243,0.41114135892185993,0.9999999403953552,5564.859312628794,-778.9687724069272,112.29718625257588,False,False,5
15,8,100.0,10.0,20.0,20.0,300.0,0.02,7.072265588406524,36.26721381109478,55.881610175627074,7085.92404056528,15743.753658339545,10.452834642472165,169.18079067019627,0.3536842223839663,1.0,1929.0400242779763,-791.7786847775843,39.58080048555953,False,False,6
16,8,100.0,10.0,20.0,20.0,300.0,0.02,11.69151099445727,40.31391939513645,64.31461848419144,6251.144874744445,12004.263723556438,10.977803650476645,187.95777724755226,0.36644504387622684,1.0,814.1346808462022,-643.1545700411805,17.282693616924043,False,False,5
17,8,100.0,10.0,20.0,20.0,300.0,0.02,13.776009554109184,39.77782032267887,61.64020712374453,4600.673321854076,5354.317792061175,8.770824904273375,152.10024784984225,0.29876970220805393,0.9999999403953552,588.4370890062379,-765.0122793918008,14.300245587836017,False,False,5
18,8,100.0,10.0,20.0,20.0,300.0,0.02,10.190487516373468,40.76512985281705,60.93864663762893,4394.263232762737,5518.808218613493,8.480153370001972,144.55795030610176,0.2898803630688258,0.9999989867210388,1014.3935321129579,-679.4372378495411,21.287870642259158,False,False,4
19,8,100.0,10.0,20.0,20.0,300.0,0.02,9.922400935857546,39.830013715507484,63.81705227041916,3147.8340079672917,4705.64397509351,7.795595908312659,133.43086677713762,0.2678986264075895,0.999994695186615,966.0680086681834,-741.3224658239313,20.32136017336367,False,False,5
20,8,100.0,10.0,20.0,20.0,300.0,0.02,3.9449728286879955,39.92796473255152,64.71571650336864,4116.17293933719,6302.134718931654,8.959565707940461,155.5783426206796,0.30375193088644603,0.9999999403953552,2893.519589298518,-641.6775382498596,58.87039178597036,False,False,4
21,8,100.0,10.0,20.0,20.0,300.0,0.02,9.12905157964846,34.73138449686872,59.905248283773766,4282.5690044394705,7345.174242229756,8.992226147330218,156.52792746811957,0.3053303442727096,0.9999999403953552,1257.498302941449,-881.9492265632,26.149966058828984,False,False,7
22,8,100.0,10.0,20.0,20.0,300.0,0.02,3.066728504252037,34.76422329896378,66.6080399486248,7066.296886231288,10446.319119456644,12.014299993834424,187.12771277050658,0.4044767715452238,1.0,3746.9397443432563,-895.5219126809831,75.93879488686513,False,False,6
23,8,100.0,10.0,20.0,20.0,300.0,0.02,5.294315764613236,33.41876081033273,55.16480015885511,8004.983569290789,14407.940776862159,13.298302889667221,195.7139263376384,0.44720961545739885,1.0,2548.1895868551674,-878.7044152934412,51.96379173710335,False,False,7
24,8,100.0,10.0,20.0,20.0,300.0,0.02,15.105192042682098,40.14794470382975,59.121485847843864,6868.5144787472,13719.51734810515,13.744212208013895,203.01802667599264,0.4583932689685953,1.0,524.0064893393771,-660.7382880876271,12.214765761752542,False,False,5
25,8,100.0,10.0,20.0,20.0,300.0,0.02,9.285324167657667,40.0688459382538,59.13520383863066,2758.4135255775245,6264.981524421563,7.381156634524627,136.8945523598125,0.2507738896315848,0.999998927116394,996.2212529597462,-700.2445200902058,20.924425059194924,False,False,4
26,8,100.0,10.0,20.0,20.0,300.0,0.02,9.095007188240892,35.967786186678914,68.71203706506749,3080.5334806196597,8260.812540149302,7.882895692181151,136.87943286708477,0.26868772869914304,0.9999994039535522,1352.4848449031751,-893.2774047849754,28.0496968980635,False,False,7
27,8,100.0,10.0,20.0,20.0,300.0,0.02,4.313815417332903,35.127371366483175,56.37440662311443,6576.433248334778,10646.567039535837,11.352084972495398,177.4335768423431,0.3837340934167079,1.0,2813.6786537850344,-973.0463104307468,57.27357307570069,False,False,6
28,8,100.0,10.0,20.0,20.0,300.0,0.02,8.044488407610046,32.91809948496231,61.29478455843698,5278.085956064344,10195.941314790503,12.06628325540754,191.62553062260517,0.4030484456599955,1.0,1568.3907052720713,-893.1350407262859,32.367814105441425,False,False,6
29,8,100.0,10.0,20.0,20.0,300.0,0.02,8.520943393691386,40.31027879725981,64.79969327287996,7913.683419262119,12453.185419117623,13.010754954328062,195.07667086434566,0.43369938859652596,1.0,1327.6732218005905,-812.3224014957883,27.553464436011808,False,False,6
30,8,100.0,10.0,20.0,20.0,300.0,0.02,17.703921167108756,41.602985768548834,64.37794514857593,6598.679304617175,10216.720825192813,11.43974791040285,176.4137595572144,0.39084102489630823,1.0,433.00450489646323,-668.188012419792,12.36376024839584,False,False,4
31,8,100.0,10.0,20.0,20.0,300.0,0.02,10.226958978094219,39.092301789017725,65.93670830683041,2846.7195675627117,4259.325277931933,6.566789215000951,119.78806439852167,0.22465550288668973,0.9999988675117493,1043.6233596347386,-814.9490422341678,21.87246719269477,False,False,6
32,8,100.0,10.0,20.0,20.0,300.0,0.02,3.301496922286838,37.20051976912293,65.18272734489238,4555.469412981172,8387.121354693823,10.920274087312876,180.5762472040895,0.3674053762451762,1.0,3297.175205743305,-925.5877407436082,66.9435041148661,False,False,5
33,8,100.0,10.0,20.0,20.0,300.0,0.02,2.965058178936924,34.25712213697549,63.04509548054483,6089.546965110647,8391.539629501145,11.266445923819981,175.5037956409183,0.38108118027984433,0.9999999403953552,3785.7691092559658,-858.3228320792595,76.71538218511931,False,False,5
34,8,100.0,10.0,20.0,20.0,300.0,0.02,3.3671622784979065,37.77409722941064,63.4923274056443,5462.804766481809,9555.604488204766,11.373036321243115,191.09722033931445,0.37756756817162385,1.0,3328.6141135936755,-821.0200371512741,67.5722822718735,False,False,6
35,8,100.0,10.0,20.0,20.0,300.0,0.02,8.394594273750826,40.313717896652506,68.41027834246299,4995.604502782438,7368.764147281408,10.85886044151322,180.0994321644585,0.3663285268891217,1.0,1168.697350293302,-750.3840608939848,24.37394700586604,False,False,6
36,8,100.0,10.0,20.0,20.0,300.0,0.02,8.467215498557321,37.911153727073966,59.89601463853555,4349.57686926695,7042.882749497534,11.336965319609117,178.58228251300892,0.3872482635409417,0.9999998807907104,1388.0564805565405,-838.8172369287228,28.76112961113081,False,False,6
37,8,100.0,10.0,20.0,20.0,300.0,0.02,7.299841353032152,39.082484041239816,67.60005121853642,4938.665648325982,9634.353324417463,10.464322692347094,168.60677203925047,0.3559652592604175,0.9999998807907104,1429.7230134206623,-785.9107671869482,29.594460268413247,False,False,6
38,8,100.0,10.0,20.0,20.0,300.0,0.02,4.692155697514936,37.74058912458948,64.72687470802227,7416.957536499845,10134.921788319145,12.152655822706148,180.344436334878,0.41411271164224184,1.0,2354.095699821588,-840.0075289031793,48.08191399643176,False,False,6
39,8,100.0,10.0,20.0,20.0,300.0,0.02,15.664750124539347,40.79948791199006,63.108478926427836,5948.030135464086,10454.84804697288,10.107566151281556,166.96720028101612,0.34332813152456776,0.9999998807907104,506.1692298726048,-716.5442467688713,13.330884935377426,False,False,4
40,8,100.0,10.0,20.0,20.0,300.0,0.02,6.16909039762889,39.12704323849937,63.10013588427303,3440.300028651187,5250.982731396468,7.661386780388617,137.91281548497994,0.2620795206134701,0.9999997615814209,1792.1387142405422,-746.5346717823303,36.842774284810844,False,False,6
41,8,100.0,10.0,20.0,20.0,300.0,0.02,12.032036173860677,38.81507357610617,65.15026869818296,5760.879822140388,8996.299222436437,11.227018523936046,178.62463638495825,0.38052198792053327,1.0,1184.208217786271,-816.9752532976491,24.68416435572542,False,False,6
42,8,100.0,10.0,20.0,20.0,300.0,0.02,19.41708368212239,41.59312190672966,65.1371535750614,3996.30742048501,8140.943377107943,9.020710442599041,154.90813349035236,0.30672834897782575,0.9999993443489075,395.6501935078081,-669.4102305851151,12.388204611702301,False,False,4
43,8,100.0,10.0,20.0,20.0,300.0,0.02,15.082125489544538,38.320562814281814,62.52797791549845,2138.3099063607397,4069.4813578879202,5.973723555247253,106.12236381717119,0.20536048176214022,0.999973714351654,556.4879012026436,-749.8536733753979,13.997073467507958,False,False,5
44,8,100.0,10.0,20.0,20.0,300.0,0.02,15.608041326321969,37.56384232056634,57.99047198419731,5640.55379507599,7036.643818580347,10.588582409539713,174.19149165566586,0.35797636153935974,0.9999999403953552,520.3848138650472,-791.8089764458869,14.836179528917738,False,False,6
45,8,100.0,10.0,20.0,20.0,300.0,0.02,8.074866659878014,34.544533135560144,59.48285805682517,4119.450637334006,6522.25286864804,9.92293398345048,172.8116942960299,0.33321559705902365,1.0,1125.0910799167066,-812.5772372341979,23.501821598334132,False,False,5
46,8,100.0,10.0,20.0,20.0,300.0,0.02,12.275925531172255,37.759079526767536,55.84173990471734,7301.484241870661,11138.339779202544,11.779330266975851,189.50154211817767,0.39311305892814247,1.0,685.7162912649128,-814.7392814267456,15.294785628534914,False,False,5
