strategy,n_seeds,final_coverage_mean,final_coverage_std,final_redundancy_mean,final_redundancy_std,final_affinity_mean,final_affinity_std,num_viewpoints_mean,num_viewpoints_std,num_iterations_mean,num_iterations_std,simulation_time_mean,simulation_time_std,coverage_auc_mean,coverage_auc_std,redundancy_auc_mean,redundancy_auc_std,affinity_auc_mean,affinity_auc_std
sa,10,0.9945,0.0023,0.9215,0.0425,3.0137,0.4316,8.1,0.9434,138.7,44.2336,31.4208,10.2859,28.9896,9.9832,25.1204,9.3185,84.4415,33.5064
