iteration,coverage,redundancy,affinity,time
0,0.894388,0.227415,1.259000,0.161464
1,0.898804,0.216375,1.246878,0.417111
2,0.901932,0.200000,1.226030,0.688616
3,0.907084,0.198344,1.221095,1.056549
4,0.910948,0.199264,1.221773,1.426155
5,0.913891,0.202576,1.226092,1.793734
6,0.915547,0.216191,1.241559,2.163696
7,0.917019,0.232567,1.260433,2.532920
8,0.947930,0.520699,1.677407,2.944935
9,0.950874,0.519779,1.708204,3.373624
10,0.951794,0.521067,1.722791,3.797322
11,0.951242,0.519963,1.734043,4.228964
12,0.953634,0.523459,1.741848,4.664343
13,0.953634,0.517755,1.736639,5.100885
14,0.955842,0.512236,1.730703,5.529305
15,0.961546,0.511316,1.725794,5.958696
16,0.967433,0.512971,1.722708,6.390848
17,0.968905,0.518307,1.725978,6.818759
18,0.970377,0.519227,1.724687,7.254951
19,0.969457,0.518859,1.723287,7.684375
20,0.969273,0.522171,1.722096,8.115667
21,0.968721,0.517755,1.716429,8.544765
22,0.968905,0.518123,1.716103,8.981562
23,0.969641,0.519227,1.713472,9.416420
24,0.969089,0.516835,1.706474,9.852383
25,0.971297,0.520699,1.709036,10.298434
26,0.971481,0.516099,1.698674,10.732485
27,0.971113,0.518491,1.697992,11.163827
28,0.970929,0.515179,1.688838,11.596318
29,0.969641,0.514627,1.686338,12.034939
30,0.969089,0.512052,1.675717,12.464486
31,0.970377,0.511132,1.665339,12.901257
32,0.971849,0.511132,1.660924,13.331606
33,0.971113,0.508556,1.650246,13.768313
34,0.970561,0.510764,1.643791,14.204529
35,0.972953,0.511316,1.634455,14.635255
36,0.980313,0.567801,2.049925,15.114892
