iteration,coverage,redundancy,affinity,time
0,0.947093,0.389258,1.449235,0.163424
1,0.947495,0.396701,1.461146,0.621499
2,0.940253,0.370750,1.442020,0.994585
3,0.941460,0.350634,1.422650,1.367164
4,0.940253,0.352444,1.422550,1.738854
5,0.944679,0.346409,1.407794,2.112932
6,0.946490,0.359485,1.422742,2.488690
7,0.943271,0.370952,1.433994,2.867032
8,0.941460,0.375780,1.443590,3.246161
9,0.946892,0.373366,1.438071,3.627769
10,0.953732,0.373768,1.438726,4.009569
11,0.952525,0.376383,1.443717,4.389908
12,0.949306,0.367934,1.436321,4.771873
13,0.948501,0.366325,1.432662,5.154866
14,0.951116,0.356870,1.417724,5.539386
15,0.947898,0.359284,1.418718,5.925021
16,0.941662,0.361094,1.421705,6.309791
17,0.939248,0.366727,1.426430,6.698046
18,0.957554,0.613961,1.797269,7.107415
19,0.970227,0.651579,1.846361,7.530701
20,0.976061,0.693221,1.892209,7.958717
21,0.980688,0.710320,1.902974,8.387352
22,0.980286,0.710119,1.903140,8.818139
23,0.981895,0.694227,1.882196,9.252498
24,0.980688,0.683565,1.864000,9.684091
25,0.980889,0.675920,1.844340,10.116344
26,0.981090,0.667874,1.825918,10.549599
27,0.979079,0.659626,1.807890,10.982633
28,0.977067,0.655804,1.800700,11.417119
29,0.978274,0.650171,1.797450,11.852579
30,0.978274,0.644941,1.788813,12.289788
31,0.979682,0.641320,1.783368,12.733034
32,0.981090,0.639107,1.778552,13.177397
33,0.983705,0.634480,1.772393,13.621975
34,0.983504,0.619191,1.756596,14.065149
35,0.984309,0.613760,1.747803,14.515240
36,0.985717,0.606317,1.743878,14.966586
37,0.985918,0.617783,1.757396,15.412927
38,0.984912,0.616576,1.760008,15.859412
39,0.984510,0.606115,1.750511,16.307743
40,0.985315,0.595856,1.732340,16.760764
41,0.986119,0.590424,1.729906,17.212020
42,0.986321,0.600282,1.740159,17.663664
43,0.986924,0.599276,1.737260,18.116909
44,0.985516,0.607322,1.750561,18.573311
45,0.986522,0.721384,2.135808,19.053262
46,0.988131,0.729431,2.129886,19.550021
47,0.983102,0.726212,2.111316,20.052417
48,0.980688,0.716154,2.063590,20.583690
49,0.978676,0.699658,2.017061,21.111424
50,0.981493,0.687186,1.986063,21.611661
51,0.978073,0.675317,1.968531,22.151861
52,0.978073,0.659626,1.941588,22.650446
53,0.976262,0.666264,1.953431,23.159636
54,0.977067,0.665258,1.954705,23.668939
55,0.976665,0.674110,1.968280,24.211476
56,0.981694,0.667471,1.956762,24.726042
57,0.981895,0.656407,1.943864,25.267357
58,0.983504,0.641320,1.928820,25.818235
59,0.982901,0.643935,1.934097,26.345512
60,0.981493,0.645343,1.932773,26.891648
61,0.984912,0.664253,1.963848,27.437198
62,0.982700,0.671897,1.975435,27.979652
63,0.984711,0.682760,1.989173,28.523056
64,0.983102,0.681955,1.986086,29.051031
65,0.979481,0.674512,1.985007,29.582370
66,0.979481,0.676725,1.987266,30.114022
67,0.980286,0.661839,1.962241,30.678019
68,0.980688,0.657815,1.959795,31.211417
69,0.982096,0.656206,1.955756,31.748276
70,0.982498,0.657815,1.954341,32.311923
71,0.982297,0.659626,1.962523,32.885651
72,0.981895,0.661839,1.973571,33.449331
73,0.984309,0.671897,1.983650,33.988068
74,0.982498,0.677127,1.993038,34.569691
75,0.981493,0.776303,2.294528,35.157323
76,0.984711,0.748944,2.213483,35.765033
77,0.983303,0.752967,2.230769,36.372714
78,0.987930,0.756588,2.244349,36.979226
79,0.991149,0.760410,2.247006,37.594671
