x,y,z
-114.471,316.687,-215.883
-267.278,-61.515,291.167
362.378,-12.9755,168.859
43.8644,-396.127,34.053
186.37,-25.6794,-352.997
-246.414,-161.479,-270.563
-29.4756,289.469,274.48
