Timestep,CoverageScore
0,0.8722
1,0.8813
2,0.8831
3,0.8796
4,0.8831
5,0.8891
6,0.8907
7,0.8877
8,0.9182
9,0.9192
10,0.9169
11,0.9202
12,0.9178
13,0.9182
14,0.9163
15,0.9180
16,0.9208
17,0.9173
18,0.9173
19,0.9167
20,0.9169
21,0.9206
22,0.9167
23,0.9151
24,0.9147
25,0.9105
26,0.9077
27,0.9120
28,0.9111
29,0.9112
30,0.9351
31,0.9351
32,0.9309
33,0.9243
34,0.9252
35,0.9252
36,0.9248
37,0.9256
38,0.9235
39,0.9245
40,0.9221
41,0.9198
42,0.9211
43,0.9200
44,0.9184
45,0.9188
46,0.9167
47,0.9178
48,0.9169
49,0.9153
50,0.9161
51,0.9149
52,0.9338
53,0.9336
54,0.9322
55,0.9318
56,0.9295
57,0.9309
58,0.9283
59,0.9272
60,0.9278
61,0.9291
62,0.9274
63,0.9262
64,0.9279
65,0.9293
66,0.9289
67,0.9281
68,0.9309
69,0.9311
70,0.9307
71,0.9328
72,0.9326
73,0.9307
74,0.9413
75,0.9439
76,0.9472
77,0.9522
78,0.9524
79,0.9561
80,0.9563
81,0.9565
82,0.9536
83,0.9514
84,0.9503
85,0.9476
86,0.9448
87,0.9452
88,0.9458
89,0.9446
90,0.9487
91,0.9511
92,0.9507
93,0.9485
94,0.9536
95,0.9514
96,0.9540
97,0.9524
98,0.9516
99,0.9575
100,0.9608
101,0.9610
102,0.9573
103,0.9592
104,0.9575
105,0.9586
106,0.9582
107,0.9596
108,0.9594
109,0.9633
110,0.9625
111,0.9617
112,0.9621
113,0.9615
114,0.9623
115,0.9637
116,0.9608
117,0.9621
118,0.9590
119,0.9608
120,0.9629
121,0.9683
122,0.9709
123,0.9748
124,0.9767
125,0.9767
126,0.9763
127,0.9765
128,0.9767
129,0.9769
130,0.9765
131,0.9765
132,0.9769
133,0.9775
134,0.9765
135,0.9767
136,0.9761
137,0.9749
138,0.9749
139,0.9738
140,0.9753
141,0.9759
142,0.9763
143,0.9779
144,0.9808
