iteration,coverage,redundancy,affinity,time
0,0.720564,0.406173,1.621277,0.182427
1,0.765536,0.370605,1.555674,0.626536
2,0.820728,0.356092,1.506600,0.982334
3,0.846280,0.335854,1.474638,1.339738
4,0.826247,0.297833,1.425532,1.691641
5,0.810507,0.313778,1.464565,2.043831
6,0.848528,0.367743,1.524211,2.399732
7,0.834832,0.376329,1.521303,2.761853
8,0.883892,0.585446,1.787928,3.145664
9,0.947465,0.534546,1.684358,3.550434
10,0.926206,0.470973,1.614434,4.048745
11,0.967498,0.468111,1.587577,4.548887
12,0.952576,0.410466,1.523820,5.047642
13,0.940106,0.426819,1.560122,5.555172
14,0.942355,0.455233,1.629935,6.063116
15,0.946648,0.463614,1.649752,6.576387
16,0.948487,0.446239,1.633190,7.085810
17,0.959526,0.466885,1.652322,7.599943
18,0.957073,0.475470,1.668731,8.116174
19,0.957686,0.483238,1.686019,8.634801
20,0.967907,0.488757,1.687223,9.153186
21,0.973426,0.487326,1.681856,9.671964
22,0.969338,0.468111,1.659426,10.186744
23,0.969133,0.469542,1.663362,10.710897
24,0.978741,0.478741,1.670844,11.233113
25,0.986100,0.488757,1.689469,11.843606
26,0.985691,0.505110,1.715263,12.455421
27,0.983851,0.500204,1.701849,13.062785
28,0.983034,0.489984,1.684966,13.679457
29,0.983647,0.468724,1.655860,14.294638
30,0.977719,0.464636,1.662137,14.913998
31,0.982829,0.471791,1.674501,15.531701
32,0.981807,0.480172,1.686238,16.149623
33,0.986917,0.484669,1.686827,16.770874
34,0.987531,0.494890,1.694266,17.400365
35,0.988144,0.504702,1.708937,18.027829
36,0.989984,0.502453,1.702457,18.653260
37,0.987939,0.499796,1.700600,19.278752
38,0.987122,0.493868,1.688755,19.908649
39,0.987122,0.484056,1.678401,20.538312
40,0.985078,0.485691,1.676074,21.166941
41,0.986100,0.484669,1.672056,21.797693
42,0.992028,0.554783,1.995467,22.501466
