iteration,coverage,redundancy,affinity,time
0,0.942925,0.146254,1.160992,0.153454
1,0.946294,0.121681,1.134241,0.475542
2,0.943718,0.102259,1.113608,0.799377
3,0.946492,0.095719,1.105946,1.130465
4,0.948078,0.092945,1.101798,1.459139
5,0.949069,0.118906,1.131134,1.789849
6,0.947483,0.137931,1.152060,2.123716
7,0.947681,0.154578,1.171058,2.453198
8,0.963734,0.368609,1.428336,2.800464
9,0.969679,0.397344,1.452892,3.156309
10,0.976615,0.415379,1.467735,3.513981
11,0.978597,0.432620,1.484204,3.964258
12,0.979588,0.440151,1.492009,4.442695
13,0.982957,0.453627,1.505242,4.896422
