iteration,coverage,redundancy,affinity,time
0,0.804033,0.395600,1.543197,0.184844
1,0.842942,0.355673,1.467134,0.618617
2,0.789978,0.303117,1.439144,0.995958
3,0.751069,0.266449,1.407648,1.356109
4,0.766551,0.297617,1.467978,1.710535
5,0.781422,0.283153,1.427789,2.067306
6,0.801793,0.316765,1.447154,2.427994
7,0.809737,0.321043,1.449057,2.786835
8,0.880424,0.517824,1.786673,3.170872
9,0.931351,0.475861,1.712380,3.578333
10,0.896313,0.403952,1.662955,4.065886
11,0.934406,0.470564,1.715064,4.477130
12,0.982481,0.584844,1.767365,4.985450
13,0.977796,0.587085,1.743542,5.579998
14,0.979426,0.582603,1.742097,6.176073
15,0.978611,0.598900,1.771857,6.773801
16,0.962722,0.585252,1.774862,7.372622
17,0.970462,0.655123,1.858312,7.891200
18,0.976370,0.659605,1.851450,8.415891
19,0.984518,0.638827,1.842127,9.024042
20,0.988389,0.624567,1.835738,9.635492
21,0.987370,0.628641,1.850629,10.245108
22,0.984315,0.614382,1.829677,10.853816
23,0.984111,0.613363,1.832747,11.467273
24,0.984722,0.618456,1.845470,12.077473
25,0.986555,0.629864,1.856907,12.694922
26,0.989000,0.620289,1.843254,13.313078
27,0.990629,0.608271,1.825211,13.931454
