Timestep,CoverageScore
0,0.8040
1,0.8429
2,0.7900
3,0.7511
4,0.7666
5,0.7814
6,0.8018
7,0.8097
8,0.8804
9,0.9314
10,0.8963
11,0.9344
12,0.9825
13,0.9778
14,0.9794
15,0.9786
16,0.9627
17,0.9705
18,0.9764
19,0.9845
20,0.9884
21,0.9874
22,0.9843
23,0.9841
24,0.9847
25,0.9866
26,0.9890
27,0.9906
