Timestep,CoverageScore
0,0.9667
1,0.9735
2,0.9735
3,0.9655
4,0.9535
5,0.9579
6,0.9607
7,0.9633
8,0.9627
9,0.9613
10,0.9603
11,0.9595
12,0.9523
13,0.9436
14,0.9438
15,0.9446
16,0.9458
17,0.9476
18,0.9438
19,0.9597
20,0.9529
21,0.9478
22,0.9466
23,0.9420
24,0.9519
25,0.9488
26,0.9448
27,0.9468
28,0.9464
29,0.9470
30,0.9496
31,0.9511
32,0.9513
33,0.9480
34,0.9519
35,0.9563
36,0.9527
37,0.9575
38,0.9625
39,0.9663
40,0.9649
41,0.9671
42,0.9651
43,0.9679
44,0.9663
45,0.9669
46,0.9657
47,0.9751
48,0.9745
49,0.9777
50,0.9781
51,0.9801
52,0.9805
53,0.9827
54,0.9825
55,0.9821
56,0.9842
57,0.9846
58,0.9850
59,0.9850
60,0.9874
61,0.9878
62,0.9880
63,0.9902
