iteration,coverage,redundancy,affinity,time
0,0.947780,0.384252,1.440564,0.168447
1,0.947368,0.365543,1.439670,0.624828
2,0.946546,0.330387,1.404865,0.997359
3,0.957031,0.319901,1.386037,1.369459
4,0.960938,0.308388,1.354086,1.749690
5,0.963816,0.305099,1.339164,2.122517
6,0.964227,0.300370,1.334542,2.498600
7,0.965049,0.304276,1.336600,2.880940
8,0.966694,0.316201,1.351340,3.259669
9,0.970189,0.324630,1.362365,3.639672
10,0.971628,0.335938,1.376640,4.020403
11,0.969367,0.341488,1.383033,4.400108
12,0.970806,0.335526,1.373782,4.784259
13,0.971423,0.342105,1.376085,5.166556
14,0.971628,0.340872,1.373254,5.557626
15,0.973684,0.339844,1.369510,5.944115
16,0.973890,0.342516,1.373443,6.329033
17,0.974095,0.338816,1.368299,6.715545
18,0.972039,0.337171,1.366963,7.112531
19,0.971217,0.334910,1.363251,7.499770
20,0.966900,0.333882,1.366575,7.888024
21,0.975740,0.608141,1.766119,8.311191
22,0.983141,0.636102,1.769343,8.734853
23,0.983141,0.606702,1.731075,9.158400
24,0.985814,0.574630,1.702815,9.584996
25,0.989309,0.578536,1.724023,10.011624
26,0.990954,0.597039,1.747510,10.441061
