Timestep,ViewpointID,X,Y,Z,OrientationX,OrientationY,OrientationZ,OrientationW
0,0,51.2761,228.165,-324.517,-0.0338824,-0.305296,0.945847,0.104972
0,1,-99.9563,230.941,310.926,-0.191197,0.923093,-0.326745,0.0676775
0,2,340.194,-193.842,81.8116,-0.67098,-0.389937,0.316882,0.545272
0,3,-291.514,-265.265,-68.2201,-0.589001,0.26039,-0.309331,0.699707
0,0,108.206,223.495,-313.594,-0.0734656,-0.320328,0.920554,0.211125
0,1,-48.6371,177.926,354.932,-0.129222,0.962791,-0.23524,0.031573
0,2,355.61,-133.477,125.4,0.666159,0.461499,-0.333639,-0.481597
0,3,-292.107,-272.882,-14.45,-0.636763,0.276534,-0.286711,0.660196
1,0,83.0448,195.64,-338.864,-0.0551141,-0.270892,0.941737,0.1916
1,1,-10.328,170.752,361.576,-0.0294672,0.975244,-0.219057,0.00661886
1,2,355.318,-84.3787,163.185,0.658269,0.520254,-0.33736,-0.426856
1,3,-322.786,-235.534,-18.2393,-0.615827,0.312982,-0.327594,0.644578
2,0,40.8825,151.981,-367.737,-0.0263097,-0.19909,0.971185,0.128342
2,1,-2.13224,196.835,348.212,-0.00523783,0.967077,-0.254428,0.00137802
2,2,348.104,-67.8629,184.982,0.65998,0.543741,-0.329654,-0.400126
2,3,-352.737,-185.956,-31.5768,-0.581074,0.350545,-0.379402,0.628908
3,0,15.0974,108.186,-384.796,-0.00954977,-0.137528,0.988073,0.0686107
3,1,-2.54046,229.198,327.814,-0.00528588,0.953802,-0.300383,0.00166469
3,2,345.881,-80.618,184.029,0.669235,0.531188,-0.323019,-0.406967
3,3,-362.578,-166.553,-28.2383,-0.573881,0.367916,-0.394875,0.615932
4,0,15.0009,63.2854,-394.677,-0.00947094,-0.0810188,0.989927,0.11572
4,1,4.0894,258.042,305.61,0.00744106,0.939126,-0.343482,-0.00272154
4,2,347.33,-104.204,168.829,0.676521,0.503345,-0.320879,-0.431278
4,3,-357.902,-178.257,-11.4142,-0.592572,0.366866,-0.377488,0.60973
5,0,24.6336,38.7028,-397.36,-0.0160622,-0.05515,0.958523,0.279166
5,1,16.8579,281.791,283.389,0.0276092,0.923837,-0.381619,-0.0114048
5,2,345.616,-129.14,154.507,0.684011,0.474619,-0.315799,-0.455123
5,3,-348.59,-195.663,14.1849,-0.620944,0.363538,-0.350867,0.599301
6,0,29.7444,40.0272,-396.879,-0.0196197,-0.0592965,0.947528,0.313513
6,1,27.8732,300.536,262.491,0.042064,0.909035,-0.414149,-0.019164
6,2,341.837,-149.426,144.29,0.690242,0.451584,-0.309526,-0.473108
6,3,-342.896,-201.62,42.0927,-0.645258,0.369131,-0.33213,0.58058
7,0,29.3,56.7023,-394.875,-0.0189065,-0.077773,0.968583,0.235461
7,1,33.8836,313.357,246.292,0.0483833,0.89751,-0.437697,-0.0235955
7,2,337.298,-164.184,138.83,0.695817,0.435174,-0.302969,-0.48443
7,3,-342.093,-195.755,68.2092,-0.661793,0.383786,-0.323074,0.557101
8,0,24.8256,80.0012,-391.131,-0.015781,-0.104102,0.983208,0.149046
8,1,35.3541,320.397,236.846,0.0490029,0.890874,-0.450919,-0.024803
8,2,331.64,-175.712,138.348,0.702847,0.423016,-0.294908,-0.489994
8,3,-343.51,-183.929,90.3943,-0.671694,0.402269,-0.31963,0.533707
9,0,25.2056,89.0217,-389.153,-0.0160135,-0.115337,0.983761,0.136586
9,1,35.4611,321.428,235.428,0.048939,0.889882,-0.452874,-0.0249058
9,2,324.789,-185.159,142.226,0.711851,0.413583,-0.285162,-0.490815
9,3,-344.294,-172.247,108.592,-0.678301,0.419104,-0.31724,0.513439
10,0,27.0496,85.3446,-389.852,-0.0172166,-0.111304,0.981959,0.15189
10,1,37.0119,318.925,238.573,0.0515827,0.891939,-0.448454,-0.025935
10,2,320.407,-190.079,145.635,0.717647,0.408689,-0.279043,-0.489991
10,3,-343.663,-165.459,120.497,-0.682956,0.429176,-0.314499,0.500469
11,0,28.4211,72.4159,-392.362,-0.0181653,-0.096006,0.977865,0.185022
11,1,41.5004,315.068,242.92,0.0586608,0.894544,-0.442165,-0.0289955
11,2,322.459,-187.201,144.831,0.715181,0.411771,-0.281798,-0.489439
11,3,-342.31,-164.72,125.265,0.686033,-0.431208,0.311856,-0.49615
12,0,29.2297,62.283,-394.039,-0.0187873,-0.084254,0.972386,0.216827
12,1,47.9461,311.756,245.987,0.0684959,0.895987,-0.43749,-0.033445
12,2,328.539,-179.815,140.46,0.707081,0.419061,-0.290401,-0.489992
12,3,-341.537,-167.667,123.452,0.686534,-0.427768,0.310925,-0.49901
13,0,29.9024,55.1779,-395.046,-0.0193403,-0.0762797,0.966323,0.245006
13,1,54.3292,309.695,247.26,0.0780047,0.896097,-0.435303,-0.0378929
13,2,334.599,-172.535,135.186,0.698419,0.425667,-0.299425,-0.491286
13,3,-342.062,-171.12,117.095,-0.683942,0.422601,-0.312583,0.505888
14,0,28.0733,51.1565,-395.721,-0.0181618,-0.0708465,0.966083,0.24766
14,1,58.3763,309.252,246.892,0.0837634,0.89532,-0.435574,-0.040751
14,2,338.353,-168.951,130.281,0.692449,0.428212,-0.305395,-0.493845
14,3,-343.945,-172.927,108.619,-0.678734,0.418442,-0.316716,0.513729
15,0,24.9236,49.8391,-396.1,-0.0160447,-0.0679565,0.970866,0.229224
15,1,58.9394,310.624,245.029,0.0840653,0.89399,-0.438197,-0.0412053
15,2,339.318,-170.578,125.565,0.689937,0.425373,-0.307381,-0.498559
15,3,-346.817,-172.744,99.3852,-0.671766,0.415886,-0.322673,0.521201
16,0,21.7874,50.8818,-396.152,-0.0139341,-0.0679406,0.977251,0.200427
16,1,56.8734,312.423,243.223,0.0806224,0.893045,-0.440893,-0.039803
16,2,337.041,-176.769,123.11,-0.691953,-0.418436,0.304429,0.503424
16,3,-349.429,-171.461,92.1973,-0.665684,0.414863,-0.328073,0.526423
17,0,18.3289,53.0093,-396.048,-0.0116449,-0.0693132,0.98374,0.165273
17,1,53.8151,313.248,242.857,0.0761649,0.89318,-0.441601,-0.037657
17,2,332.093,-185.619,123.53,-0.697746,-0.409345,0.29747,0.507049
17,3,-350.933,-170.192,88.7728,-0.662408,0.414948,-0.331115,0.52858
18,0,15.6893,55.8925,-395.765,-0.0099246,-0.0720788,0.988028,0.136043
