iteration,coverage,redundancy,affinity,time
0,0.909861,0.486903,1.641264,0.185978
1,0.938110,0.460709,1.588010,0.683984
2,0.958911,0.464818,1.578200,1.118249
3,0.961222,0.465588,1.585359,1.551327
4,0.961222,0.466872,1.589634,1.987715
5,0.956857,0.472522,1.594203,2.423970
6,0.953005,0.481767,1.603611,2.858962
7,0.950180,0.491012,1.617297,3.297429
8,0.964304,0.621469,1.903329,3.760050
9,0.968156,0.631484,1.845889,4.237783
10,0.971238,0.643041,1.829455,4.712141
11,0.977658,0.637134,1.818230,5.186499
12,0.970724,0.621212,1.804762,5.732361
13,0.969954,0.607345,1.780249,6.208977
14,0.966615,0.597329,1.766472,6.684301
15,0.971751,0.586287,1.739165,7.161914
16,0.975603,0.578326,1.725191,7.638426
17,0.977915,0.571392,1.710347,8.190710
18,0.979712,0.565485,1.698558,8.742970
19,0.980483,0.559836,1.695914,9.300171
20,0.981767,0.551618,1.685326,9.852959
21,0.978428,0.541859,1.679790,10.411779
22,0.976117,0.539034,1.687451,10.968318
23,0.974063,0.524140,1.678882,11.525607
24,0.973035,0.521572,1.674584,12.011433
25,0.983051,0.510015,1.653344,12.498051
26,0.982280,0.493323,1.636078,13.057218
27,0.985105,0.497175,1.641293,13.621635
28,0.987417,0.500257,1.650455,14.186344
29,0.975603,0.502311,1.657015,14.749619
30,0.960452,0.491782,1.648930,15.313583
31,0.971751,0.480226,1.623414,15.806412
32,0.957114,0.463790,1.603166,16.305961
33,0.982794,0.770930,2.086491,16.837409
34,0.977658,0.744479,2.035198,17.462225
35,0.982537,0.749615,2.033194,18.084393
36,0.991269,0.757062,2.064508,18.712434
