strategy,n_seeds,final_coverage_mean,final_coverage_std,final_redundancy_mean,final_redundancy_std,final_affinity_mean,final_affinity_std,num_viewpoints_mean,num_viewpoints_std,num_iterations_mean,num_iterations_std,simulation_time_mean,simulation_time_std,coverage_auc_mean,coverage_auc_std,redundancy_auc_mean,redundancy_auc_std,affinity_auc_mean,affinity_auc_std
genetic,1,0.9995,0.0,0.8406,0.0,2.1891,0.0,5.0,0.0,503.0,0.0,13.3556,0.0,9.4876,0.0,5.5373,0.0,21.0396,0.0
