Timestep,CoverageScore
0,0.8664
1,0.8718
2,0.8745
3,0.8773
4,0.8781
5,0.8779
6,0.8789
7,0.8795
8,0.9291
9,0.9312
10,0.9318
11,0.9297
12,0.9312
13,0.9310
14,0.9314
15,0.9327
16,0.9345
17,0.9352
18,0.9362
19,0.9394
20,0.9404
21,0.9419
22,0.9431
23,0.9444
24,0.9425
25,0.9446
26,0.9456
27,0.9471
28,0.9486
29,0.9494
30,0.9678
31,0.9676
32,0.9672
33,0.9674
34,0.9674
35,0.9670
36,0.9678
37,0.9686
38,0.9686
39,0.9684
40,0.9699
41,0.9690
42,0.9699
43,0.9699
44,0.9714
45,0.9720
46,0.9734
47,0.9724
48,0.9743
49,0.9736
50,0.9743
51,0.9755
52,0.9768
53,0.9772
54,0.9768
55,0.9768
56,0.9778
57,0.9785
58,0.9833
