iteration,coverage,redundancy,affinity,time
0,0.937930,0.447028,1.516922,0.163248
1,0.942580,0.427012,1.486057,0.607152
2,0.934493,0.426810,1.501514,0.976470
3,0.937121,0.445815,1.527508,1.356635
4,0.954509,0.483825,1.563016,1.729163
5,0.966640,0.505863,1.575403,2.105377
6,0.971492,0.523251,1.582726,2.481886
7,0.973312,0.526082,1.578936,2.864187
8,0.975131,0.522847,1.572880,3.243455
9,0.974323,0.525071,1.575846,3.631450
10,0.975738,0.538415,1.591587,4.024437
11,0.974323,0.531743,1.582694,4.409769
12,0.971896,0.527497,1.583316,4.795775
13,0.971290,0.518601,1.574313,5.184732
14,0.969268,0.507076,1.563204,5.573544
15,0.969672,0.496765,1.552752,5.964203
16,0.962596,0.485847,1.540853,6.354845
17,0.967044,0.480793,1.535647,6.745151
18,0.964011,0.470077,1.523490,7.133888
19,0.963000,0.459968,1.512912,7.525033
20,0.960170,0.468055,1.522847,7.923053
21,0.959563,0.475738,1.530973,8.317439
22,0.962394,0.479984,1.536765,8.710577
23,0.968055,0.487667,1.544069,9.106619
24,0.967651,0.493530,1.549937,9.505542
25,0.971492,0.504246,1.560874,9.903053
26,0.972301,0.510514,1.567894,10.304193
27,0.973110,0.514153,1.568668,10.714216
28,0.973716,0.512131,1.566860,11.115426
29,0.974323,0.510918,1.564640,11.520253
30,0.972907,0.514557,1.570449,11.927674
31,0.982208,0.739790,1.995266,12.361315
32,0.982612,0.746057,1.994444,12.801577
33,0.978771,0.749292,1.956414,13.244103
34,0.975536,0.726446,1.905907,13.683124
35,0.976951,0.725030,1.904594,14.121636
36,0.975334,0.722402,1.903607,14.564192
37,0.976951,0.709462,1.883485,15.004393
38,0.977153,0.692681,1.867163,15.448539
39,0.976749,0.687829,1.857586,15.900167
40,0.978366,0.700162,1.868775,16.349614
41,0.977962,0.709664,1.876370,16.801006
42,0.976547,0.708249,1.868323,17.254063
43,0.975738,0.703599,1.862619,17.705091
44,0.975334,0.689244,1.837065,18.156286
45,0.977355,0.687626,1.836367,18.609742
46,0.976749,0.684391,1.827158,19.066167
47,0.976142,0.685605,1.829743,19.522536
48,0.977558,0.687020,1.823785,19.982161
49,0.977962,0.687424,1.826339,20.445169
50,0.976951,0.688233,1.829677,20.907005
51,0.977558,0.683583,1.820683,21.370109
52,0.977760,0.686009,1.822581,21.836752
53,0.978164,0.682976,1.816453,22.303515
54,0.978771,0.679741,1.813055,22.770710
55,0.979782,0.678528,1.810772,23.247561
56,0.978569,0.678730,1.810331,23.717325
57,0.984230,0.798019,2.157149,24.209103
58,0.986656,0.799838,2.136270,24.759400
59,0.987869,0.805297,2.121367,25.275345
60,0.987060,0.808128,2.113068,25.822556
61,0.988476,0.811363,2.118225,26.368355
62,0.988071,0.809139,2.114999,26.887582
63,0.988071,0.808734,2.127890,27.419890
64,0.989486,0.806510,2.125460,27.941182
65,0.989689,0.803073,2.134219,28.474049
66,0.988071,0.804488,2.151013,29.012023
67,0.987465,0.806510,2.165848,29.545014
68,0.986656,0.805499,2.174385,30.104626
69,0.987262,0.803680,2.178579,30.659267
70,0.985645,0.796401,2.169846,31.193488
71,0.984230,0.788920,2.154684,31.737990
72,0.985443,0.788112,2.148338,32.297668
73,0.986656,0.788314,2.146926,32.869421
74,0.985645,0.784877,2.145026,33.442916
75,0.985038,0.782653,2.145731,33.984281
76,0.985241,0.781035,2.139134,34.564818
77,0.984230,0.778407,2.142975,35.141284
78,0.983219,0.769713,2.130578,35.723355
79,0.983623,0.763041,2.121480,36.300341
80,0.982410,0.755156,2.109693,36.875707
81,0.984027,0.744440,2.088967,37.453099
82,0.986656,0.830570,2.409836,38.057754
83,0.985038,0.810150,2.344417,38.670023
84,0.986252,0.800243,2.285363,39.285852
85,0.988071,0.807926,2.290362,39.903376
86,0.989082,0.814193,2.313573,40.524044
87,0.988678,0.816619,2.325971,41.142437
88,0.987869,0.803680,2.315800,41.768170
89,0.987465,0.804488,2.307944,42.392708
90,0.987262,0.811969,2.331763,43.019719
91,0.987465,0.813587,2.348280,43.651506
92,0.986454,0.822887,2.380816,44.282778
93,0.988678,0.824100,2.379959,44.916945
94,0.989284,0.824302,2.368894,45.553301
95,0.989689,0.816619,2.354443,46.192129
96,0.988273,0.807926,2.331833,46.833749
97,0.988273,0.803882,2.330401,47.473436
98,0.988880,0.805702,2.332652,48.163279
99,0.989689,0.804084,2.321961,48.846242
100,0.989082,0.805499,2.321137,49.494116
101,0.988273,0.810352,2.331015,50.177045
102,0.988071,0.808128,2.324534,50.831777
103,0.988476,0.804084,2.318470,51.482329
104,0.990295,0.811363,2.326051,52.138218
