Timestep,ViewpointID,X,Y,Z,OrientationX,OrientationY,OrientationZ,OrientationW
0,0,48.888,-365.246,155.582,-0.831509,-0.0554016,0.0367464,0.551519
0,1,59.2398,-118.182,-377.523,-0.163115,-0.0385931,0.226986,0.959365
0,2,146.655,190.555,319.657,0.305519,0.897903,-0.300013,-0.102082
0,3,-254.114,292.982,-97.9145,0.214881,-0.575702,0.739112,-0.275874
0,0,-25.2869,-392.999,70.0862,-0.76616,0.0246232,-0.0206279,0.641846
0,1,-12.1,-208.642,-341.06,-0.271317,0.00786078,-0.0278733,0.962054
0,2,192.179,95.1279,337.666,0.506471,0.815824,-0.237154,-0.147227
0,3,-306.298,201.881,-159.454,0.260011,-0.482781,0.736262,-0.396529
1,0,-96.4554,-388.106,8.38832,-0.70919,0.0868067,-0.0850049,0.69447
1,1,-89.2896,-285.262,-265.806,-0.404861,0.0618824,-0.13784,0.901808
1,2,227.734,7.54027,328.756,0.663626,0.685963,-0.214478,-0.207495
1,3,-361.059,113.864,-129.117,0.344067,-0.469277,0.655865,-0.480871
2,0,-141.288,-373.459,-23.7894,-0.674575,0.123338,-0.130905,0.715961
2,1,-131.011,-308.066,-218.933,-0.466163,0.095005,-0.17565,0.861866
2,2,250.566,-30.0154,310.348,0.704821,0.625429,-0.222189,-0.250394
2,3,-376.792,86.0782,-103.045,0.379818,-0.476373,0.62002,-0.49435
3,0,-176.259,-355.493,-50.5701,-0.643473,0.150765,-0.171199,0.730687
3,1,-155.993,-307.747,-202.381,-0.483403,0.115519,-0.201686,0.843978
3,2,268.482,-42.9012,293.389,0.708343,0.604141,-0.236892,-0.277751
3,3,-374.845,93.9652,-103.256,0.374658,-0.480168,0.625312,-0.487908
4,0,-200.499,-339.443,-67.663,-0.621734,0.169907,-0.201553,0.737533
4,1,-168.251,-300.058,-204.1,-0.478782,0.125073,-0.219634,0.840765
4,2,286.26,-43.4391,275.986,0.697049,0.599254,-0.256671,-0.298559
4,3,-362.739,117.749,-120.647,0.347403,-0.478019,0.65259,-0.474273
5,0,-215.212,-330.711,-65.683,-0.619741,0.183895,-0.217038,0.731436
5,1,-170.567,-293.113,-212.112,-0.467895,0.126229,-0.227838,0.844529
5,2,302.809,-41.5269,258.035,0.683484,0.596149,-0.276899,-0.317464
5,3,-343.868,146.141,-142.82,0.312838,-0.472871,0.686993,-0.454494
6,0,-213.692,-334.959,-46.2403,-0.638356,0.186284,-0.209221,0.716957
6,1,-163.27,-293.074,-217.832,-0.461863,0.11997,-0.220939,0.850574
6,2,308.669,-44.6965,250.451,0.681756,0.590146,-0.282972,-0.326899
6,3,-323.964,171.772,-159.818,0.282478,-0.469504,0.71679,-0.431258
7,0,-186.092,-353.99,-7.80734,-0.67977,0.167791,-0.171098,0.69317
7,1,-142.921,-308.681,-210.451,-0.475365,0.104709,-0.187909,0.853085
7,2,288.692,-66.7344,268.707,0.715592,0.569045,-0.252144,-0.317079
7,3,-304.337,198.704,-167.02,0.256917,-0.474573,0.740358,-0.400804
7,4,-324.359,-86.9939,217.31,0.696968,-0.534671,0.290866,-0.379157
8,0,-89.48,-386.304,52.5585,-0.747263,0.085414,-0.0748398,0.654753
8,1,-70.47,-354.255,-171.863,-0.531442,0.0523456,-0.082876,0.841404
8,2,222.402,-129.092,306.387,0.814324,0.468893,-0.170695,-0.296445
8,3,-258.885,248.366,-176.898,0.207138,-0.485769,0.781138,-0.333086
8,4,-281.887,-113.013,260.322,0.752514,-0.509044,0.234121,-0.346099
9,0,-37.2447,-392.622,66.7915,-0.763011,0.0361092,-0.030508,0.644655
9,1,-20.5161,-367.528,-156.532,-0.551452,0.0153795,-0.0232524,0.833741
9,2,206.399,-156.713,304.698,0.840699,0.41725,-0.153443,-0.309165
9,3,-220.632,274.754,-189.293,0.170321,-0.484122,0.80962,-0.284835
9,4,-275.549,-85.7549,276.982,0.74084,-0.545328,0.232463,-0.315807
