x,y,z
-225.122,-226.113,-241.232
210.122,-320.201,115.414
64.2661,350.563,-181.592
-324.113,-48.2199,229.402
181.719,323.285,149.883
-110.135,340.894,-177.937
2.42325,-335.636,-217.584
373.772,-116.09,82.5696
-207.26,330.64,-87.8651
