Timestep,CoverageScore
0,0.9245
1,0.9345
2,0.9471
3,0.9521
4,0.9531
5,0.9540
6,0.9554
7,0.9562
8,0.9678
9,0.9662
10,0.9678
11,0.9695
12,0.9718
13,0.9730
14,0.9728
15,0.9734
16,0.9732
17,0.9730
18,0.9741
19,0.9741
20,0.9739
21,0.9732
22,0.9726
23,0.9728
24,0.9728
25,0.9730
26,0.9726
27,0.9722
28,0.9737
29,0.9718
30,0.9720
31,0.9726
32,0.9739
33,0.9732
34,0.9722
35,0.9712
36,0.9786
37,0.9811
38,0.9807
39,0.9790
40,0.9828
41,0.9815
42,0.9820
43,0.9803
44,0.9817
45,0.9811
46,0.9807
47,0.9822
48,0.9811
49,0.9817
50,0.9803
51,0.9813
52,0.9813
53,0.9803
54,0.9803
55,0.9811
56,0.9807
57,0.9801
58,0.9795
59,0.9797
60,0.9793
61,0.9797
62,0.9807
63,0.9807
64,0.9838
65,0.9873
66,0.9865
67,0.9869
68,0.9851
69,0.9851
70,0.9857
71,0.9853
72,0.9861
73,0.9847
74,0.9842
75,0.9855
76,0.9857
77,0.9859
78,0.9859
79,0.9857
80,0.9834
81,0.9838
82,0.9842
83,0.9832
84,0.9826
85,0.9834
86,0.9840
87,0.9836
88,0.9832
89,0.9830
90,0.9832
91,0.9824
92,0.9847
93,0.9849
94,0.9844
95,0.9861
96,0.9865
97,0.9867
98,0.9859
99,0.9851
100,0.9863
101,0.9855
102,0.9847
103,0.9844
104,0.9838
105,0.9838
106,0.9842
107,0.9828
108,0.9840
109,0.9849
110,0.9838
111,0.9849
112,0.9849
113,0.9849
114,0.9847
115,0.9844
116,0.9849
117,0.9842
118,0.9844
119,0.9842
120,0.9853
121,0.9849
122,0.9855
123,0.9853
124,0.9851
125,0.9842
126,0.9857
127,0.9900
