Timestep,CoverageScore
0,0.8835
1,0.9037
2,0.9332
3,0.9296
4,0.9330
5,0.9415
6,0.9436
7,0.9469
8,0.9643
9,0.9731
10,0.9770
11,0.9728
12,0.9728
13,0.9731
14,0.9739
15,0.9741
16,0.9749
17,0.9757
18,0.9751
19,0.9746
20,0.9783
21,0.9777
22,0.9801
23,0.9806
24,0.9808
25,0.9808
26,0.9790
27,0.9801
28,0.9801
29,0.9803
30,0.9795
31,0.9795
32,0.9775
33,0.9790
34,0.9803
35,0.9795
36,0.9840
37,0.9868
38,0.9889
39,0.9899
40,0.9912
