iteration,coverage,redundancy,affinity,time
0,0.883510,0.464924,1.624084,0.172224
1,0.903702,0.448874,1.585219,0.594680
2,0.933213,0.430494,1.540361,1.021619
3,0.929588,0.449909,1.579226,1.451456
4,0.932954,0.461300,1.595450,1.889603
5,0.941496,0.473725,1.599670,2.331983
6,0.943567,0.466218,1.582990,2.769354
7,0.946932,0.474243,1.591307,3.215165
8,0.964276,0.658556,1.918389,3.679433
9,0.973078,0.646389,1.869912,4.155370
10,0.976961,0.644059,1.821145,4.625358
11,0.972819,0.622314,1.794572,5.169869
12,0.972819,0.614031,1.784992,5.638478
13,0.973078,0.621020,1.800479,6.111655
14,0.973855,0.629821,1.850080,6.587591
15,0.974113,0.636552,1.861281,7.066280
16,0.974890,0.627233,1.845990,7.545764
17,0.975667,0.615584,1.815866,8.023537
18,0.975149,0.613513,1.779666,8.573579
19,0.974631,0.608077,1.770252,9.126130
20,0.978255,0.610406,1.765282,9.607676
21,0.977738,0.607559,1.764363,10.161864
22,0.980067,0.609371,1.767036,10.718875
23,0.980585,0.609371,1.767423,11.280965
24,0.980844,0.612736,1.780945,11.839191
25,0.980844,0.614548,1.786487,12.403794
26,0.979032,0.610148,1.779482,12.965571
27,0.980067,0.613254,1.785526,13.530057
28,0.980067,0.608853,1.776545,14.094631
29,0.980326,0.604711,1.771851,14.662203
30,0.979550,0.602640,1.774841,15.230809
31,0.979550,0.601346,1.773784,15.799385
32,0.977479,0.599016,1.774100,16.374213
33,0.979032,0.598757,1.773929,16.981763
34,0.980326,0.606782,1.786639,17.559450
35,0.979550,0.607300,1.790169,18.135180
36,0.983950,0.684701,2.071297,18.777562
37,0.986798,0.707999,2.120409,19.466870
38,0.988869,0.729744,2.136126,20.164795
39,0.989904,0.733627,2.138337,20.857375
40,0.991199,0.740357,2.147558,21.557393
