Timestep,CoverageScore
0,0.9622
1,0.9594
2,0.9508
3,0.9387
4,0.9395
5,0.9547
6,0.9628
7,0.9692
8,0.9734
9,0.9712
10,0.9669
11,0.9618
12,0.9561
13,0.9520
14,0.9528
15,0.9532
16,0.9565
17,0.9610
18,0.9594
19,0.9577
20,0.9604
21,0.9604
22,0.9618
23,0.9622
24,0.9653
25,0.9620
26,0.9618
27,0.9604
28,0.9604
29,0.9718
30,0.9749
31,0.9724
32,0.9724
33,0.9802
34,0.9849
35,0.9873
36,0.9894
37,0.9886
38,0.9877
39,0.9865
40,0.9849
41,0.9863
42,0.9859
43,0.9845
44,0.9843
45,0.9863
46,0.9877
47,0.9896
48,0.9898
49,0.9896
50,0.9888
51,0.9892
52,0.9886
53,0.9888
54,0.9898
55,0.9875
56,0.9835
57,0.9896
58,0.9898
59,0.9890
60,0.9890
61,0.9924
