x,y,z
98.1559,-376.663,-92.1451
151.45,-255.501,-267.922
239.443,273.246,167.343
-115.454,302.628,-234.705
-326.864,-81.3737,215.727
-217.555,-264.334,-206.875
207.446,-120.378,320.118
32.6324,390.023,-82.566
82.4082,368.926,130.776
