Timestep,CoverageScore
0,0.8485
1,0.8801
2,0.9179
3,0.9352
4,0.9423
5,0.9408
6,0.9329
7,0.9382
8,0.9624
9,0.9626
10,0.9662
11,0.9601
12,0.9601
13,0.9647
14,0.9731
15,0.9720
16,0.9670
17,0.9609
18,0.9665
19,0.9705
20,0.9718
21,0.9700
22,0.9685
23,0.9659
24,0.9667
25,0.9670
26,0.9677
27,0.9682
28,0.9748
29,0.9731
30,0.9720
31,0.9743
32,0.9726
33,0.9728
34,0.9736
35,0.9748
36,0.9901
