iteration,coverage,redundancy,affinity,time
0,0.702912,0.351456,1.553882,0.179993
1,0.771941,0.372022,1.562912,0.619702
2,0.836082,0.349420,1.496103,0.977943
3,0.895744,0.352270,1.477609,1.339968
4,0.886988,0.284871,1.405418,1.701094
5,0.915699,0.352067,1.470758,2.076048
6,0.881083,0.360619,1.506818,2.527918
7,0.875585,0.339849,1.488605,2.890773
8,0.907351,0.551008,1.817325,3.294019
9,0.916310,0.480757,1.680444,3.793132
10,0.914070,0.464875,1.670751,4.292792
11,0.895948,0.477907,1.725909,4.781306
12,0.941967,0.475870,1.665153,5.197967
13,0.975158,0.479739,1.628106,5.708768
14,0.972511,0.467115,1.604271,6.300534
15,0.967013,0.465893,1.614656,6.809289
16,0.965995,0.492160,1.662310,7.321944
17,0.973122,0.496233,1.654739,7.835460
18,0.981063,0.507636,1.646741,8.350080
19,0.982896,0.517206,1.660037,8.947617
20,0.982285,0.526166,1.667910,9.554096
21,0.985543,0.541641,1.689669,10.160384
22,0.992059,0.572592,1.728448,10.768025
