iteration,coverage,redundancy,affinity,time
0,0.934983,0.428133,1.507763,0.166808
1,0.947455,0.418933,1.511221,0.613883
2,0.927622,0.419955,1.556094,0.994133
3,0.949704,0.432631,1.551776,1.366251
4,0.945410,0.465345,1.578936,1.740369
5,0.941525,0.486404,1.595223,2.115649
6,0.940503,0.490084,1.599783,2.499263
7,0.945819,0.485995,1.598141,2.878055
8,0.949908,0.472705,1.581576,3.263429
9,0.954611,0.445512,1.555151,3.642634
10,0.953793,0.432018,1.545981,4.028510
11,0.950930,0.418524,1.530424,4.407907
12,0.952566,0.416275,1.525649,4.798154
13,0.949295,0.416684,1.525522,5.190279
14,0.955837,0.628092,1.813904,5.607947
15,0.962380,0.616234,1.784576,6.024950
16,0.970354,0.625639,1.799410,6.443169
17,0.977101,0.606420,1.786985,6.862238
18,0.977101,0.597219,1.793681,7.283855
19,0.976487,0.582090,1.777219,7.706996
20,0.978736,0.573911,1.763735,8.130603
21,0.981599,0.576569,1.765466,8.554440
22,0.982212,0.574320,1.760824,8.982036
23,0.980985,0.564302,1.743643,9.410726
24,0.980168,0.564097,1.740926,9.839660
25,0.979963,0.558373,1.724598,10.268846
26,0.979963,0.552443,1.714792,10.698691
27,0.984052,0.554692,1.712445,11.128185
28,0.983030,0.547536,1.708195,11.560393
29,0.986097,0.542425,1.694381,11.992137
30,0.983643,0.537313,1.685097,12.425353
31,0.983235,0.523819,1.667498,12.861381
32,0.982008,0.521570,1.665626,13.296390
33,0.982417,0.520548,1.662851,13.734862
34,0.983235,0.517277,1.656062,14.176774
35,0.985688,0.514823,1.649450,14.619255
36,0.983643,0.513187,1.642070,15.061442
37,0.984052,0.509098,1.636817,15.501958
38,0.984257,0.509507,1.638139,15.949408
39,0.984052,0.504191,1.634531,16.396657
40,0.987119,0.503578,1.633181,16.852174
41,0.982826,0.501125,1.630955,17.305722
42,0.985279,0.647311,1.944179,17.785381
43,0.993457,0.658965,1.927763,19.024267
