Timestep,CoverageScore
0,0.9480
1,0.9248
2,0.9379
3,0.9349
4,0.9369
5,0.9338
6,0.9397
7,0.9405
8,0.9355
9,0.9359
10,0.9340
11,0.9336
12,0.9310
13,0.9367
14,0.9411
15,0.9468
16,0.9564
17,0.9603
18,0.9635
19,0.9679
20,0.9699
21,0.9716
22,0.9722
23,0.9742
24,0.9770
25,0.9746
26,0.9748
27,0.9766
28,0.9760
29,0.9756
30,0.9780
31,0.9837
32,0.9825
33,0.9790
34,0.9764
35,0.9744
36,0.9746
37,0.9782
38,0.9804
39,0.9808
40,0.9829
41,0.9820
42,0.9804
43,0.9814
44,0.9818
45,0.9827
46,0.9820
47,0.9833
48,0.9816
49,0.9818
50,0.9816
51,0.9820
52,0.9806
53,0.9794
54,0.9792
55,0.9812
56,0.9873
57,0.9903
