iteration,coverage,redundancy,affinity,time
0,0.879257,0.470395,1.597931,0.152960
1,0.918537,0.395317,1.497156,0.579872
2,0.874807,0.222910,1.332006,1.020835
3,0.840751,0.313274,1.502417,1.360766
4,0.857779,0.351393,1.549966,1.707413
5,0.877709,0.344427,1.515653,2.049540
6,0.903251,0.334752,1.479220,2.409147
7,0.912152,0.330302,1.469241,2.875125
8,0.943885,0.428986,1.817138,4.067508
9,0.952012,0.474458,1.933943,5.018671
10,0.966912,0.493421,1.961377,5.791883
11,0.962461,0.475232,1.878770,7.427479
12,0.967105,0.486068,1.857143,7.970709
13,0.974265,0.472910,1.767825,8.663138
14,0.984907,0.493228,1.747151,9.370908
15,0.988197,0.481231,1.650480,10.002044
16,0.991099,0.493808,1.671027,10.611159
