Timestep,CoverageScore
0,0.8392
1,0.8550
2,0.8638
3,0.8746
4,0.8719
5,0.8774
6,0.8855
7,0.8898
8,0.9191
9,0.9306
10,0.9359
11,0.9421
12,0.9432
13,0.9440
14,0.9466
15,0.9447
16,0.9409
17,0.9383
18,0.9385
19,0.9374
20,0.9385
21,0.9374
22,0.9338
23,0.9306
24,0.9385
25,0.9440
26,0.9451
27,0.9472
28,0.9513
29,0.9556
30,0.9680
31,0.9695
32,0.9677
33,0.9710
34,0.9690
35,0.9729
36,0.9695
37,0.9645
38,0.9650
39,0.9637
40,0.9641
41,0.9558
42,0.9562
43,0.9552
44,0.9599
45,0.9624
46,0.9628
47,0.9639
48,0.9635
49,0.9648
50,0.9686
51,0.9673
52,0.9661
53,0.9705
54,0.9705
55,0.9699
56,0.9710
57,0.9720
58,0.9767
59,0.9786
60,0.9778
61,0.9806
