Timestep,CoverageScore
0,0.8518
1,0.8613
2,0.8570
3,0.8553
4,0.8653
5,0.8733
6,0.8799
7,0.8813
8,0.9098
9,0.9148
10,0.9205
11,0.9257
12,0.9265
13,0.9278
14,0.9294
15,0.9270
16,0.9243
17,0.9210
18,0.9210
19,0.9206
20,0.9265
21,0.9265
22,0.9302
23,0.9364
24,0.9381
25,0.9399
26,0.9408
27,0.9418
28,0.9449
29,0.9474
30,0.9666
31,0.9684
32,0.9701
33,0.9707
34,0.9707
35,0.9713
36,0.9711
37,0.9707
38,0.9732
39,0.9711
40,0.9717
41,0.9723
42,0.9705
43,0.9723
44,0.9680
45,0.9657
46,0.9692
47,0.9686
48,0.9709
49,0.9699
50,0.9668
51,0.9672
52,0.9723
53,0.9750
54,0.9750
55,0.9757
56,0.9767
57,0.9773
58,0.9833
