x,y,z
-6.01966,29.6872,-398.851
284.625,274.26,-61.3983
-252.908,308.707,-27.1501
-301.981,-247.255,-87.5936
277.249,-268.111,-106.065
183.179,118.494,335.268
-156.962,-140.076,340.208
