Timestep,CoverageScore
0,0.9619
1,0.9650
2,0.9646
3,0.9629
4,0.9503
5,0.9485
6,0.9555
7,0.9533
8,0.9633
9,0.9646
10,0.9613
11,0.9543
12,0.9533
13,0.9493
14,0.9567
15,0.9676
16,0.9770
17,0.9752
18,0.9732
19,0.9782
20,0.9802
21,0.9786
22,0.9802
23,0.9826
24,0.9810
25,0.9804
26,0.9792
27,0.9760
28,0.9778
29,0.9776
30,0.9774
31,0.9768
32,0.9762
33,0.9792
34,0.9790
35,0.9786
36,0.9780
37,0.9790
38,0.9782
39,0.9792
40,0.9802
41,0.9816
42,0.9804
43,0.9828
44,0.9864
45,0.9878
46,0.9870
47,0.9858
48,0.9854
49,0.9834
50,0.9832
51,0.9836
52,0.9840
53,0.9828
54,0.9838
55,0.9842
56,0.9834
57,0.9806
58,0.9822
59,0.9852
60,0.9852
61,0.9854
62,0.9850
63,0.9856
64,0.9860
65,0.9864
66,0.9852
67,0.9852
68,0.9858
69,0.9860
70,0.9864
71,0.9862
72,0.9872
73,0.9864
74,0.9864
75,0.9872
76,0.9868
77,0.9874
78,0.9866
79,0.9856
80,0.9864
81,0.9880
82,0.9880
83,0.9872
84,0.9876
85,0.9874
86,0.9862
87,0.9860
88,0.9868
89,0.9858
90,0.9862
91,0.9874
92,0.9872
93,0.9884
94,0.9870
95,0.9870
96,0.9864
97,0.9860
98,0.9856
99,0.9866
100,0.9854
101,0.9844
102,0.9882
103,0.9898
104,0.9900
105,0.9916
