iteration,coverage,redundancy,affinity,time
0,0.441331,0.000000,1.000000,0.099565
1,0.299475,0.000000,1.000000,0.272634
2,0.343257,0.000000,1.000000,0.382225
3,0.371278,0.000000,1.000000,0.488057
4,0.280210,0.000000,1.000000,0.592901
5,0.290718,0.000000,1.000000,0.700275
6,0.339755,0.000000,1.000000,0.806354
7,0.314361,0.000000,1.000000,0.913604
8,0.309107,0.000000,1.000000,1.021200
9,0.281961,0.000000,1.000000,1.128536
10,0.273205,0.000000,1.000000,1.235017
11,0.254816,0.000000,1.000000,1.342435
12,0.274081,0.000000,1.000000,1.449914
13,0.291594,0.000000,1.000000,1.558169
14,0.278459,0.000000,1.000000,1.665676
15,0.267075,0.000000,1.000000,1.773912
16,0.256567,0.000000,1.000000,1.882285
17,0.265324,0.000000,1.000000,1.990705
18,0.274081,0.000000,1.000000,2.099473
19,0.256567,0.000000,1.000000,2.217896
20,0.269702,0.000000,1.000000,2.329141
21,0.274081,0.000000,1.000000,2.438541
22,0.267951,0.000000,1.000000,2.548971
23,0.518389,0.002627,1.005068,2.665447
24,0.628722,0.033275,1.052925,2.795197
25,0.623468,0.040280,1.064607,2.925768
26,0.586690,0.035902,1.061194,3.056084
27,0.605954,0.031524,1.052023,3.187978
28,0.577933,0.020140,1.034848,3.319471
29,0.543783,0.006130,1.011272,3.451350
30,0.517513,0.005254,1.010152,3.583439
31,0.521891,0.006130,1.011745,3.715938
32,0.527145,0.005254,1.009967,3.848698
33,0.525394,0.008757,1.016667,3.982479
34,0.534151,0.013135,1.024590,4.116629
35,0.553415,0.020140,1.036392,4.251855
36,0.577933,0.024518,1.042424,4.388369
37,0.589317,0.030648,1.052006,4.524593
38,0.610333,0.034151,1.055954,4.661942
39,0.638354,0.035902,1.056241,4.800143
40,0.639229,0.031524,1.049315,4.939818
41,0.627846,0.037653,1.059972,5.079175
42,0.638354,0.028021,1.043896,5.219737
43,0.651489,0.036778,1.056452,5.360414
44,0.657618,0.033275,1.050599,5.507137
45,0.676007,0.038529,1.056995,5.664318
46,0.662872,0.036778,1.055482,5.808641
47,0.661996,0.036778,1.055556,5.951977
48,0.666375,0.035902,1.053876,6.098617
49,0.666375,0.039405,1.059133,6.243679
50,0.679510,0.030648,1.045103,6.389529
51,0.674256,0.034151,1.050649,6.534975
52,0.669877,0.036778,1.054902,6.680941
53,0.682137,0.035026,1.051348,6.828059
54,0.678634,0.037653,1.055484,6.975418
55,0.676007,0.033275,1.049223,7.122687
56,0.669877,0.034151,1.050980,7.270275
57,0.669002,0.031524,1.047120,7.419051
58,0.656743,0.028897,1.044000,7.567957
59,0.655867,0.034151,1.052069,7.717139
60,0.659370,0.032399,1.049137,7.867036
61,0.649737,0.034151,1.052561,8.017495
62,0.650613,0.030648,1.047106,8.168660
63,0.647986,0.032399,1.050000,8.319805
64,0.639229,0.032399,1.050685,8.472174
65,0.633100,0.031524,1.049793,8.624535
66,0.624343,0.034151,1.054698,8.777340
67,0.638354,0.032399,1.050754,8.931108
68,0.644483,0.033275,1.051630,9.085290
69,0.661996,0.036778,1.055556,9.241185
70,0.650613,0.038529,1.059219,9.397696
71,0.774956,0.401926,1.525424,9.561983
72,0.821366,0.266200,1.331557,9.738616
73,0.818739,0.242557,1.296257,9.917765
74,0.791594,0.213660,1.273230,10.097378
75,0.792469,0.231173,1.297238,10.277938
76,0.818739,0.256567,1.316578,10.461469
77,0.847636,0.271454,1.323347,10.642639
78,0.871278,0.285464,1.332663,10.825577
79,0.888792,0.294221,1.334975,11.009013
80,0.897548,0.281961,1.320000,11.192549
81,0.906305,0.270578,1.301449,11.381533
82,0.917688,0.264448,1.292939,11.593089
83,0.933450,0.285464,1.311445,11.803563
84,0.943082,0.290718,1.314763,12.017350
85,0.941331,0.291594,1.318140,12.230626
86,0.937828,0.299475,1.330532,12.448247
87,0.936077,0.297723,1.326473,12.664737
88,0.940455,0.282837,1.309125,13.312072
89,0.939580,0.284588,1.311277,14.573324
90,0.936953,0.291594,1.316822,14.805827
91,0.936077,0.289842,1.314312,15.024552
92,0.930823,0.300350,1.328316,15.589625
93,0.928196,0.293345,1.321698,16.039341
94,0.928196,0.295096,1.327358,16.509133
95,0.929072,0.294221,1.324222,16.756625
96,0.917688,0.293345,1.328244,16.978147
97,0.911559,0.283713,1.320845,17.202218
98,0.921191,0.288967,1.320342,17.425909
99,0.917688,0.289842,1.321565,17.649599
100,0.913310,0.284588,1.317354,17.874777
101,0.901051,0.287215,1.321672,18.100120
102,0.899299,0.286340,1.321324,18.327933
103,0.908056,0.276708,1.308582,18.535314
104,0.905429,0.278459,1.312379,18.762432
105,0.908932,0.279335,1.314066,18.992448
106,0.902802,0.275832,1.309408,19.222404
107,0.895797,0.267951,1.301075,19.449578
108,0.892294,0.280210,1.317959,19.658568
109,0.893170,0.270578,1.303922,19.867908
110,0.889667,0.261821,1.298228,20.077310
111,0.888792,0.257443,1.292611,20.289716
112,0.885289,0.260946,1.297725,20.503273
113,0.891419,0.267075,1.302554,20.716633
114,0.905429,0.263573,1.293037,20.932192
115,0.914186,0.264448,1.292146,21.169854
116,0.915937,0.265324,1.294455,21.410345
117,0.918564,0.270578,1.298379,21.648539
118,0.912434,0.270578,1.304223,21.887994
119,0.898424,0.274956,1.310916,22.125320
120,0.893170,0.263573,1.298039,22.346772
121,0.928196,0.647110,1.787736,22.578864
122,0.933450,0.613835,1.733583,22.844533
123,0.949212,0.587566,1.704797,23.111332
124,0.973730,0.529772,1.650180,23.381272
125,0.978984,0.458844,1.567979,23.649271
126,0.984238,0.476357,1.571174,23.917972
127,0.983363,0.514886,1.612645,24.190049
128,0.985989,0.517513,1.603020,24.463610
129,0.985989,0.501751,1.582593,24.737379
130,0.987741,0.497373,1.569149,25.010086
131,0.989492,0.492995,1.561062,25.291404
132,0.990368,0.490368,1.557913,25.564780
133,0.989492,0.490368,1.560177,25.840230
134,0.992119,0.484238,1.550750,26.117407
135,0.990368,0.478984,1.546419,26.397370
136,0.988616,0.468476,1.533215,26.674960
137,0.987741,0.467601,1.538121,26.954762
138,0.988616,0.478109,1.546501,27.235556
139,0.987741,0.477233,1.545213,27.518370
140,0.987741,0.476357,1.544326,27.805822
141,0.989492,0.489492,1.557522,28.091717
142,0.988616,0.487741,1.555359,28.379590
143,0.988616,0.492119,1.559787,28.668048
144,0.989492,0.489492,1.556637,28.958909
145,0.989492,0.491243,1.560177,29.249768
146,0.987741,0.492995,1.560284,29.540315
147,0.988616,0.499124,1.567759,29.833055
148,0.988616,0.496497,1.567759,30.126402
149,0.987741,0.493870,1.569149,30.423335
150,0.987741,0.496497,1.570922,30.717274
151,0.989492,0.500000,1.572566,31.016226
152,0.988616,0.500000,1.572188,31.316872
153,0.989492,0.500000,1.572566,31.616080
154,0.986865,0.500876,1.574091,31.918012
155,0.986865,0.493870,1.565217,32.219771
156,0.985114,0.496497,1.569778,32.549278
157,0.985114,0.488616,1.560000,32.877196
158,0.985989,0.500000,1.570160,33.197845
159,0.986865,0.498249,1.567879,33.519537
160,0.985989,0.492995,1.563943,33.827751
161,0.986865,0.591068,1.880213,34.141140
162,0.992995,0.556042,1.833333,34.475750
163,0.991243,0.619965,1.875442,34.824313
164,0.992119,0.754816,2.042365,35.156862
165,0.992995,0.753065,2.008818,35.486571
166,0.990368,0.772329,2.039788,35.822285
167,0.990368,0.722417,1.978780,36.158268
168,0.992119,0.609457,1.833186,36.492465
169,0.995622,0.584063,1.811785,36.829291
