x,y,z
81.2635,-328.871,-212.697
241.579,241.679,207.92
-126.798,366.902,-96.4636
-336.615,-84.277,198.967
32.9908,349.669,-191.424
-194.849,-310.344,-160.376
294.901,-149.643,-225.035
163.586,-273.456,241.788
-23.0684,333.976,-218.925
