iteration,coverage,redundancy,affinity,time
0,0.934914,0.406945,1.482874,0.170389
1,0.945727,0.415055,1.498461,0.701897
2,0.950302,0.444999,1.532385,1.145529
3,0.952173,0.468497,1.557327,1.586432
4,0.951757,0.485548,1.577234,2.026586
5,0.955916,0.497193,1.585817,2.467964
6,0.959243,0.507798,1.592890,2.917407
7,0.959243,0.514036,1.599610,3.367379
8,0.963818,0.698898,2.019849,3.835622
9,0.962986,0.706384,2.028072,4.312995
10,0.961530,0.697442,2.004109,4.798290
11,0.963610,0.709919,2.001079,5.276646
12,0.964442,0.714910,2.008193,5.759944
13,0.962570,0.712414,2.005833,6.239410
14,0.964234,0.709503,1.996981,6.724856
15,0.966313,0.707008,1.991392,7.206378
16,0.964026,0.709503,1.997196,7.691817
17,0.964234,0.722396,2.006901,8.177042
18,0.963194,0.725099,2.004750,8.668043
19,0.965689,0.719276,1.989664,9.157496
20,0.966937,0.715117,1.981935,9.648691
21,0.966521,0.707632,1.971601,10.139888
22,0.966521,0.702433,1.963855,10.630383
23,0.965066,0.693907,1.961862,11.119991
24,0.962362,0.688085,1.956137,11.618487
25,0.960283,0.683926,1.940017,12.113961
26,0.962986,0.682678,1.936083,12.610732
27,0.962778,0.691204,1.941469,13.106697
28,0.963194,0.692036,1.940415,13.607102
29,0.963610,0.696611,1.941519,14.108419
30,0.961946,0.695155,1.940770,14.614466
31,0.959243,0.687045,1.933015,15.118054
32,0.966729,0.776877,2.344590,15.645883
33,0.966313,0.778956,2.330536,16.204790
34,0.970264,0.771886,2.321689,16.772484
35,0.971096,0.773550,2.328051,17.342327
36,0.970888,0.768767,2.309274,17.908821
37,0.968601,0.771470,2.307643,18.481033
38,0.969016,0.770222,2.301288,19.050539
39,0.970888,0.765232,2.292996,19.623830
40,0.969640,0.760241,2.287583,20.189124
41,0.966937,0.755874,2.276344,20.766966
42,0.968393,0.754627,2.282371,21.338733
43,0.968808,0.756082,2.268942,21.916549
44,0.970472,0.752131,2.265481,22.487116
45,0.971304,0.746933,2.260758,23.060612
46,0.972551,0.745269,2.253368,23.646232
47,0.972551,0.741526,2.245029,24.217962
48,0.971720,0.731129,2.231757,24.801954
49,0.972759,0.729050,2.235357,25.382046
50,0.973591,0.729050,2.241136,25.963310
51,0.975671,0.731753,2.238491,26.545387
52,0.975671,0.732377,2.247016,27.222657
53,0.975879,0.734040,2.249521,27.924113
54,0.972967,0.736536,2.251122,28.602814
55,0.973591,0.735080,2.255233,29.196404
56,0.970888,0.736952,2.264939,29.793480
57,0.972344,0.736536,2.271600,30.387892
58,0.974839,0.742358,2.267705,30.997391
59,0.975463,0.739655,2.265615,31.595415
60,0.981285,0.793096,2.591651,32.317761
61,0.982117,0.795176,2.605124,33.082136
62,0.982117,0.802246,2.612111,33.848367
63,0.984196,0.805989,2.599197,34.621430
64,0.982949,0.802454,2.593823,35.391547
65,0.983988,0.800790,2.592773,36.159751
66,0.984404,0.799750,2.574778,36.932385
67,0.982949,0.798711,2.567590,37.707896
68,0.983157,0.797671,2.564509,38.482232
69,0.982325,0.795800,2.539797,39.254111
70,0.983157,0.791849,2.528976,40.029238
71,0.983988,0.789977,2.516272,40.808860
72,0.981493,0.787066,2.520339,41.589733
73,0.982325,0.789561,2.523285,42.373668
74,0.982533,0.791641,2.525503,43.157794
75,0.982533,0.787066,2.529524,43.944095
76,0.984820,0.792472,2.528505,44.735847
77,0.984820,0.794136,2.536529,45.525382
78,0.982949,0.791017,2.537762,46.320666
79,0.984612,0.788314,2.532207,47.115577
80,0.985028,0.786026,2.526494,47.916590
81,0.985236,0.787274,2.525327,48.718599
82,0.984404,0.785818,2.523870,49.519672
83,0.985444,0.785194,2.518675,50.326746
84,0.985028,0.785610,2.516572,51.130561
85,0.982949,0.789977,2.523588,51.940094
86,0.982325,0.791017,2.521169,52.751986
87,0.982325,0.788522,2.511643,53.566311
88,0.988979,0.890206,2.888772,54.421586
89,0.989187,0.887503,2.900568,55.284659
90,0.989187,0.890206,2.905823,56.155090
91,0.988147,0.892077,2.915825,57.024785
92,0.988771,0.893741,2.926393,57.897651
93,0.988979,0.899147,2.948907,58.774893
94,0.988979,0.903306,2.970563,59.653147
95,0.988771,0.904346,2.977497,60.536839
96,0.988771,0.901019,2.978970,61.417046
97,0.988979,0.906425,2.989066,62.300269
98,0.988771,0.907881,3.003575,63.189253
99,0.988563,0.908713,3.009886,64.083695
100,0.988147,0.914119,3.008838,64.985654
101,0.988147,0.915159,3.014941,65.884376
102,0.988979,0.916199,3.015980,66.781167
103,0.988771,0.919110,3.044374,67.683057
104,0.988563,0.922437,3.040387,68.585482
105,0.988355,0.924932,3.044393,69.489764
106,0.988147,0.920566,3.041667,70.396480
107,0.988563,0.918486,3.047118,71.306239
108,0.988563,0.919734,3.049853,72.215523
109,0.987939,0.920774,3.053883,73.128991
110,0.988563,0.923893,3.063315,74.052008
111,0.988355,0.922645,3.065432,74.974492
112,0.988563,0.924101,3.067312,75.895828
113,0.988355,0.923685,3.070903,76.826035
114,0.988771,0.924309,3.075289,77.755273
115,0.988771,0.923269,3.081178,78.685557
116,0.988563,0.921605,3.073202,79.615160
117,0.988979,0.922437,3.077166,80.547136
118,0.988979,0.922229,3.079268,81.482208
119,0.988563,0.924517,3.091081,82.418884
120,0.989187,0.924932,3.083456,83.359506
121,0.989395,0.923061,3.080706,84.305725
122,0.988771,0.930131,3.535436,85.294479
123,0.987939,0.930755,3.533782,86.293354
124,0.987731,0.929715,3.534526,87.291938
125,0.987939,0.930755,3.535466,88.293397
126,0.987939,0.930547,3.532940,89.291029
127,0.987939,0.930547,3.536098,90.296276
128,0.987939,0.930547,3.535256,91.306297
129,0.988771,0.930339,3.525552,92.316818
130,0.988979,0.929923,3.530698,93.331926
131,0.989395,0.931795,3.532156,94.347797
132,0.988979,0.930963,3.537426,95.361235
133,0.988771,0.930963,3.533964,96.383240
134,0.988771,0.931171,3.535016,97.413188
135,0.988979,0.930547,3.537847,98.437945
136,0.988979,0.930547,3.537637,99.479951
137,0.989187,0.930963,3.536262,100.516421
138,0.989187,0.931587,3.541097,101.547174
139,0.989395,0.929923,3.535099,102.583219
140,0.990019,0.930547,3.540643,103.615444
