strategy,n_seeds,final_coverage_mean,final_coverage_std,final_redundancy_mean,final_redundancy_std,final_affinity_mean,final_affinity_std,num_viewpoints_mean,num_viewpoints_std,num_iterations_mean,num_iterations_std,simulation_time_mean,simulation_time_std,coverage_auc_mean,coverage_auc_std,redundancy_auc_mean,redundancy_auc_std,affinity_auc_mean,affinity_auc_std
genetic,10,0.9996,0.0,0.9646,0.0137,3.5542,0.4342,8.5,0.922,1017.8,129.5051,31.2468,4.3922,21.5984,3.1361,15.3614,2.5283,84.0268,22.2486
