Timestep,ViewpointID,X,Y,Z,OrientationX,OrientationY,OrientationZ,OrientationW
0,0,203.017,-319.071,130.3,-0.78171,-0.227608,0.162318,0.557474
0,0,239.076,-224.44,229.063,0.813794,0.352232,-0.183612,-0.424215
1,0,173.038,-130.335,336.26,0.858496,0.428146,-0.125975,-0.252598
2,0,77.6077,-32.8041,391.025,0.82878,0.549459,-0.0585255,-0.0882773
3,0,-7.71423,30.3703,398.771,-0.123957,0.991513,-0.0388957,0.00486266
4,0,-58.0476,46.3105,393.047,-0.431904,0.897088,-0.0839996,0.0404417
5,0,-56.5691,31.1746,394.751,-0.506929,0.858173,-0.0697449,0.0411988
6,0,-33.8352,1.65517,398.563,-0.688996,0.723525,-0.0306925,0.0292277
7,0,-13.4165,-22.2053,399.158,0.962795,-0.268279,0.00870937,-0.031256
8,0,3.42525,-39.1248,398.067,0.997839,0.0435954,-0.00214542,-0.0491057
9,0,16.8895,-44.7405,397.131,0.981992,0.17918,-0.0107495,-0.0589126
10,0,29.1228,-26.8634,398.033,0.914848,0.400743,-0.019896,-0.0454201
11,0,38.1603,-7.05349,398.113,0.76778,0.63887,-0.0310638,-0.0373318
12,0,41.0239,1.01993,397.889,0.697343,0.714895,-0.0367681,-0.0358653
13,0,40.0742,3.17231,397.975,0.677774,0.733547,-0.0369539,-0.0341442
14,0,38.2798,1.98225,398.159,0.687788,0.724325,-0.0347853,-0.0330306
15,0,36.3575,-0.839722,398.343,0.714483,0.698172,-0.031804,-0.0325471
16,0,33.5764,-5.32636,398.553,0.759797,0.648768,-0.0276195,-0.0323463
16,1,-37.4009,-1.96847,-398.243,-0.0339999,0.0322575,-0.687517,0.724654
17,0,13.0866,-5.78511,399.744,0.837816,0.54566,-0.0097624,-0.0149894
17,1,-11.9998,1.68458,-399.816,-0.00993927,0.011432,-0.754572,0.656042
18,0,1.01883,6.73776,399.942,0.0749644,0.99715,-0.00849429,-0.000638589
18,1,3.84414,-15.2875,-399.689,-0.0195588,-0.0024214,0.122839,0.992231
19,0,1.10841,16.3733,399.663,0.033783,0.999219,-0.020506,-0.000693297
19,1,1.32598,-18.7902,-399.556,-0.0235381,-0.000829481,0.0352083,0.999102
20,0,5.81116,16.7298,399.608,0.16634,0.98582,-0.0218346,-0.00368422
20,1,1.83097,-15.2982,-399.703,-0.0192286,-0.0011466,0.0595132,0.998042
21,0,12.7264,10.2617,399.666,0.431363,0.901947,-0.0184392,-0.0088187
21,1,-8.61666,-11.6125,-399.739,-0.0171651,0.00567282,-0.313743,0.949336
22,0,21.8929,5.81087,399.358,0.609452,0.792317,-0.0224514,-0.0172697
22,1,-18.0213,-9.18009,-399.488,-0.0215618,0.0132146,-0.522373,0.852342
23,0,21.3478,6.53778,399.376,0.5944,0.803685,-0.0224468,-0.0166015
23,1,-21.1047,-7.747,-399.368,-0.023051,0.0160935,-0.572228,0.819612
24,0,17.1025,8.70749,399.539,0.52248,0.852314,-0.0204583,-0.0125412
24,1,-14.9438,-10.0061,-399.595,-0.0198362,0.0105903,-0.470851,0.881926
25,0,14.8742,8.59786,399.631,0.499662,0.865954,-0.0186054,-0.0107354
25,1,-12.8334,-9.70341,-399.676,-0.0180091,0.00896075,-0.445381,0.895115
26,0,16.7691,6.53335,399.595,0.564203,0.825329,-0.0185761,-0.0126988
26,1,-14.7184,-7.37837,-399.661,-0.017516,0.0108129,-0.525177,0.850744
27,0,21.4485,5.88655,399.381,0.606122,0.794885,-0.0221165,-0.0168645
27,1,-15.5229,-7.5903,-399.627,-0.0183271,0.0114393,-0.529371,0.848116
28,0,21.4018,7.84818,399.35,0.572354,0.819511,-0.0233703,-0.0163221
28,1,-18.4351,-9.98159,-399.45,-0.0225205,0.0134161,-0.511619,0.858813
29,0,17.3769,10.3163,399.489,0.494568,0.868772,-0.0219597,-0.0125011
29,1,-16.2824,-10.5879,-399.528,-0.0213454,0.0115813,-0.476753,0.878702
30,0,14.7921,9.48257,399.614,0.479632,0.877195,-0.0192753,-0.0105394
30,1,-14.313,-9.23178,-399.637,-0.0186984,0.0101901,-0.478417,0.877875
31,0,16.4014,5.76281,399.622,0.57801,0.81574,-0.0177348,-0.0125664
31,1,-15.4597,-6.3432,-399.651,-0.0173522,0.0116363,-0.556837,0.830359
32,0,19.6687,7.04618,399.454,0.575453,0.817418,-0.0213621,-0.0150387
32,1,-15.977,-9.98274,-399.556,-0.020602,0.0114204,-0.484691,0.874368
33,0,20.2369,9.7619,399.368,0.531545,0.846564,-0.0237949,-0.0149404
33,1,-18.9699,-9.60003,-399.435,-0.0226485,0.0139219,-0.523485,0.85162
34,0,18.1806,11.303,399.427,0.485632,0.873753,-0.0233981,-0.0130047
34,1,-16.6236,-11.1974,-399.498,-0.0221244,0.0117728,-0.469605,0.882521
35,0,16.4538,12.2824,399.473,0.448074,0.893628,-0.0229507,-0.0115077
35,1,-15.6973,-11.7732,-399.518,-0.0219444,0.0109721,-0.447076,0.89416
36,0,16.844,11.3205,399.485,0.470057,0.882271,-0.0223962,-0.0119322
36,1,-16.5814,-11.3302,-399.496,-0.0222074,0.0117222,-0.466663,0.884079
37,0,19.3248,9.41202,399.422,0.529964,0.847594,-0.0227903,-0.0142498
37,1,-17.477,-9.72922,-399.5,-0.0215617,0.0126745,-0.506596,0.861821
38,0,21.4984,8.67053,399.328,0.559213,0.828517,-0.0240275,-0.0162175
38,1,-18.392,-10.605,-399.436,-0.022987,0.0132801,-0.500064,0.865582
39,0,18.528,9.59351,399.455,0.519533,0.854052,-0.0222893,-0.0135589
39,1,-17.3881,-9.26876,-399.514,-0.0211253,0.0126783,-0.514433,0.857177
40,0,17.2938,9.41965,399.515,0.510565,0.859487,-0.0211699,-0.0125756
40,1,-13.947,-9.07208,-399.654,-0.0182848,0.00991898,-0.476727,0.878805
41,0,18.4306,6.84983,399.516,0.570628,0.82084,-0.0201868,-0.0140334
41,1,-16.1698,-8.58788,-399.581,-0.0196196,0.0117949,-0.515105,0.856822
42,0,18.7321,6.2727,399.512,0.583974,0.811397,-0.0200481,-0.0144289
42,1,-14.7507,-7.44447,-399.659,-0.017593,0.0108276,-0.524027,0.851451
43,0,17.6629,6.23417,399.561,0.57741,0.816119,-0.0191187,-0.0135266
43,1,-16.3928,-7.33541,-399.597,-0.0188435,0.012212,-0.543715,0.838969
44,0,18.8728,7.46199,399.485,0.562097,0.826682,-0.0209848,-0.0142685
44,1,-14.2122,-7.55461,-399.676,-0.0172483,0.0103652,-0.514984,0.856963
45,0,18.4484,7.01718,399.513,0.567489,0.823011,-0.020318,-0.0140098
45,1,-15.1566,-9.27042,-399.605,-0.0193772,0.0108625,-0.488868,0.872075
46,0,17.9264,5.84894,399.555,0.587126,0.809152,-0.0190828,-0.0138466
46,1,-15.3309,-6.85017,-399.647,-0.0176148,0.0114226,-0.543962,0.838847
47,0,16.0419,7.27119,399.612,0.541701,0.840282,-0.0185087,-0.0119319
