Timestep,CoverageScore
0,0.4552
1,0.4288
2,0.4394
3,0.3840
4,0.2786
5,0.3629
6,0.3374
7,0.2610
8,0.2583
9,0.2742
10,0.3155
11,0.2847
12,0.3023
13,0.2873
14,0.2891
15,0.2917
16,0.2768
17,0.5457
18,0.5062
19,0.5070
20,0.5079
21,0.5141
22,0.5079
23,0.5211
24,0.5176
25,0.5141
26,0.5132
27,0.5097
28,0.5167
29,0.5185
30,0.5149
31,0.5132
32,0.5097
33,0.5193
34,0.5176
35,0.5105
36,0.5114
37,0.5176
38,0.5158
39,0.5211
40,0.5123
41,0.5097
42,0.5167
43,0.5088
44,0.5114
45,0.5176
46,0.5158
47,0.5141
48,0.5123
49,0.5088
50,0.5158
51,0.5132
52,0.5158
53,0.5193
54,0.5158
55,0.5123
56,0.5123
57,0.6819
58,0.7830
59,0.8550
60,0.8471
61,0.8533
62,0.8682
63,0.8647
64,0.8559
65,0.8471
66,0.8418
67,0.8339
68,0.8348
69,0.8418
70,0.8313
71,0.8295
72,0.8295
73,0.8286
74,0.8181
75,0.8084
76,0.8049
77,0.8005
78,0.7953
79,0.7953
80,0.8269
81,0.8286
82,0.8295
83,0.8269
84,0.8260
85,0.8322
86,0.8374
87,0.8392
88,0.8489
89,0.8822
90,0.9165
91,0.9227
92,0.9315
93,0.9429
94,0.9464
95,0.9464
96,0.9490
97,0.9420
98,0.9446
99,0.9411
100,0.9376
101,0.9367
102,0.9350
103,0.9341
104,0.9359
105,0.9367
106,0.9385
107,0.9508
108,0.9649
109,0.9728
110,0.9780
111,0.9815
112,0.9789
113,0.9763
114,0.9754
115,0.9728
116,0.9719
117,0.9780
118,0.9763
119,0.9754
120,0.9780
121,0.9763
122,0.9780
123,0.9736
124,0.9745
125,0.9719
126,0.9736
127,0.9745
128,0.9728
129,0.9710
130,0.9692
131,0.9675
132,0.9684
133,0.9701
134,0.9701
135,0.9745
136,0.9772
137,0.9763
138,0.9728
139,0.9745
140,0.9728
141,0.9719
142,0.9719
143,0.9719
144,0.9684
145,0.9692
146,0.9666
147,0.9692
148,0.9824
149,0.9851
150,0.9895
151,0.9877
152,0.9895
153,0.9938
154,0.9921
155,0.9921
156,0.9956
