iteration,coverage,redundancy,affinity,time
0,0.893014,0.283633,1.333929,0.105802
1,0.899202,0.311776,1.363818,0.303818
2,0.899401,0.351497,1.398358,0.501772
3,0.899601,0.365269,1.414688,0.700646
4,0.900000,0.382435,1.444666,0.914611
5,0.901198,0.396208,1.459801,1.221026
6,0.903194,0.410180,1.474917,1.531792
7,0.916966,0.416168,1.474314,1.839462
8,0.974251,0.466267,1.880352,2.169421
9,0.973852,0.476248,1.901414,2.521069
10,0.969661,0.480240,1.911280,2.865895
11,0.970060,0.481836,1.913374,3.217325
12,0.973453,0.481437,1.910191,3.566976
13,0.974850,0.482834,1.909705,3.916221
14,0.974850,0.483234,1.910524,4.260650
15,0.973054,0.483034,1.911795,4.613459
16,0.973852,0.483433,1.912277,4.961091
17,0.973852,0.483234,1.912687,5.314174
18,0.974052,0.481238,1.911066,5.658319
19,0.973653,0.477645,1.908979,6.011284
20,0.973653,0.475848,1.908774,6.362746
21,0.974451,0.475250,1.907210,6.714791
22,0.975449,0.473453,1.905463,7.061180
23,0.974451,0.473453,1.907005,7.502646
24,0.974850,0.474052,1.907862,7.854763
25,0.974651,0.474651,1.909072,8.207721
26,0.974052,0.474052,1.909016,8.556021
27,0.975050,0.471657,1.906039,8.902813
28,0.975050,0.470659,1.905834,9.348359
29,0.975848,0.470060,1.904479,9.787516
30,0.975649,0.470659,1.906097,10.224956
31,0.976447,0.468862,1.899836,10.661047
32,0.975449,0.468263,1.898915,11.105951
33,0.975649,0.468064,1.895867,11.549467
34,0.974850,0.466267,1.893735,11.988620
35,0.974651,0.463473,1.888798,12.334583
36,0.980838,0.898603,2.371184,12.705854
