iteration,coverage,redundancy,affinity,time
0,0.972751,0.348494,1.377422,0.171651
1,0.973981,0.367548,1.403660,0.632353
2,0.984225,0.425937,1.463780,1.015855
3,0.978488,0.457693,1.496231,1.393276
4,0.974800,0.457693,1.497688,1.770152
5,0.975620,0.438025,1.479630,2.149994
6,0.978693,0.403811,1.445049,2.529126
7,0.973981,0.374104,1.418385,2.909835
8,0.978693,0.352387,1.390412,3.289300
9,0.976439,0.355870,1.394251,3.674502
10,0.975210,0.360172,1.395378,4.057600
11,0.975620,0.357304,1.391222,4.439022
12,0.977669,0.354436,1.387678,4.823217
13,0.976030,0.351977,1.388119,5.216161
14,0.974390,0.338045,1.375105,5.602369
15,0.976234,0.343577,1.380273,5.991016
16,0.975620,0.347265,1.383032,6.388801
17,0.974390,0.352592,1.388982,6.787148
18,0.971112,0.351567,1.388608,7.185659
19,0.969064,0.346445,1.384567,7.577035
20,0.970498,0.337841,1.376187,7.972592
21,0.969064,0.329236,1.368076,8.366302
22,0.971522,0.330465,1.369253,8.768034
23,0.971932,0.329441,1.370573,9.163036
24,0.976030,0.334153,1.375315,9.562051
25,0.973776,0.339275,1.380391,9.959589
26,0.974186,0.338250,1.378339,10.357127
27,0.973366,0.341119,1.380130,10.754764
28,0.970088,0.340709,1.378669,11.158177
29,0.969883,0.335177,1.373469,11.560550
30,0.970088,0.334358,1.373601,11.964994
31,0.973776,0.335382,1.375131,12.371180
32,0.975005,0.334563,1.376129,12.776405
33,0.974186,0.338455,1.380021,13.190872
34,0.972751,0.339275,1.379949,13.597298
35,0.972342,0.338865,1.377792,14.005482
36,0.971727,0.338865,1.378242,14.422612
37,0.977259,0.564434,1.710692,14.855240
38,0.988937,0.595370,1.736482,15.300976
39,0.989142,0.624872,1.766777,15.744628
40,0.988117,0.656833,1.809662,16.191688
41,0.987503,0.653350,1.807469,16.639053
42,0.980947,0.654784,1.811821,17.091760
43,0.977259,0.638394,1.796646,17.543780
44,0.977259,0.635935,1.793082,17.996952
45,0.981356,0.627945,1.780376,18.451527
46,0.981766,0.632247,1.786102,18.904667
47,0.986888,0.624257,1.775586,19.358123
48,0.985864,0.619135,1.762677,19.814839
49,0.988527,0.612375,1.747979,20.275871
50,0.989551,0.610531,1.742029,20.737710
51,0.987912,0.611350,1.748652,21.201589
52,0.987707,0.617906,1.756275,21.666933
53,0.988937,0.620774,1.764036,22.132212
54,0.987912,0.623028,1.773331,22.595632
55,0.988322,0.625487,1.775290,23.063525
56,0.986478,0.623848,1.773001,23.531550
57,0.986683,0.623028,1.774917,24.003744
58,0.986683,0.623643,1.768480,24.477764
59,0.985249,0.624667,1.766895,24.952488
60,0.985864,0.627740,1.779094,25.425350
61,0.986888,0.632043,1.782437,25.902443
62,0.987093,0.635730,1.783105,26.379449
63,0.985864,0.635116,1.783458,26.857698
64,0.989551,0.711739,2.098137,27.358303
65,0.990371,0.736529,2.112950,27.888207
