Timestep,CoverageScore
0,0.9728
1,0.9740
2,0.9842
3,0.9785
4,0.9748
5,0.9756
6,0.9787
7,0.9740
8,0.9787
9,0.9764
10,0.9752
11,0.9756
12,0.9777
13,0.9760
14,0.9744
15,0.9762
16,0.9756
17,0.9744
18,0.9711
19,0.9691
20,0.9705
21,0.9691
22,0.9715
23,0.9719
24,0.9760
25,0.9738
26,0.9742
27,0.9734
28,0.9701
29,0.9699
30,0.9701
31,0.9738
32,0.9750
33,0.9742
34,0.9728
35,0.9723
36,0.9717
37,0.9773
38,0.9889
39,0.9891
40,0.9881
41,0.9875
42,0.9809
43,0.9773
44,0.9773
45,0.9814
46,0.9818
47,0.9869
48,0.9859
49,0.9885
50,0.9896
51,0.9879
52,0.9877
53,0.9889
54,0.9879
55,0.9883
56,0.9865
57,0.9867
58,0.9867
59,0.9852
60,0.9859
61,0.9869
62,0.9871
63,0.9859
64,0.9896
65,0.9904
