Timestep,CoverageScore
0,0.9432
1,0.9542
2,0.9606
3,0.9600
4,0.9633
5,0.9581
6,0.9567
7,0.9569
8,0.9662
9,0.9670
10,0.9662
11,0.9689
12,0.9668
13,0.9656
14,0.9666
15,0.9660
16,0.9679
17,0.9681
18,0.9685
19,0.9672
20,0.9660
21,0.9708
22,0.9691
23,0.9693
24,0.9668
25,0.9681
26,0.9685
27,0.9695
28,0.9687
29,0.9689
30,0.9689
31,0.9687
32,0.9699
33,0.9674
34,0.9672
35,0.9687
36,0.9759
37,0.9782
38,0.9795
39,0.9795
40,0.9820
41,0.9820
42,0.9820
43,0.9813
44,0.9813
45,0.9809
46,0.9826
47,0.9822
48,0.9799
49,0.9805
50,0.9813
51,0.9813
52,0.9824
53,0.9826
54,0.9815
55,0.9830
56,0.9830
57,0.9842
58,0.9822
59,0.9836
60,0.9847
61,0.9847
62,0.9834
63,0.9842
64,0.9861
65,0.9861
66,0.9861
67,0.9855
68,0.9859
69,0.9859
70,0.9853
71,0.9855
72,0.9855
73,0.9853
74,0.9853
75,0.9857
76,0.9859
77,0.9861
78,0.9857
79,0.9847
80,0.9853
81,0.9861
82,0.9865
83,0.9865
84,0.9859
85,0.9867
86,0.9849
87,0.9853
88,0.9855
89,0.9861
90,0.9863
91,0.9861
92,0.9863
93,0.9865
94,0.9855
95,0.9849
96,0.9907
